"","alpha_hat_ij_Caryophyllaceae","focal","year","complexity.plant","complexity.animal"
"107",0.0720906000075225,"HOMA","All","family","family"
"108",0.0375977381100383,"HOMA","All","family","family"
"109",0.111213985693799,"HOMA","All","family","family"
"110",0.132261056583209,"HOMA","All","family","family"
"111",0.170561663626793,"HOMA","All","family","family"
"112",0.128906401919058,"HOMA","All","family","family"
"113",0.167011210121046,"HOMA","All","family","family"
"114",0.386955061077587,"HOMA","All","family","family"
"115",0.277269720070551,"HOMA","All","family","family"
"116",0.179896580211802,"HOMA","All","family","family"
"117",0.0878464991648393,"HOMA","All","family","family"
"118",0.078831748923788,"HOMA","All","family","family"
"119",0.105404263165842,"HOMA","All","family","family"
"120",0.124235640675814,"HOMA","All","family","family"
"121",0.264419387463201,"HOMA","All","family","family"
"122",0.11211163327557,"HOMA","All","family","family"
"123",0.149155416477182,"HOMA","All","family","family"
"124",0.169284673202137,"HOMA","All","family","family"
"125",0.116110028874697,"HOMA","All","family","family"
"126",0.302396913300358,"HOMA","All","family","family"
"127",0.131728929175696,"HOMA","All","family","family"
"128",0.151888239911387,"HOMA","All","family","family"
"129",-0.0588898986283383,"HOMA","All","family","family"
"130",0.0198885713195252,"HOMA","All","family","family"
"131",0.281778196708656,"HOMA","All","family","family"
"132",0.132429926642124,"HOMA","All","family","family"
"133",-0.00201660977189011,"HOMA","All","family","family"
"134",0.0331739636996857,"HOMA","All","family","family"
"135",0.213617708466909,"HOMA","All","family","family"
"136",0.0771046701014837,"HOMA","All","family","family"
"137",0.0678571819378309,"HOMA","All","family","family"
"138",0.0507741941299011,"HOMA","All","family","family"
"139",0.150903288765854,"HOMA","All","family","family"
"140",0.188001535717563,"HOMA","All","family","family"
"141",0.082023176416482,"HOMA","All","family","family"
"142",0.0842315143763677,"HOMA","All","family","family"
"143",0.0742549279396605,"HOMA","All","family","family"
"144",0.249360313631824,"HOMA","All","family","family"
"145",0.0641110247023942,"HOMA","All","family","family"
"146",0.304176524815075,"HOMA","All","family","family"
"147",9.83794871944887e-05,"HOMA","All","family","family"
"148",0.0875491244458479,"HOMA","All","family","family"
"149",0.174399474915562,"HOMA","All","family","family"
"150",0.0557952542135112,"HOMA","All","family","family"
"151",0.0859730315797014,"HOMA","All","family","family"
"152",0.115557627488708,"HOMA","All","family","family"
"153",0.185936499336169,"HOMA","All","family","family"
"154",0.168977560245379,"HOMA","All","family","family"
"155",0.0161472342868185,"HOMA","All","family","family"
"156",0.160537696606661,"HOMA","All","family","family"
"157",0.0141439022022996,"HOMA","All","family","family"
"158",0.123891729540174,"HOMA","All","family","family"
"159",0.188037473804544,"HOMA","All","family","family"
"160",0.245801924163401,"HOMA","All","family","family"
"161",0.121894060684106,"HOMA","All","family","family"
"162",-0.0553061507355364,"HOMA","All","family","family"
"163",0.370299116431655,"HOMA","All","family","family"
"164",0.285204026552545,"HOMA","All","family","family"
"165",0.276523301823166,"HOMA","All","family","family"
"166",0.210690798891996,"HOMA","All","family","family"
"167",0.206903489873249,"HOMA","All","family","family"
"168",0.0597401067278307,"HOMA","All","family","family"
"169",0.208212933764989,"HOMA","All","family","family"
"170",0.243598365418459,"HOMA","All","family","family"
"171",0.174106789714726,"HOMA","All","family","family"
"172",0.197872486734419,"HOMA","All","family","family"
"173",0.213776080487441,"HOMA","All","family","family"
"174",0.255149983154652,"HOMA","All","family","family"
"175",0.11732128830673,"HOMA","All","family","family"
"176",0.00659910840260269,"HOMA","All","family","family"
"177",0.113432359102724,"HOMA","All","family","family"
"178",0.165997787848205,"HOMA","All","family","family"
"179",0.169632081206332,"HOMA","All","family","family"
"180",0.148890532907844,"HOMA","All","family","family"
"181",0.180465626885157,"HOMA","All","family","family"
"182",0.279361458227112,"HOMA","All","family","family"
"183",0.000682911681737286,"HOMA","All","family","family"
"184",0.201084136227174,"HOMA","All","family","family"
"185",0.119058896923411,"HOMA","All","family","family"
"186",0.208353644398966,"HOMA","All","family","family"
"187",0.0827921588010136,"HOMA","All","family","family"
"188",0.162520736539201,"HOMA","All","family","family"
"189",0.0927787480503233,"HOMA","All","family","family"
"190",-0.0968435648207947,"HOMA","All","family","family"
"191",0.22863413574531,"HOMA","All","family","family"
"192",-0.0034145264350437,"HOMA","All","family","family"
"193",0.216889156772893,"HOMA","All","family","family"
"194",0.115894611570416,"HOMA","All","family","family"
"195",0.0975032249645558,"HOMA","All","family","family"
"196",0.0441967549578324,"HOMA","All","family","family"
"197",-7.01705452097467e-05,"HOMA","All","family","family"
"198",0.199662472101797,"HOMA","All","family","family"
"199",0.0327975161121985,"HOMA","All","family","family"
"200",-0.0304425541616465,"HOMA","All","family","family"
"201",-0.0234706905102897,"HOMA","All","family","family"
"202",0.240865933362919,"HOMA","All","family","family"
"203",0.188618677747233,"HOMA","All","family","family"
"204",0.182021505543182,"HOMA","All","family","family"
"205",0.244575915216582,"HOMA","All","family","family"
"206",0.214833189124245,"HOMA","All","family","family"
"207",-0.0145997467228726,"HOMA","All","family","family"
"208",0.062967015658256,"HOMA","All","family","family"
"209",0.0842016614270171,"HOMA","All","family","family"
"210",0.281359832093937,"HOMA","All","family","family"
"211",0.151298748469854,"HOMA","All","family","family"
"212",0.100680728222851,"HOMA","All","family","family"
"213",0.157025411670428,"HOMA","All","family","family"
"214",0.157789842458486,"HOMA","All","family","family"
"215",0.21668064916225,"HOMA","All","family","family"
"216",0.280163925889385,"HOMA","All","family","family"
"217",0.120222438716305,"HOMA","All","family","family"
"218",0.115084017800448,"HOMA","All","family","family"
"219",0.177109520903652,"HOMA","All","family","family"
"220",0.113071358655493,"HOMA","All","family","family"
"221",0.0209377910667246,"HOMA","All","family","family"
"222",0.302491909791232,"HOMA","All","family","family"
"223",0.378039844859083,"HOMA","All","family","family"
"224",-0.0741617507011899,"HOMA","All","family","family"
"225",0.0438019887716341,"HOMA","All","family","family"
"226",-0.030765190690932,"HOMA","All","family","family"
"227",0.0267145047182533,"HOMA","All","family","family"
"228",0.0745898362314177,"HOMA","All","family","family"
"229",0.151205921073014,"HOMA","All","family","family"
"230",-0.0569239720183231,"HOMA","All","family","family"
"231",0.087738132665002,"HOMA","All","family","family"
"232",0.0686852147629349,"HOMA","All","family","family"
"233",0.162399886715646,"HOMA","All","family","family"
"234",0.264684604855217,"HOMA","All","family","family"
"235",0.0986810780504412,"HOMA","All","family","family"
"236",0.0225129374302022,"HOMA","All","family","family"
"237",0.054591008600068,"HOMA","All","family","family"
"238",0.0593720114137695,"HOMA","All","family","family"
"239",-0.134934665491285,"HOMA","All","family","family"
"240",0.156083927197999,"HOMA","All","family","family"
"241",0.103942577739745,"HOMA","All","family","family"
"242",0.10189801891685,"HOMA","All","family","family"
"243",0.174539770875374,"HOMA","All","family","family"
"244",0.244268373962909,"HOMA","All","family","family"
"245",0.0414214479402102,"HOMA","All","family","family"
"246",0.220355770878795,"HOMA","All","family","family"
"247",0.062556844759208,"HOMA","All","family","family"
"248",0.208961295523818,"HOMA","All","family","family"
"249",-0.0361077612793972,"HOMA","All","family","family"
"250",0.138281133721374,"HOMA","All","family","family"
"251",0.117451278838263,"HOMA","All","family","family"
"252",0.0706523423552827,"HOMA","All","family","family"
"253",0.26495817595874,"HOMA","All","family","family"
"254",0.0863957231387542,"HOMA","All","family","family"
"255",0.0367193053518535,"HOMA","All","family","family"
"256",0.0702750255685756,"HOMA","All","family","family"
"257",0.155966339959428,"HOMA","All","family","family"
"258",0.250968321699068,"HOMA","All","family","family"
"259",0.011103314507398,"HOMA","All","family","family"
"260",0.141074937980455,"HOMA","All","family","family"
"261",0.118858542654367,"HOMA","All","family","family"
"262",-0.00762946745381776,"HOMA","All","family","family"
"263",0.0548615174426412,"HOMA","All","family","family"
"264",0.125498569094221,"HOMA","All","family","family"
"265",0.0687972024162542,"HOMA","All","family","family"
"266",0.149930355238572,"HOMA","All","family","family"
"267",0.0924541725685486,"HOMA","All","family","family"
"268",0.377000461054462,"HOMA","All","family","family"
"269",0.212633240710981,"HOMA","All","family","family"
"270",0.142057622503307,"HOMA","All","family","family"
"271",0.160412146101679,"HOMA","All","family","family"
"272",0.174847888249067,"HOMA","All","family","family"
"273",0.122319429261833,"HOMA","All","family","family"
"274",0.128909867447371,"HOMA","All","family","family"
"275",0.059237155951209,"HOMA","All","family","family"
"276",0.0059316698137668,"HOMA","All","family","family"
"277",0.0744045472311183,"HOMA","All","family","family"
"278",0.143707000668717,"HOMA","All","family","family"
"279",0.157950207576705,"HOMA","All","family","family"
"280",-0.0576674245627449,"HOMA","All","family","family"
"281",0.0525226206395073,"HOMA","All","family","family"
"282",0.120778657230767,"HOMA","All","family","family"
"283",0.103666142653974,"HOMA","All","family","family"
"284",0.00477833287678653,"HOMA","All","family","family"
"285",0.0424845516335901,"HOMA","All","family","family"
"286",0.0217673963364875,"HOMA","All","family","family"
"287",-0.0634770560244873,"HOMA","All","family","family"
"288",0.151264885557758,"HOMA","All","family","family"
"289",0.0912414422876588,"HOMA","All","family","family"
"290",0.0313526636960928,"HOMA","All","family","family"
"291",0.195252443688349,"HOMA","All","family","family"
"292",0.117862579745222,"HOMA","All","family","family"
"293",0.0676691986353972,"HOMA","All","family","family"
"294",-0.0333785012002642,"HOMA","All","family","family"
"295",0.121544398633565,"HOMA","All","family","family"
"296",0.298509788542377,"HOMA","All","family","family"
"297",0.23534624656359,"HOMA","All","family","family"
"298",0.176533410544152,"HOMA","All","family","family"
"299",0.349947289124668,"HOMA","All","family","family"
"300",0.0598387273452627,"HOMA","All","family","family"
"301",0.303750231314251,"HOMA","All","family","family"
"302",0.0481582821141222,"HOMA","All","family","family"
"303",0.126443850399969,"HOMA","All","family","family"
"304",0.105374822855249,"HOMA","All","family","family"
"305",-0.0445829903690218,"HOMA","All","family","family"
"306",0.218345613251357,"HOMA","All","family","family"
"307",0.15016156446748,"HOMA","All","family","family"
"308",0.0639679307915468,"HOMA","All","family","family"
"309",0.140874893903244,"HOMA","All","family","family"
"310",0.0377698824661701,"HOMA","All","family","family"
"311",0.112075949674387,"HOMA","All","family","family"
"312",0.0661956217498998,"HOMA","All","family","family"
"313",0.26197062566287,"HOMA","All","family","family"
"314",0.04156916227088,"HOMA","All","family","family"
"315",0.105112509420431,"HOMA","All","family","family"
"316",0.103237399242851,"HOMA","All","family","family"
"317",-0.00547393355087056,"HOMA","All","family","family"
"318",0.136789699194743,"HOMA","All","family","family"
"319",-0.0212365747660901,"HOMA","All","family","family"
"320",0.062070443955373,"HOMA","All","family","family"
"321",0.231402136226854,"HOMA","All","family","family"
"322",0.132792522961385,"HOMA","All","family","family"
"323",-0.00569892973216146,"HOMA","All","family","family"
"324",-0.00664324017401796,"HOMA","All","family","family"
"325",0.0556891092244545,"HOMA","All","family","family"
"326",0.100332833537027,"HOMA","All","family","family"
"327",0.266406402115295,"HOMA","All","family","family"
"328",0.120592495901489,"HOMA","All","family","family"
"329",0.221125326172574,"HOMA","All","family","family"
"330",0.186863463757349,"HOMA","All","family","family"
"331",0.0869866986998653,"HOMA","All","family","family"
"332",0.165310000317956,"HOMA","All","family","family"
"333",0.180935263201643,"HOMA","All","family","family"
"334",0.0789069410192069,"HOMA","All","family","family"
"335",0.227880649757717,"HOMA","All","family","family"
"336",0.0652256785372818,"HOMA","All","family","family"
"337",0.0835988179906098,"HOMA","All","family","family"
"338",0.0147799414392795,"HOMA","All","family","family"
"339",0.0997108993766873,"HOMA","All","family","family"
"340",0.229878303216633,"HOMA","All","family","family"
"341",0.223647716472908,"HOMA","All","family","family"
"342",0.19418814333792,"HOMA","All","family","family"
"343",-0.0350759901384928,"HOMA","All","family","family"
"344",0.126086092640129,"HOMA","All","family","family"
"345",0.149547313680041,"HOMA","All","family","family"
"346",0.118391740634051,"HOMA","All","family","family"
"347",0.245835147742426,"HOMA","All","family","family"
"348",0.0226388572014828,"HOMA","All","family","family"
"349",0.261305399530628,"HOMA","All","family","family"
"350",0.139274357397079,"HOMA","All","family","family"
"351",0.151019249309258,"HOMA","All","family","family"
"352",0.0791669589735398,"HOMA","All","family","family"
"353",0.29327662462794,"HOMA","All","family","family"
"354",0.128726524752753,"HOMA","All","family","family"
"355",0.0482174012605199,"HOMA","All","family","family"
"356",0.151889284158611,"HOMA","All","family","family"
"357",0.135805013446545,"HOMA","All","family","family"
"358",0.167461078567224,"HOMA","All","family","family"
"359",0.122102729899864,"HOMA","All","family","family"
"360",0.0994784433390017,"HOMA","All","family","family"
"361",0.0353747831160038,"HOMA","All","family","family"
"362",0.229267062360733,"HOMA","All","family","family"
"363",-0.0409690991625339,"HOMA","All","family","family"
"364",0.00271661148067959,"HOMA","All","family","family"
"365",0.33321782228906,"HOMA","All","family","family"
"366",0.034993520756428,"HOMA","All","family","family"
"367",-0.0509102092667654,"HOMA","All","family","family"
"368",0.176433523473149,"HOMA","All","family","family"
"369",0.14662392716012,"HOMA","All","family","family"
"370",0.192296007684736,"HOMA","All","family","family"
"371",0.00738370240606745,"HOMA","All","family","family"
"372",0.0941491097909435,"HOMA","All","family","family"
"373",0.170450787291128,"HOMA","All","family","family"
"374",0.120502637085484,"HOMA","All","family","family"
"375",0.178072836752417,"HOMA","All","family","family"
"376",0.130700523059777,"HOMA","All","family","family"
"377",0.0461474733447536,"HOMA","All","family","family"
"378",0.20797397037016,"HOMA","All","family","family"
"379",0.0259588881638475,"HOMA","All","family","family"
"380",0.00879445350287034,"HOMA","All","family","family"
"381",0.0381103901653248,"HOMA","All","family","family"
"382",0.129662363986263,"HOMA","All","family","family"
"383",0.119552596305432,"HOMA","All","family","family"
"384",0.276554725024204,"HOMA","All","family","family"
"385",0.0241322383113451,"HOMA","All","family","family"
"386",0.13953248732934,"HOMA","All","family","family"
"387",0.186314532394746,"HOMA","All","family","family"
"388",0.0754929694829907,"HOMA","All","family","family"
"389",0.152979490566223,"HOMA","All","family","family"
"390",0.0134860000725601,"HOMA","All","family","family"
"391",0.139991745402571,"HOMA","All","family","family"
"392",0.0183632992915292,"HOMA","All","family","family"
"393",0.179663649888755,"HOMA","All","family","family"
"394",0.167421739095265,"HOMA","All","family","family"
"395",-0.0174036520717616,"HOMA","All","family","family"
"396",0.103840150944131,"HOMA","All","family","family"
"397",0.20398164693953,"HOMA","All","family","family"
"398",0.239256894973179,"HOMA","All","family","family"
"399",0.213732019245482,"HOMA","All","family","family"
"400",0.0841412993436068,"HOMA","All","family","family"
"401",0.203274494017169,"HOMA","All","family","family"
"402",0.168217187065492,"HOMA","All","family","family"
"403",0.170398753222901,"HOMA","All","family","family"
"404",0.206604285613544,"HOMA","All","family","family"
"405",0.0838359889099163,"HOMA","All","family","family"
"406",0.292914457260773,"HOMA","All","family","family"
"407",0.291473887512538,"HOMA","All","family","family"
"408",0.0746776987033908,"HOMA","All","family","family"
"409",0.0489162706500796,"HOMA","All","family","family"
"410",0.186815048394809,"HOMA","All","family","family"
"411",0.0444035359772548,"HOMA","All","family","family"
"412",0.154819435458476,"HOMA","All","family","family"
"413",0.203708781709609,"HOMA","All","family","family"
"414",0.191860622788674,"HOMA","All","family","family"
"415",0.179372887705161,"HOMA","All","family","family"
"416",0.100877619050809,"HOMA","All","family","family"
"417",0.197788959400619,"HOMA","All","family","family"
"418",0.165689954846964,"HOMA","All","family","family"
"419",0.00246189454177137,"HOMA","All","family","family"
"420",0.356191215552725,"HOMA","All","family","family"
"421",0.180191085484442,"HOMA","All","family","family"
"422",0.0893966779254149,"HOMA","All","family","family"
"423",-0.0543508621936757,"HOMA","All","family","family"
"424",0.040893715826769,"HOMA","All","family","family"
"425",0.259392669697366,"HOMA","All","family","family"
"426",0.21194777187096,"HOMA","All","family","family"
"427",0.305949049176071,"HOMA","All","family","family"
"428",0.0463198106532388,"HOMA","All","family","family"
"429",0.0983205177526938,"HOMA","All","family","family"
"430",0.0372051686829948,"HOMA","All","family","family"
"431",0.19278400310043,"HOMA","All","family","family"
"432",0.104582395508179,"HOMA","All","family","family"
"433",0.26103816132905,"HOMA","All","family","family"
"434",0.103519572216309,"HOMA","All","family","family"
"435",0.264601590371326,"HOMA","All","family","family"
"436",0.0355416726539166,"HOMA","All","family","family"
"437",0.140257133164985,"HOMA","All","family","family"
"438",-0.0577732276458821,"HOMA","All","family","family"
"439",0.121740282713708,"HOMA","All","family","family"
"440",0.19876151524728,"HOMA","All","family","family"
"441",0.160438413628911,"HOMA","All","family","family"
"442",0.160205532712233,"HOMA","All","family","family"
"443",0.213732019245482,"HOMA","All","family","family"
"444",0.0689051179973694,"HOMA","All","family","family"
"445",0.00996965176712483,"HOMA","All","family","family"
"446",0.00480848882256768,"HOMA","All","family","family"
"447",-0.0197672621386471,"HOMA","All","family","family"
"448",0.00151153851843788,"HOMA","All","family","family"
"449",-0.0620729422766811,"HOMA","All","family","family"
"450",0.105866141125539,"HOMA","All","family","family"
"451",0.242124611639745,"HOMA","All","family","family"
"452",0.227815731799117,"HOMA","All","family","family"
"453",-0.0270923269088414,"HOMA","All","family","family"
"454",0.106164048996643,"HOMA","All","family","family"
"455",0.0526714656434686,"HOMA","All","family","family"
"456",0.132114385962576,"HOMA","All","family","family"
"457",0.0695723358786371,"HOMA","All","family","family"
"458",0.104608109028669,"HOMA","All","family","family"
"459",0.130531469804506,"HOMA","All","family","family"
"460",0.108739812716605,"HOMA","All","family","family"
"461",0.250169372721605,"HOMA","All","family","family"
"462",0.0780377953141873,"HOMA","All","family","family"
"463",0.0852562623468138,"HOMA","All","family","family"
"464",0.180853500686512,"HOMA","All","family","family"
"465",0.0880408513916029,"HOMA","All","family","family"
"466",0.279156029128744,"HOMA","All","family","family"
"467",0.378797160914667,"HOMA","All","family","family"
"468",0.309473367751495,"HOMA","All","family","family"
"469",0.188202479779823,"HOMA","All","family","family"
"470",0.0793229121956311,"HOMA","All","family","family"
"471",0.0503619294277013,"HOMA","All","family","family"
"472",-0.0212668996232431,"HOMA","All","family","family"
"473",0.296759576929292,"HOMA","All","family","family"
"474",0.108365952876901,"HOMA","All","family","family"
"475",0.0973639449673247,"HOMA","All","family","family"
"476",0.178403689158942,"HOMA","All","family","family"
"477",0.209188836413187,"HOMA","All","family","family"
"478",0.102660203577845,"HOMA","All","family","family"
"479",0.0885150055337758,"HOMA","All","family","family"
"480",0.0810208823630185,"HOMA","All","family","family"
"481",0.13711834092198,"HOMA","All","family","family"
"482",0.204873829599498,"HOMA","All","family","family"
"483",0.126277317528024,"HOMA","All","family","family"
"484",0.242316195096427,"HOMA","All","family","family"
"485",0.143802128291103,"HOMA","All","family","family"
"486",0.305600074030188,"HOMA","All","family","family"
"487",0.0723907685618135,"HOMA","All","family","family"
"488",0.182985400330891,"HOMA","All","family","family"
"489",0.0660005600742588,"HOMA","All","family","family"
"490",0.189977501877055,"HOMA","All","family","family"
"491",0.042013360432392,"HOMA","All","family","family"
"492",0.0514255328950686,"HOMA","All","family","family"
"493",0.199385448243123,"HOMA","All","family","family"
"494",0.24400451073373,"HOMA","All","family","family"
"495",0.187922914043071,"HOMA","All","family","family"
"496",0.273569891686784,"HOMA","All","family","family"
"497",0.0164995677263844,"HOMA","All","family","family"
"498",0.109619355425668,"HOMA","All","family","family"
"499",0.0810357714032723,"HOMA","All","family","family"
"500",0.0917568881433315,"HOMA","All","family","family"
"501",0.0168619833974042,"HOMA","All","family","family"
"502",0.126646925514981,"HOMA","All","family","family"
"503",0.0437048841299226,"HOMA","All","family","family"
"504",0.110245239105625,"HOMA","All","family","family"
"505",0.0339083112291751,"HOMA","All","family","family"
"506",-0.0158486479778203,"HOMA","All","family","family"
"507",0.0976531189075931,"HOMA","All","family","family"
"508",0.122024387658392,"HOMA","All","family","family"
"509",0.186066503885767,"HOMA","All","family","family"
"510",-0.0536907239025829,"HOMA","All","family","family"
"511",-0.0663451902369507,"HOMA","All","family","family"
"512",0.272395294761921,"HOMA","All","family","family"
"513",0.205257722172467,"HOMA","All","family","family"
"514",0.0709019057355988,"HOMA","All","family","family"
"515",0.00280726732125958,"HOMA","All","family","family"
"516",0.225433851652053,"HOMA","All","family","family"
"517",0.162292025600372,"HOMA","All","family","family"
"518",0.0627678964698424,"HOMA","All","family","family"
"519",0.0452622616482967,"HOMA","All","family","family"
"520",0.0968659425056264,"HOMA","All","family","family"
"521",0.233399151404281,"HOMA","All","family","family"
"522",0.132590375072405,"HOMA","All","family","family"
"523",0.0854254874756371,"HOMA","All","family","family"
"524",0.212020428996426,"HOMA","All","family","family"
"525",0.0881007266639138,"HOMA","All","family","family"
"526",0.253822735588247,"HOMA","All","family","family"
"527",0.0689289692499622,"HOMA","All","family","family"
"528",0.104485118571213,"HOMA","All","family","family"
"529",0.167929723035084,"HOMA","All","family","family"
"530",0.119353617692127,"HOMA","All","family","family"
"531",0.0902395457119298,"HOMA","All","family","family"
"532",0.203501718386846,"HOMA","All","family","family"
"533",0.184665580553869,"HOMA","All","family","family"
"534",-0.0261351652171025,"HOMA","All","family","family"
"535",0.199099546040674,"HOMA","All","family","family"
"536",0.0688229248606984,"HOMA","All","family","family"
"537",0.102206874438397,"HOMA","All","family","family"
"538",0.197207849804685,"HOMA","All","family","family"
"539",-0.0498544911737787,"HOMA","All","family","family"
"540",0.168436694299242,"HOMA","All","family","family"
"541",0.0379491494248811,"HOMA","All","family","family"
"542",-0.0309902843065684,"HOMA","All","family","family"
"543",0.211985456328083,"HOMA","All","family","family"
"544",0.241118589572329,"HOMA","All","family","family"
"545",0.0633815724835067,"HOMA","All","family","family"
"546",0.148273114949139,"HOMA","All","family","family"
"547",0.0436217067713063,"HOMA","All","family","family"
"548",0.0739130630966007,"HOMA","All","family","family"
"549",0.114141172303412,"HOMA","All","family","family"
"550",0.048868663046987,"HOMA","All","family","family"
"551",0.08451373447109,"HOMA","All","family","family"
"552",0.253198471876778,"HOMA","All","family","family"
"553",0.217221295531478,"HOMA","All","family","family"
"554",0.128791992422627,"HOMA","All","family","family"
"555",0.195342940745225,"HOMA","All","family","family"
"556",0.140009890510021,"HOMA","All","family","family"
"557",0.00861047470256771,"HOMA","All","family","family"
"558",0.115109326374072,"HOMA","All","family","family"
"559",0.0192014710440853,"HOMA","All","family","family"
"560",0.16756843449701,"HOMA","All","family","family"
"561",0.0598050972410427,"HOMA","All","family","family"
"562",0.039845876511867,"HOMA","All","family","family"
"563",0.146885000678733,"HOMA","All","family","family"
"564",0.179914813166149,"HOMA","All","family","family"
"565",0.150793106438084,"HOMA","All","family","family"
"566",0.141048376379933,"HOMA","All","family","family"
"567",0.0284742316528319,"HOMA","All","family","family"
"568",0.116889651078744,"HOMA","All","family","family"
"569",0.0656019612062577,"HOMA","All","family","family"
