"","beta_plant_hat_ijk_LEMA_SCLA","focal","year","complexity.plant","complexity.animal"
"149",-0.0485240914139908,"CETE","All","code.plant","species"
"150",-0.125292374376553,"CETE","All","code.plant","species"
"151",0.022493955104919,"CETE","All","code.plant","species"
"152",0.0692325209073636,"CETE","All","code.plant","species"
"153",0.0250518887605216,"CETE","All","code.plant","species"
"154",-0.0799916064637168,"CETE","All","code.plant","species"
"155",0.0721551659190691,"CETE","All","code.plant","species"
"156",-0.0642075891851601,"CETE","All","code.plant","species"
"157",0.0394122399565193,"CETE","All","code.plant","species"
"158",0.103196445593503,"CETE","All","code.plant","species"
"159",-0.0763788240470945,"CETE","All","code.plant","species"
"160",-0.13240192603161,"CETE","All","code.plant","species"
"161",0.0728381534905846,"CETE","All","code.plant","species"
"162",-0.0166682368772308,"CETE","All","code.plant","species"
"163",0.00581287390571528,"CETE","All","code.plant","species"
"164",-0.0366748570938801,"CETE","All","code.plant","species"
"165",-0.0574241807486741,"CETE","All","code.plant","species"
"166",0.128481058164782,"CETE","All","code.plant","species"
"167",0.135236458693757,"CETE","All","code.plant","species"
"168",-0.00395896624731296,"CETE","All","code.plant","species"
"169",-0.0279194238386005,"CETE","All","code.plant","species"
"170",0.0776137423305008,"CETE","All","code.plant","species"
"171",-0.0994608265471698,"CETE","All","code.plant","species"
"172",0.0527701837286316,"CETE","All","code.plant","species"
"173",-0.0938895563494621,"CETE","All","code.plant","species"
"174",0.08151875961943,"CETE","All","code.plant","species"
"175",-0.126343509161051,"CETE","All","code.plant","species"
"176",-0.108596089796791,"CETE","All","code.plant","species"
"177",-0.0267926167934626,"CETE","All","code.plant","species"
"178",-0.0307659478400928,"CETE","All","code.plant","species"
"179",0.188794322750946,"CETE","All","code.plant","species"
"180",0.22178602981295,"CETE","All","code.plant","species"
"181",-0.256812001904426,"CETE","All","code.plant","species"
"182",-0.0979454344154848,"CETE","All","code.plant","species"
"183",-0.201307751524316,"CETE","All","code.plant","species"
"184",-0.0800455684070244,"CETE","All","code.plant","species"
"185",0.0599745761753385,"CETE","All","code.plant","species"
"186",0.131192388084018,"CETE","All","code.plant","species"
"187",-0.0732197626951174,"CETE","All","code.plant","species"
"188",0.0106045152475824,"CETE","All","code.plant","species"
"189",0.0692767351404471,"CETE","All","code.plant","species"
"190",-0.0252598372508677,"CETE","All","code.plant","species"
"191",0.093670446295353,"CETE","All","code.plant","species"
"192",0.00989814104884457,"CETE","All","code.plant","species"
"193",0.117691852136983,"CETE","All","code.plant","species"
"194",0.0552002246780223,"CETE","All","code.plant","species"
"195",-0.0211381126648658,"CETE","All","code.plant","species"
"196",0.0229646421105032,"CETE","All","code.plant","species"
"197",0.088821080736198,"CETE","All","code.plant","species"
"198",-0.0850389570095786,"CETE","All","code.plant","species"
"199",-0.107447844370832,"CETE","All","code.plant","species"
"200",0.0810639768125272,"CETE","All","code.plant","species"
"201",-0.136219992696659,"CETE","All","code.plant","species"
"202",-0.0401555674623877,"CETE","All","code.plant","species"
"203",0.0679043640056505,"CETE","All","code.plant","species"
"204",0.0641478285786885,"CETE","All","code.plant","species"
"205",-0.0457094384408089,"CETE","All","code.plant","species"
"206",-0.0353166677014328,"CETE","All","code.plant","species"
"207",0.0963485558494555,"CETE","All","code.plant","species"
"208",-0.00618766570813833,"CETE","All","code.plant","species"
"209",-0.0554301790954553,"CETE","All","code.plant","species"
"210",-0.153908964539945,"CETE","All","code.plant","species"
"211",-0.000381196793419858,"CETE","All","code.plant","species"
"212",0.113497163078047,"CETE","All","code.plant","species"
"213",0.105392401156929,"CETE","All","code.plant","species"
"214",-0.0656385245507086,"CETE","All","code.plant","species"
"215",0.0112059413154719,"CETE","All","code.plant","species"
"216",0.0593583345020705,"CETE","All","code.plant","species"
"217",-0.0272956686556006,"CETE","All","code.plant","species"
"218",-0.0815778447208045,"CETE","All","code.plant","species"
"219",-0.0510208691300359,"CETE","All","code.plant","species"
"220",-0.0331708466240134,"CETE","All","code.plant","species"
"221",-0.120957082664906,"CETE","All","code.plant","species"
"222",-0.0101189651835845,"CETE","All","code.plant","species"
"223",0.155926332136911,"CETE","All","code.plant","species"
"224",0.0231901209688128,"CETE","All","code.plant","species"
"225",-0.14134939154166,"CETE","All","code.plant","species"
"226",-0.135822139428609,"CETE","All","code.plant","species"
"227",0.0282874685974104,"CETE","All","code.plant","species"
"228",-0.0269969701178282,"CETE","All","code.plant","species"
"229",0.0493847662904208,"CETE","All","code.plant","species"
"230",-0.0547150567881239,"CETE","All","code.plant","species"
"231",-0.0233008085737022,"CETE","All","code.plant","species"
"232",-0.129790973604178,"CETE","All","code.plant","species"
"233",-0.0885163455189624,"CETE","All","code.plant","species"
"234",0.0274037496471433,"CETE","All","code.plant","species"
"235",0.164112447784217,"CETE","All","code.plant","species"
"236",0.137078354175257,"CETE","All","code.plant","species"
"237",0.0112817183560225,"CETE","All","code.plant","species"
"238",0.0176804547830423,"CETE","All","code.plant","species"
"239",0.101385909561679,"CETE","All","code.plant","species"
"240",0.0413884579814077,"CETE","All","code.plant","species"
"241",0.0473457510463242,"CETE","All","code.plant","species"
"242",-0.0390055655139668,"CETE","All","code.plant","species"
"243",0.10816048386176,"CETE","All","code.plant","species"
"244",0.0761621473545866,"CETE","All","code.plant","species"
"245",-0.145182015374228,"CETE","All","code.plant","species"
"246",-0.0381958132228535,"CETE","All","code.plant","species"
"247",0.0996650704461375,"CETE","All","code.plant","species"
"248",0.0277120531865365,"CETE","All","code.plant","species"
"249",0.0202182349433426,"CETE","All","code.plant","species"
"250",0.0866197405519116,"CETE","All","code.plant","species"
"251",-0.118071566158884,"CETE","All","code.plant","species"
"252",0.0877984692311924,"CETE","All","code.plant","species"
"253",0.0761956953958085,"CETE","All","code.plant","species"
"254",0.0287185676661519,"CETE","All","code.plant","species"
"255",-0.00046495064724783,"CETE","All","code.plant","species"
"256",-0.141254109239167,"CETE","All","code.plant","species"
"257",-0.0998968019652446,"CETE","All","code.plant","species"
"258",-0.158410503470434,"CETE","All","code.plant","species"
"259",0.0312386743459592,"CETE","All","code.plant","species"
"260",0.0586643733102745,"CETE","All","code.plant","species"
"261",0.100946585683096,"CETE","All","code.plant","species"
"262",-0.13422209740894,"CETE","All","code.plant","species"
"263",0.142813612481497,"CETE","All","code.plant","species"
"264",0.0342029209592654,"CETE","All","code.plant","species"
"265",-0.0157144073834372,"CETE","All","code.plant","species"
"266",0.104176204819794,"CETE","All","code.plant","species"
"267",0.0432118541264928,"CETE","All","code.plant","species"
"268",-0.0125769566014808,"CETE","All","code.plant","species"
"269",-0.187627176996448,"CETE","All","code.plant","species"
"270",0.0144905181512074,"CETE","All","code.plant","species"
"271",-0.0762285762364115,"CETE","All","code.plant","species"
"272",0.113099676018967,"CETE","All","code.plant","species"
"273",-0.0219692795391679,"CETE","All","code.plant","species"
"274",-0.15652662017083,"CETE","All","code.plant","species"
"275",0.0486209856329647,"CETE","All","code.plant","species"
"276",-0.0569801564874776,"CETE","All","code.plant","species"
"277",0.00285523419303479,"CETE","All","code.plant","species"
"278",0.175528518678123,"CETE","All","code.plant","species"
"279",0.024200107017462,"CETE","All","code.plant","species"
"280",0.0450025572314094,"CETE","All","code.plant","species"
"281",-0.0983038144546827,"CETE","All","code.plant","species"
"282",-0.0207625564806938,"CETE","All","code.plant","species"
"283",0.0317967881974712,"CETE","All","code.plant","species"
"284",-0.209639085735943,"CETE","All","code.plant","species"
"285",0.0105023896456922,"CETE","All","code.plant","species"
"286",0.115019355788173,"CETE","All","code.plant","species"
"287",-0.0564837500255049,"CETE","All","code.plant","species"
"288",-0.0151970144856659,"CETE","All","code.plant","species"
"289",0.0792171249981186,"CETE","All","code.plant","species"
"290",-0.045078544190611,"CETE","All","code.plant","species"
"291",0.06291349544874,"CETE","All","code.plant","species"
"292",0.0550906748308746,"CETE","All","code.plant","species"
"293",0.0322323020515947,"CETE","All","code.plant","species"
"294",0.109294631390058,"CETE","All","code.plant","species"
"295",-0.123087093334676,"CETE","All","code.plant","species"
"296",-0.0448468145010705,"CETE","All","code.plant","species"
"297",0.257519050448847,"CETE","All","code.plant","species"
"298",-0.031304643081203,"CETE","All","code.plant","species"
"299",-0.140064527741655,"CETE","All","code.plant","species"
"300",0.0111248942323028,"CETE","All","code.plant","species"
"301",-0.119930442320651,"CETE","All","code.plant","species"
"302",-0.0436488152369341,"CETE","All","code.plant","species"
"303",0.0452896437990931,"CETE","All","code.plant","species"
"304",0.184813766119306,"CETE","All","code.plant","species"
"305",-0.0961008099774694,"CETE","All","code.plant","species"
"306",0.133074905262242,"CETE","All","code.plant","species"
"307",0.0665820359655189,"CETE","All","code.plant","species"
"308",0.0499652823482868,"CETE","All","code.plant","species"
"309",-0.177437132907799,"CETE","All","code.plant","species"
"310",0.0718355614888886,"CETE","All","code.plant","species"
"311",0.0406367821874174,"CETE","All","code.plant","species"
"312",-0.0565582826582757,"CETE","All","code.plant","species"
"313",0.0574815884162692,"CETE","All","code.plant","species"
"314",-0.0554259503887038,"CETE","All","code.plant","species"
"315",0.0214110279648339,"CETE","All","code.plant","species"
"316",0.134072682613803,"CETE","All","code.plant","species"
"317",0.129081051511051,"CETE","All","code.plant","species"
"318",-0.203152418666423,"CETE","All","code.plant","species"
"319",-0.067088830363203,"CETE","All","code.plant","species"
"320",-0.0300669044855805,"CETE","All","code.plant","species"
"321",-0.0610973683967663,"CETE","All","code.plant","species"
"322",0.0252394414938062,"CETE","All","code.plant","species"
"323",0.192620663202199,"CETE","All","code.plant","species"
"324",0.040748556291528,"CETE","All","code.plant","species"
"325",0.0726299165094424,"CETE","All","code.plant","species"
"326",0.106045622302846,"CETE","All","code.plant","species"
"327",-0.117710736628374,"CETE","All","code.plant","species"
"328",-0.0727454677675052,"CETE","All","code.plant","species"
"329",0.087452751481208,"CETE","All","code.plant","species"
"330",0.00872574452148589,"CETE","All","code.plant","species"
"331",-0.0381307001174003,"CETE","All","code.plant","species"
"332",-0.0496857081375626,"CETE","All","code.plant","species"
"333",-0.132960023996557,"CETE","All","code.plant","species"
"334",-0.0638267998658892,"CETE","All","code.plant","species"
"335",0.00617116283263974,"CETE","All","code.plant","species"
"336",0.0599635369637439,"CETE","All","code.plant","species"
"337",-0.0302695192163466,"CETE","All","code.plant","species"
"338",0.0247653684930833,"CETE","All","code.plant","species"
"339",-0.00245924830533428,"CETE","All","code.plant","species"
"340",-0.133608792231679,"CETE","All","code.plant","species"
"341",0.00815238182080336,"CETE","All","code.plant","species"
"342",-0.00189059195284147,"CETE","All","code.plant","species"
"343",-0.0956429796032876,"CETE","All","code.plant","species"
"344",-0.04318150009908,"CETE","All","code.plant","species"
"345",0.168921809709639,"CETE","All","code.plant","species"
"346",-0.0196315975558861,"CETE","All","code.plant","species"
"347",0.00671348136095129,"CETE","All","code.plant","species"
"348",0.0999429456203487,"CETE","All","code.plant","species"
"349",0.0239898269526644,"CETE","All","code.plant","species"
"350",-0.0804069761996493,"CETE","All","code.plant","species"
"351",-0.0438148189131619,"CETE","All","code.plant","species"
"352",-0.0342994056676624,"CETE","All","code.plant","species"
"353",0.0891154087930661,"CETE","All","code.plant","species"
"354",-0.00495976440186308,"CETE","All","code.plant","species"
"355",0.00751172084141905,"CETE","All","code.plant","species"
"356",-0.217091351086116,"CETE","All","code.plant","species"
"357",0.182266338324707,"CETE","All","code.plant","species"
"358",0.0357625412921048,"CETE","All","code.plant","species"
"359",0.0221898288947098,"CETE","All","code.plant","species"
"360",0.0639759811631342,"CETE","All","code.plant","species"
"361",0.178353865956009,"CETE","All","code.plant","species"
"362",-0.0790070898095152,"CETE","All","code.plant","species"
"363",0.107866637108663,"CETE","All","code.plant","species"
"364",-0.0678874566274184,"CETE","All","code.plant","species"
"365",0.19288717609788,"CETE","All","code.plant","species"
"366",-0.0934926725343268,"CETE","All","code.plant","species"
"367",0.0688207857920937,"CETE","All","code.plant","species"
"368",0.0900153197828737,"CETE","All","code.plant","species"
"369",0.155820732493746,"CETE","All","code.plant","species"
"370",-0.0543210929707086,"CETE","All","code.plant","species"
"371",-0.0883612481979612,"CETE","All","code.plant","species"
"372",0.0561319426721059,"CETE","All","code.plant","species"
"373",0.0485440513138857,"CETE","All","code.plant","species"
"374",0.00508992891282567,"CETE","All","code.plant","species"
"375",-0.0121286525963099,"CETE","All","code.plant","species"
"376",-0.0156504513364806,"CETE","All","code.plant","species"
"377",-0.0728355608858399,"CETE","All","code.plant","species"
"378",0.157221005913233,"CETE","All","code.plant","species"
"379",0.169727414328521,"CETE","All","code.plant","species"
"380",-0.0610318137549084,"CETE","All","code.plant","species"
"381",0.0214264876719459,"CETE","All","code.plant","species"
"382",0.0226110815548395,"CETE","All","code.plant","species"
"383",0.0638871126357561,"CETE","All","code.plant","species"
"384",-0.298676393639993,"CETE","All","code.plant","species"
"385",-0.0973830482480904,"CETE","All","code.plant","species"
"386",-0.080445575543215,"CETE","All","code.plant","species"
"387",0.139690424556157,"CETE","All","code.plant","species"
"388",0.0465762739153992,"CETE","All","code.plant","species"
"389",-0.0675194037014358,"CETE","All","code.plant","species"
"390",-0.02085163995715,"CETE","All","code.plant","species"
"391",-0.0368925272569891,"CETE","All","code.plant","species"
"392",0.0376797075755555,"CETE","All","code.plant","species"
"393",0.21753991571197,"CETE","All","code.plant","species"
"394",0.0354470275392074,"CETE","All","code.plant","species"
"395",0.121606156480549,"CETE","All","code.plant","species"
"396",0.0699083018404758,"CETE","All","code.plant","species"
"397",0.017745535554089,"CETE","All","code.plant","species"
"398",0.0706354821418269,"CETE","All","code.plant","species"
"399",0.022117265310811,"CETE","All","code.plant","species"
"400",-0.109197903154085,"CETE","All","code.plant","species"
"401",0.0403232534066278,"CETE","All","code.plant","species"
"402",-0.0338002799641829,"CETE","All","code.plant","species"
"403",0.103181362819555,"CETE","All","code.plant","species"
"404",0.000649859655092344,"CETE","All","code.plant","species"
"405",0.0726884217696511,"CETE","All","code.plant","species"
"406",0.143939892018558,"CETE","All","code.plant","species"
"407",0.0388937587827676,"CETE","All","code.plant","species"
"408",-0.00597582904409366,"CETE","All","code.plant","species"
"409",0.0358101206286732,"CETE","All","code.plant","species"
"410",0.0516744929423274,"CETE","All","code.plant","species"
"411",0.061898091449329,"CETE","All","code.plant","species"
"412",0.0938873089758654,"CETE","All","code.plant","species"
"413",-0.00220027265463119,"CETE","All","code.plant","species"
"414",0.116567828775453,"CETE","All","code.plant","species"
"415",0.0336631329912507,"CETE","All","code.plant","species"
"416",-0.0416264014104634,"CETE","All","code.plant","species"
"417",0.0672550461619661,"CETE","All","code.plant","species"
"418",0.0123561317312808,"CETE","All","code.plant","species"
"419",0.0829834863356038,"CETE","All","code.plant","species"
"420",-0.0323489526711856,"CETE","All","code.plant","species"
"421",-0.0386307005795707,"CETE","All","code.plant","species"
"422",0.0806768741841057,"CETE","All","code.plant","species"
"423",0.0891614395656279,"CETE","All","code.plant","species"
"424",-0.0354254100353675,"CETE","All","code.plant","species"
"425",0.0589079971698836,"CETE","All","code.plant","species"
"426",-0.0861184076220742,"CETE","All","code.plant","species"
"427",-0.246914498200593,"CETE","All","code.plant","species"
"428",0.0935175597442297,"CETE","All","code.plant","species"
"429",0.0625025388838438,"CETE","All","code.plant","species"
"430",-0.156372835315886,"CETE","All","code.plant","species"
"431",0.0305214880865208,"CETE","All","code.plant","species"
"432",0.19299155551904,"CETE","All","code.plant","species"
"433",-0.0790008635830969,"CETE","All","code.plant","species"
"434",-0.0849453006773992,"CETE","All","code.plant","species"
"435",-0.0438513375673085,"CETE","All","code.plant","species"
"436",-0.23153676694811,"CETE","All","code.plant","species"
"437",-0.0806869790490065,"CETE","All","code.plant","species"
"438",-0.0464300315807629,"CETE","All","code.plant","species"
"439",0.0230596182838483,"CETE","All","code.plant","species"
"440",-0.0135302906342227,"CETE","All","code.plant","species"
"441",-0.119015814347169,"CETE","All","code.plant","species"
"442",0.119082461191926,"CETE","All","code.plant","species"
"443",0.108461580638642,"CETE","All","code.plant","species"
"444",-0.216645831503984,"CETE","All","code.plant","species"
"445",0.0564360306790441,"CETE","All","code.plant","species"
"446",0.0635058685257743,"CETE","All","code.plant","species"
"447",-0.0361775900529469,"CETE","All","code.plant","species"
"448",0.131186905666491,"CETE","All","code.plant","species"
"449",-0.0114858187256636,"CETE","All","code.plant","species"
"450",-0.0537353573806241,"CETE","All","code.plant","species"
"451",-0.037402813874051,"CETE","All","code.plant","species"
"452",0.0788096132608067,"CETE","All","code.plant","species"
"453",0.0288194716086072,"CETE","All","code.plant","species"
"454",0.0830443798445997,"CETE","All","code.plant","species"
"455",-0.0691477858111843,"CETE","All","code.plant","species"
"456",0.00315993578765172,"CETE","All","code.plant","species"
"457",0.159600344213783,"CETE","All","code.plant","species"
"458",0.120851090191159,"CETE","All","code.plant","species"
"459",0.00809610877898903,"CETE","All","code.plant","species"
"460",-0.0208675433704352,"CETE","All","code.plant","species"
"461",-0.0326940981315132,"CETE","All","code.plant","species"
"462",0.034304230129621,"CETE","All","code.plant","species"
"463",0.043603785079942,"CETE","All","code.plant","species"
"464",0.0176749943508048,"CETE","All","code.plant","species"
"465",-0.0239729408321843,"CETE","All","code.plant","species"
"466",-0.0190035996714578,"CETE","All","code.plant","species"
"467",-0.0454999849306926,"CETE","All","code.plant","species"
"468",0.0879522107469244,"CETE","All","code.plant","species"
"469",-0.0260742985711397,"CETE","All","code.plant","species"
"470",0.02639991170162,"CETE","All","code.plant","species"
"471",-0.156650067501457,"CETE","All","code.plant","species"
"472",-0.00886149762397237,"CETE","All","code.plant","species"
"473",0.109530917709946,"CETE","All","code.plant","species"
"474",-0.0394881999958046,"CETE","All","code.plant","species"
"475",-0.0339547794274623,"CETE","All","code.plant","species"
"476",-0.194284396068802,"CETE","All","code.plant","species"
"477",-0.0429708719897145,"CETE","All","code.plant","species"
"478",0.102461118195186,"CETE","All","code.plant","species"
"479",-0.224628377691409,"CETE","All","code.plant","species"
"480",-0.000795593052325461,"CETE","All","code.plant","species"
"481",0.121505484622017,"CETE","All","code.plant","species"
"482",-0.0328879174609801,"CETE","All","code.plant","species"
"483",-0.125248517570926,"CETE","All","code.plant","species"
"484",-0.0324279974091968,"CETE","All","code.plant","species"
"485",-0.0925835733964699,"CETE","All","code.plant","species"
"486",-0.00418537528261531,"CETE","All","code.plant","species"
"487",0.0789175643357922,"CETE","All","code.plant","species"
"488",0.0415732455255473,"CETE","All","code.plant","species"
"489",0.146102182082268,"CETE","All","code.plant","species"
"490",-0.0521377801748975,"CETE","All","code.plant","species"
"491",0.0398971394648624,"CETE","All","code.plant","species"
"492",-0.00807767737259679,"CETE","All","code.plant","species"
"493",-0.102075674639411,"CETE","All","code.plant","species"
"494",-0.0284840483765962,"CETE","All","code.plant","species"
"495",-0.0242309082350791,"CETE","All","code.plant","species"
"496",0.101785420505001,"CETE","All","code.plant","species"
"497",-0.102320226516664,"CETE","All","code.plant","species"
"498",0.119493855648303,"CETE","All","code.plant","species"
"499",0.123579510794278,"CETE","All","code.plant","species"
"500",0.0655234880320543,"CETE","All","code.plant","species"
"501",-0.135074894351121,"CETE","All","code.plant","species"
"502",-0.0991332381999344,"CETE","All","code.plant","species"
"503",0.11010155379476,"CETE","All","code.plant","species"
"504",-0.0112276287040872,"CETE","All","code.plant","species"
"505",-0.0314179425108487,"CETE","All","code.plant","species"
"506",-0.0986848345238868,"CETE","All","code.plant","species"
"507",0.0379390555196417,"CETE","All","code.plant","species"
"508",0.127388342534634,"CETE","All","code.plant","species"
"509",-0.106408014949134,"CETE","All","code.plant","species"
"510",-0.153432087700445,"CETE","All","code.plant","species"
"511",-0.17778028690188,"CETE","All","code.plant","species"
"512",0.231552075284403,"CETE","All","code.plant","species"
