"","alpha_hat_ij_Asteraceae","alpha_hat_ij_Poaceae","focal","year","complexity.plant","complexity.animal"
"156",-0.221848344282265,-0.186760525482929,"CHFU","2020","family","family"
"157",-0.116231067479548,-0.248963056127402,"CHFU","2020","family","family"
"158",-0.123304663179855,-0.290699214172722,"CHFU","2020","family","family"
"159",0.141673533900929,0.132294150366103,"CHFU","2020","family","family"
"160",-0.0780204240590303,-0.164278518463311,"CHFU","2020","family","family"
"161",-0.0761417525314699,-0.266554451411825,"CHFU","2020","family","family"
"162",-0.260262662726522,-0.195080120272264,"CHFU","2020","family","family"
"163",-0.0247745062534871,-0.0889238258589745,"CHFU","2020","family","family"
"164",-0.151033684139334,-0.265676686452022,"CHFU","2020","family","family"
"165",-0.329151259219541,-0.169284065214501,"CHFU","2020","family","family"
"166",-0.0720810331781219,-0.38550539003937,"CHFU","2020","family","family"
"167",-0.0198149453819408,-0.292268903065637,"CHFU","2020","family","family"
"168",-0.0127533030123197,-0.300969033768231,"CHFU","2020","family","family"
"169",-0.0480531424128239,-0.0421983029383489,"CHFU","2020","family","family"
"170",-0.054488022669091,-0.181644775312083,"CHFU","2020","family","family"
"171",0.0541918857604395,-0.0804404203456394,"CHFU","2020","family","family"
"172",-0.103993002352724,-0.178620307231077,"CHFU","2020","family","family"
"173",-0.0511612480842911,-0.112554642633976,"CHFU","2020","family","family"
"174",-0.0373960020077225,-0.29520290439787,"CHFU","2020","family","family"
"175",-0.128468078682238,-0.14798204621927,"CHFU","2020","family","family"
"176",-0.0629017686117662,-0.0713993840025222,"CHFU","2020","family","family"
"177",-0.102990023644951,-0.0168554536546355,"CHFU","2020","family","family"
"178",-0.0195697158778092,-0.219866992180981,"CHFU","2020","family","family"
"179",0.0465667205132869,-0.129898088837627,"CHFU","2020","family","family"
"180",-0.239598328195086,-0.175417960372076,"CHFU","2020","family","family"
"181",-0.161185683991509,0.000111608505848126,"CHFU","2020","family","family"
"182",-0.018679301173576,-0.130281663067633,"CHFU","2020","family","family"
"183",-0.0605403591390586,-0.193181600360966,"CHFU","2020","family","family"
"184",-0.135836603821586,-0.0671112814909093,"CHFU","2020","family","family"
"185",-0.136750075184361,-0.253874227478904,"CHFU","2020","family","family"
"186",-0.131353437227958,-0.232076815596873,"CHFU","2020","family","family"
"187",-0.0759463086810837,-0.199521949380309,"CHFU","2020","family","family"
"188",-0.154692549185225,-0.0577626154217774,"CHFU","2020","family","family"
"189",-0.0741890498519402,-0.118156919043975,"CHFU","2020","family","family"
"190",-0.0438992542563578,-0.0794095094525631,"CHFU","2020","family","family"
"191",-0.0349645132201183,-0.245877878580709,"CHFU","2020","family","family"
"192",0.0342395815404275,-0.0650165658906617,"CHFU","2020","family","family"
"193",-0.178247259831969,-0.0823209340564893,"CHFU","2020","family","family"
"194",-0.166754751046757,-0.114075099535233,"CHFU","2020","family","family"
"195",0.0347572004223617,-0.0564562050023907,"CHFU","2020","family","family"
"196",0.0312573948148793,-0.0158582792292723,"CHFU","2020","family","family"
"197",-0.0995498364396045,-0.0879234365704307,"CHFU","2020","family","family"
"198",-0.0957154111282694,-0.0919735024526714,"CHFU","2020","family","family"
"199",0.0673427909710287,0.0289797484697263,"CHFU","2020","family","family"
"200",-0.136604933936524,-0.0923840726279003,"CHFU","2020","family","family"
"201",-0.209962149349325,-0.179469092251856,"CHFU","2020","family","family"
"202",-0.164829907373071,-0.0712899543165142,"CHFU","2020","family","family"
"203",-0.0767165613730857,-0.187427533198938,"CHFU","2020","family","family"
"204",-0.0131180784103411,-0.220173634109381,"CHFU","2020","family","family"
"205",-0.0971651398221605,-0.113034583457183,"CHFU","2020","family","family"
"206",-0.0431843481759369,-0.26835316064356,"CHFU","2020","family","family"
"207",-0.11430614439424,-0.312248382425834,"CHFU","2020","family","family"
"208",-0.189946123698026,-0.228136335306542,"CHFU","2020","family","family"
"209",-0.0528630368610195,-0.385971102413253,"CHFU","2020","family","family"
"210",-0.114157732111588,-0.129301589255522,"CHFU","2020","family","family"
"211",-0.135565688700369,-0.314562844321229,"CHFU","2020","family","family"
"212",-0.131129964660481,-0.106968855583651,"CHFU","2020","family","family"
"213",-0.0387738588261515,-0.0963697012699798,"CHFU","2020","family","family"
"214",-0.0495281293878845,-0.183510185201234,"CHFU","2020","family","family"
"215",-0.0934963208981598,-0.122551293494579,"CHFU","2020","family","family"
"216",-0.165737339895647,-0.024866698807626,"CHFU","2020","family","family"
"217",-0.00353455344871267,-0.169713668609568,"CHFU","2020","family","family"
"218",0.0196706103257944,-0.136655802520635,"CHFU","2020","family","family"
"219",-0.146743224690476,-0.120394185874235,"CHFU","2020","family","family"
"220",-0.152928588783567,-0.0855732511259031,"CHFU","2020","family","family"
"221",-0.169523652446518,-0.0935134064596792,"CHFU","2020","family","family"
"222",-0.0924209500699109,-0.163575970003231,"CHFU","2020","family","family"
"223",0.0301696945486296,-0.29843908359301,"CHFU","2020","family","family"
"224",0.0258360859560627,-0.156295118350701,"CHFU","2020","family","family"
"225",0.059529514785688,-0.0455535522026493,"CHFU","2020","family","family"
"226",0.0295737133778373,-0.187747618330007,"CHFU","2020","family","family"
"227",-0.0685970553638212,-0.222508016157279,"CHFU","2020","family","family"
"228",0.000977356007939134,-0.109901349661514,"CHFU","2020","family","family"
"229",0.0738014244064646,-0.0782320962086993,"CHFU","2020","family","family"
"230",0.0563363976315283,-0.226451315414021,"CHFU","2020","family","family"
"231",0.0104117582506351,-0.1560820312504,"CHFU","2020","family","family"
"232",-0.0741810498406907,-0.181534502340711,"CHFU","2020","family","family"
"233",-0.0729096717213149,-0.0686373064380841,"CHFU","2020","family","family"
"234",-0.0130983233229607,-0.0415784229137138,"CHFU","2020","family","family"
"235",-0.12581471590829,-0.207866984721002,"CHFU","2020","family","family"
"236",-0.0611962471879034,-0.068900442276457,"CHFU","2020","family","family"
"237",-0.133232642247617,-0.034379182349129,"CHFU","2020","family","family"
"238",-0.093557394144419,-0.21080887898751,"CHFU","2020","family","family"
"239",-0.0405272640392081,-0.168728144489624,"CHFU","2020","family","family"
"240",-0.132202914829548,-0.188822152220317,"CHFU","2020","family","family"
"241",0.0262859000517834,-0.243767203493073,"CHFU","2020","family","family"
"242",-0.028762557011793,-0.290922535411898,"CHFU","2020","family","family"
"243",-0.191852355518496,-0.116334379882475,"CHFU","2020","family","family"
"244",-0.178619469126696,0.030059818228459,"CHFU","2020","family","family"
"245",-0.155834926974497,-0.2722052632275,"CHFU","2020","family","family"
"246",-0.182806414920705,-0.275962782373731,"CHFU","2020","family","family"
"247",-0.0841694066275107,-0.150614119095148,"CHFU","2020","family","family"
"248",-0.000463764253567311,-0.104658771242588,"CHFU","2020","family","family"
"249",0.0379467383784686,-0.30224366448621,"CHFU","2020","family","family"
"250",-0.070274774206411,-0.0953526735824795,"CHFU","2020","family","family"
"251",0.144662855844794,-0.20361480533077,"CHFU","2020","family","family"
"252",-0.122830314433589,-0.222359969542901,"CHFU","2020","family","family"
"253",-0.180173668485795,-0.123255528030979,"CHFU","2020","family","family"
"254",0.0200245813788824,-0.238134730025208,"CHFU","2020","family","family"
"255",-0.0493526958075364,-0.151312734760033,"CHFU","2020","family","family"
"256",-0.202739725806658,-0.144827529433625,"CHFU","2020","family","family"
"257",-0.0819545999914527,-0.244183922122039,"CHFU","2020","family","family"
"258",-0.152891348142343,-0.0948045417541467,"CHFU","2020","family","family"
"259",-0.183934227896044,-0.251756620918314,"CHFU","2020","family","family"
"260",-0.0211312991574991,-0.183197819313784,"CHFU","2020","family","family"
"261",-0.114348979537865,-0.259674158052885,"CHFU","2020","family","family"
"262",0.0483153613973912,-0.23779348752139,"CHFU","2020","family","family"
"263",-0.0920989631139646,-0.324855160277906,"CHFU","2020","family","family"
"264",-0.191681137272962,-0.148648352684054,"CHFU","2020","family","family"
"265",0.00733680722570029,-0.0851416069383846,"CHFU","2020","family","family"
"266",-0.0608299303942424,-0.153645531863133,"CHFU","2020","family","family"
"267",-0.0961983438479415,-0.0284370988697396,"CHFU","2020","family","family"
"268",-0.0207277935016872,-0.137573123897969,"CHFU","2020","family","family"
"269",-0.0108413731192227,-0.246826445170999,"CHFU","2020","family","family"
"270",-0.195516728606516,-0.188188565635889,"CHFU","2020","family","family"
"271",0.0241189709107521,-0.106217682528658,"CHFU","2020","family","family"
"272",0.0752995264779264,-0.0758854720312117,"CHFU","2020","family","family"
"273",-0.0497189351373312,-0.230497292899955,"CHFU","2020","family","family"
"274",-0.045021830810845,-0.273028402516129,"CHFU","2020","family","family"
"275",-0.0389493223867239,-0.149176400985776,"CHFU","2020","family","family"
"276",-0.167633006046717,-0.218745878355983,"CHFU","2020","family","family"
"277",0.0065067117975397,-0.352982176668766,"CHFU","2020","family","family"
"278",-0.0530928079188541,-0.311363392341117,"CHFU","2020","family","family"
"279",0.0148394384382182,-0.112239558907361,"CHFU","2020","family","family"
"280",0.139681992442298,-0.145045152635551,"CHFU","2020","family","family"
"281",-0.0868774584977489,-0.0773125407352903,"CHFU","2020","family","family"
"282",-0.132142844277886,-0.171389840063975,"CHFU","2020","family","family"
"283",-0.232760678327792,-0.131870083139301,"CHFU","2020","family","family"
"284",-0.0223983179114851,-0.00352188830038247,"CHFU","2020","family","family"
"285",-0.0915831871954085,-0.0139552456584545,"CHFU","2020","family","family"
"286",-0.189752405049713,-0.292143680428625,"CHFU","2020","family","family"
"287",0.0754022464914841,-0.281314683831425,"CHFU","2020","family","family"
"288",-0.141203395018224,-0.261573841790251,"CHFU","2020","family","family"
"289",0.064458642983398,-0.186538198869422,"CHFU","2020","family","family"
"290",0.0339334919332537,-0.221893104589758,"CHFU","2020","family","family"
"291",0.0103345693252233,-0.275083697791204,"CHFU","2020","family","family"
"292",-0.0730018272316967,-0.0846857028416185,"CHFU","2020","family","family"
"293",-0.0634003368815922,-0.220980838437305,"CHFU","2020","family","family"
"294",-0.118524256442803,-0.108131298290883,"CHFU","2020","family","family"
"295",-0.162124203770363,-0.343634823341246,"CHFU","2020","family","family"
"296",-0.201661817350883,-0.189639137152044,"CHFU","2020","family","family"
"297",-0.00360841749438789,-0.207103044330428,"CHFU","2020","family","family"
"298",-0.217495925699135,-0.166699661819273,"CHFU","2020","family","family"
"299",-0.130150867244995,-0.0371789506460177,"CHFU","2020","family","family"
"300",0.0587832878120573,-0.0801396489346328,"CHFU","2020","family","family"
"301",0.049504187309704,-0.251233020151899,"CHFU","2020","family","family"
"302",-0.0255699432802029,-0.0599159669167784,"CHFU","2020","family","family"
"303",-0.160484962338305,-0.0941994436079696,"CHFU","2020","family","family"
"304",0.0034415927499738,-0.222398412691156,"CHFU","2020","family","family"
"305",0.0365563820252488,-0.0194788202689276,"CHFU","2020","family","family"
"306",-0.0879605103991951,-0.366902617678489,"CHFU","2020","family","family"
"307",-0.109925496509252,-0.146824879713998,"CHFU","2020","family","family"
"308",0.0713533181622896,-0.145528780821524,"CHFU","2020","family","family"
"309",-0.0528395943356778,-0.0818209426432323,"CHFU","2020","family","family"
"310",0.0351769337191394,-0.223923663827838,"CHFU","2020","family","family"
"311",0.0420832502084858,-0.159419349913444,"CHFU","2020","family","family"
"312",-0.220204592239456,-0.0958876274606308,"CHFU","2020","family","family"
"313",0.0593910831889892,-0.133337057674185,"CHFU","2020","family","family"
"314",-0.052412035118912,-0.235053297880575,"CHFU","2020","family","family"
"315",-0.0134206266203526,0.0106861949033312,"CHFU","2020","family","family"
"316",-0.0758443687999747,-0.103625205282146,"CHFU","2020","family","family"
"317",-0.0776568305554207,-0.285141252932763,"CHFU","2020","family","family"
"318",-0.013494410874114,-0.0350789396981662,"CHFU","2020","family","family"
"319",-0.0741512488806403,-0.136630855778515,"CHFU","2020","family","family"
"320",-0.0752000627002377,-0.00608001744757425,"CHFU","2020","family","family"
"321",-0.245036133333455,-0.14918501100513,"CHFU","2020","family","family"
"322",-0.158531455550264,-0.0433345422199167,"CHFU","2020","family","family"
"323",0.0412112430924712,-0.116573681241413,"CHFU","2020","family","family"
"324",-0.051124167903437,-0.201430613077052,"CHFU","2020","family","family"
"325",-0.107574476418983,-0.211946726642872,"CHFU","2020","family","family"
"326",-0.00713755347490397,-0.16424222060504,"CHFU","2020","family","family"
"327",-0.0352587927680176,-0.210200643355931,"CHFU","2020","family","family"
"328",-0.00695177110657363,-0.154048900113018,"CHFU","2020","family","family"
"329",-0.107168851526404,-0.148811729014166,"CHFU","2020","family","family"
"330",0.0486402452893113,0.135005567237675,"CHFU","2020","family","family"
"331",-0.180119969258204,-0.101531397986675,"CHFU","2020","family","family"
"332",-0.130878845936007,-0.25601401882532,"CHFU","2020","family","family"
"333",-0.199168852391844,-0.447505301098928,"CHFU","2020","family","family"
"334",-0.0523602485875709,-0.21980935611307,"CHFU","2020","family","family"
"335",-0.0661539177253286,-0.143085454106176,"CHFU","2020","family","family"
"336",-0.243626347355541,-0.142558645565007,"CHFU","2020","family","family"
"337",-0.1289319657248,0.0456630890078287,"CHFU","2020","family","family"
"338",-0.106238960396878,-0.0208074617890565,"CHFU","2020","family","family"
"339",-0.154767958406993,-0.0490814233569052,"CHFU","2020","family","family"
"340",-0.101951479374355,-0.0692855015222298,"CHFU","2020","family","family"
"341",-0.232521986617441,-0.25136071514581,"CHFU","2020","family","family"
"342",-0.141982379869204,0.0493470727587868,"CHFU","2020","family","family"
"343",-0.0297265088533347,-0.0511002298537235,"CHFU","2020","family","family"
"344",-0.199160753019119,-0.309105890532947,"CHFU","2020","family","family"
"345",-0.0656753878677629,-0.292739258557394,"CHFU","2020","family","family"
"346",-0.175230471504635,-0.231202144016058,"CHFU","2020","family","family"
"347",-0.145807788543771,-0.128561055061946,"CHFU","2020","family","family"
"348",-0.123528333110278,-0.124526334602519,"CHFU","2020","family","family"
"349",-0.203656225871184,-0.11893757028983,"CHFU","2020","family","family"
"350",0.0176070572263582,-0.0106139829027988,"CHFU","2020","family","family"
"351",-0.111237576601335,-0.135937591391373,"CHFU","2020","family","family"
"352",-0.0328880747296026,-0.294966274664583,"CHFU","2020","family","family"
"353",-0.133229384994099,-0.0754362020249865,"CHFU","2020","family","family"
"354",0.109965836170817,-0.258965749941156,"CHFU","2020","family","family"
"355",-0.00982876975083968,-0.243112822624733,"CHFU","2020","family","family"
"356",0.076668255429329,-0.148718107675226,"CHFU","2020","family","family"
"357",0.00495789853353101,-0.062835767851051,"CHFU","2020","family","family"
"358",-0.149907425805522,-0.183790978601477,"CHFU","2020","family","family"
"359",-0.147373554919155,-0.293752129787097,"CHFU","2020","family","family"
"360",0.105704829045556,-0.362002750131246,"CHFU","2020","family","family"
"361",0.0188871000421211,-0.121010384098039,"CHFU","2020","family","family"
"362",-0.1004692224379,-0.0559343172537533,"CHFU","2020","family","family"
"363",-0.355874476249447,-0.405306006652195,"CHFU","2020","family","family"
"364",-0.0391521333901199,-0.178467391196899,"CHFU","2020","family","family"
"365",-0.0313581503317443,-0.15998936802304,"CHFU","2020","family","family"
"366",0.16188595196551,-0.145747541288957,"CHFU","2020","family","family"
"367",-0.0698945323782593,-0.00216549304281088,"CHFU","2020","family","family"
"368",0.0197336146716567,-0.168114298133298,"CHFU","2020","family","family"
"369",-0.176811887266389,-0.0759227445826767,"CHFU","2020","family","family"
"370",0.122376354475657,-0.0875544363388601,"CHFU","2020","family","family"
"371",0.0825556851580793,-0.0761287429647295,"CHFU","2020","family","family"
"372",0.0089169436856531,-0.228379522292344,"CHFU","2020","family","family"
"373",0.0114788347573882,-0.287251008980325,"CHFU","2020","family","family"
"374",-0.108119022392829,-0.0601282259161061,"CHFU","2020","family","family"
"375",0.0587893094840986,-0.16476557716255,"CHFU","2020","family","family"
"376",0.0717264186697943,-0.199454810994766,"CHFU","2020","family","family"
"377",0.0779121421866587,-0.324073823803296,"CHFU","2020","family","family"
"378",-0.0869017250287136,-0.0949824994401902,"CHFU","2020","family","family"
"379",0.0622930197241314,-0.185818802937186,"CHFU","2020","family","family"
"380",-0.00890568011224147,0.0462070958756073,"CHFU","2020","family","family"
"381",-0.169770694926527,-0.148558385208439,"CHFU","2020","family","family"
"382",0.125563284278456,-0.25936150674656,"CHFU","2020","family","family"
"383",0.0485947633402055,-0.148930432466528,"CHFU","2020","family","family"
"384",-0.193196112913209,-0.166096036567737,"CHFU","2020","family","family"
"385",-0.0128179997960873,-0.130813175292155,"CHFU","2020","family","family"
"386",-0.19740819247981,-0.177728977219523,"CHFU","2020","family","family"
"387",-0.16351585154187,-0.204554199252995,"CHFU","2020","family","family"
"388",-0.0351908991257306,-0.044477592383356,"CHFU","2020","family","family"
"389",-0.149814753973086,-0.219640665832391,"CHFU","2020","family","family"
"390",-0.252678685265132,0.0138096039047655,"CHFU","2020","family","family"
"391",-0.13162879948265,-0.27363137380037,"CHFU","2020","family","family"
