"","alpha_hat_ij_Grass","gamma_H_hat_ih_beetle","focal","year","complexity.plant","complexity.animal"
"61",-0.345775709057303,0.16350153935555,"LEMA","2020","class","group"
"62",-0.257138618495049,0.233920287492815,"LEMA","2020","class","group"
"63",-0.365761523986863,0.100924572466809,"LEMA","2020","class","group"
"64",-0.286575966139198,0.0726664545177491,"LEMA","2020","class","group"
"65",-0.340804508413419,0.258923112027998,"LEMA","2020","class","group"
"66",-0.366531688119728,0.200028094738574,"LEMA","2020","class","group"
"67",-0.205645479492141,0.126059600969963,"LEMA","2020","class","group"
"68",-0.319785090994378,0.211343071987729,"LEMA","2020","class","group"
"69",-0.318729407488342,0.125444473488198,"LEMA","2020","class","group"
"70",-0.378225236924234,0.0824741627473276,"LEMA","2020","class","group"
"71",-0.279881778574416,0.143917911655221,"LEMA","2020","class","group"
"72",-0.385797742236513,0.263756081608382,"LEMA","2020","class","group"
"73",-0.275144549470651,0.134443397931239,"LEMA","2020","class","group"
"74",-0.377965998848432,0.0939215948960042,"LEMA","2020","class","group"
"75",-0.384218147841174,0.243001444084494,"LEMA","2020","class","group"
"76",-0.306203191335452,0.184517460601676,"LEMA","2020","class","group"
"77",-0.253041043153902,0.11289057992295,"LEMA","2020","class","group"
"78",-0.345009080088204,0.208654108451023,"LEMA","2020","class","group"
"79",-0.296821930691735,0.280480216469269,"LEMA","2020","class","group"
"80",-0.34509617527044,0.196570865762657,"LEMA","2020","class","group"
"81",-0.19234960504653,0.20221240139409,"LEMA","2020","class","group"
"82",-0.329373727697184,0.117632410813832,"LEMA","2020","class","group"
"83",-0.262310722789072,0.18836276366884,"LEMA","2020","class","group"
"84",-0.30469345182568,0.0922857835513646,"LEMA","2020","class","group"
"85",-0.359619272775569,0.150672836073969,"LEMA","2020","class","group"
"86",-0.35917408074823,0.21912457484135,"LEMA","2020","class","group"
"87",-0.290545219942194,0.0329517333369835,"LEMA","2020","class","group"
"88",-0.303114914163973,0.116740210455145,"LEMA","2020","class","group"
"89",-0.318660006807657,0.0592098834104917,"LEMA","2020","class","group"
"90",-0.313696886764809,0.167399269535902,"LEMA","2020","class","group"
"91",-0.33870272275226,0.267208001770273,"LEMA","2020","class","group"
"92",-0.331054481155888,0.0995070503331656,"LEMA","2020","class","group"
"93",-0.274751089803417,0.124634240803169,"LEMA","2020","class","group"
"94",-0.352588949478057,0.227875740565111,"LEMA","2020","class","group"
"95",-0.2235342192053,0.219246634424041,"LEMA","2020","class","group"
"96",-0.408775034435223,0.140991600497102,"LEMA","2020","class","group"
"97",-0.240196984489751,0.150140637746539,"LEMA","2020","class","group"
"98",-0.299554626574686,0.110325341611398,"LEMA","2020","class","group"
"99",-0.328243671902252,0.177032563413453,"LEMA","2020","class","group"
"100",-0.31625107903219,0.331173384985786,"LEMA","2020","class","group"
"101",-0.278434687155387,0.161680060105308,"LEMA","2020","class","group"
"102",-0.297315564172261,0.290736478884144,"LEMA","2020","class","group"
"103",-0.344067658671689,0.238376922388314,"LEMA","2020","class","group"
"104",-0.30379107420672,0.316194781165724,"LEMA","2020","class","group"
"105",-0.195652145230121,0.231715315923347,"LEMA","2020","class","group"
"106",-0.352679800357458,0.0275197800720404,"LEMA","2020","class","group"
"107",-0.321851342935064,0.18690350908735,"LEMA","2020","class","group"
"108",-0.293187307577413,0.190763298794475,"LEMA","2020","class","group"
"109",-0.188392989316983,0.145617536483365,"LEMA","2020","class","group"
"110",-0.260126119690789,0.23790497071715,"LEMA","2020","class","group"
"111",-0.343685621680265,0.108384608088665,"LEMA","2020","class","group"
"112",-0.260874275845029,0.17200644329913,"LEMA","2020","class","group"
"113",-0.29806251548169,0.131965287732888,"LEMA","2020","class","group"
"114",-0.299301450346438,0.109953684690502,"LEMA","2020","class","group"
"115",-0.365720816955578,0.164800165848799,"LEMA","2020","class","group"
"116",-0.350487296053822,0.171010435229729,"LEMA","2020","class","group"
"117",-0.281923502033335,0.120702466175306,"LEMA","2020","class","group"
"118",-0.261694766517872,0.117264759094408,"LEMA","2020","class","group"
"119",-0.281997276533067,0.248431252431855,"LEMA","2020","class","group"
"120",-0.356923638281802,0.177671652078414,"LEMA","2020","class","group"
"121",-0.283469918475733,0.11409327760867,"LEMA","2020","class","group"
"122",-0.287081021700704,0.0424907728168979,"LEMA","2020","class","group"
"123",-0.312568589666104,0.1849816281054,"LEMA","2020","class","group"
"124",-0.290616026984895,0.06444752761617,"LEMA","2020","class","group"
"125",-0.313281048912131,0.113597650054794,"LEMA","2020","class","group"
"126",-0.336017892537815,0.126560305805419,"LEMA","2020","class","group"
"127",-0.321976863546268,0.235367258114828,"LEMA","2020","class","group"
"128",-0.408094506052886,-0.0801556095316581,"LEMA","2020","class","group"
"129",-0.35796565166309,0.174913379925121,"LEMA","2020","class","group"
"130",-0.363890611378151,0.0400642989348927,"LEMA","2020","class","group"
"131",-0.299685712662007,0.126705645988365,"LEMA","2020","class","group"
"132",-0.443870334653638,0.140339438898696,"LEMA","2020","class","group"
"133",-0.300164611470432,0.109591249345552,"LEMA","2020","class","group"
"134",-0.326032554256093,0.166597146340853,"LEMA","2020","class","group"
"135",-0.351956949104628,0.131340668014575,"LEMA","2020","class","group"
"136",-0.275999700590447,0.184353715405378,"LEMA","2020","class","group"
"137",-0.36039854670248,0.235588485685467,"LEMA","2020","class","group"
"138",-0.280001715692921,0.287169328327467,"LEMA","2020","class","group"
"139",-0.266092289219861,-0.0130174371635969,"LEMA","2020","class","group"
"140",-0.338815916914117,0.0765009950319362,"LEMA","2020","class","group"
"141",-0.247836423238979,0.22189173381477,"LEMA","2020","class","group"
"142",-0.362214540575529,0.216061198017562,"LEMA","2020","class","group"
"143",-0.340682790990748,0.258238630133036,"LEMA","2020","class","group"
"144",-0.263940763737123,-0.0291073266155448,"LEMA","2020","class","group"
"145",-0.350450307217948,-0.00810387638035881,"LEMA","2020","class","group"
"146",-0.390730127597271,0.234969833570634,"LEMA","2020","class","group"
"147",-0.322314374788395,0.123308859644607,"LEMA","2020","class","group"
"148",-0.241390715528719,-0.0433468136204455,"LEMA","2020","class","group"
"149",-0.220691034401241,0.0796662474723913,"LEMA","2020","class","group"
"150",-0.320365991112125,0.0382799637818239,"LEMA","2020","class","group"
"151",-0.279701883067173,0.176802896334848,"LEMA","2020","class","group"
"152",-0.304097199376382,0.204357480719514,"LEMA","2020","class","group"
"153",-0.343441995215135,0.150619375154114,"LEMA","2020","class","group"
"154",-0.375465318710957,0.150811402223503,"LEMA","2020","class","group"
"155",-0.335750474888509,0.212394994893851,"LEMA","2020","class","group"
"156",-0.37662412776485,0.122086911088141,"LEMA","2020","class","group"
"157",-0.226863034667502,0.185643503932859,"LEMA","2020","class","group"
"158",-0.373901587927803,0.202698991278211,"LEMA","2020","class","group"
"159",-0.34364612204564,0.0508422626463183,"LEMA","2020","class","group"
"160",-0.345641424080688,0.098658502672476,"LEMA","2020","class","group"
"161",-0.357922600197277,0.161846579662394,"LEMA","2020","class","group"
"162",-0.325566384678232,0.0267720265640967,"LEMA","2020","class","group"
"163",-0.317129740649606,0.137731407167954,"LEMA","2020","class","group"
"164",-0.307875296638966,0.141868761881247,"LEMA","2020","class","group"
"165",-0.31893938916454,0.106532393806337,"LEMA","2020","class","group"
"166",-0.418744330594822,0.18781234471516,"LEMA","2020","class","group"
"167",-0.410673431785014,0.191075049431568,"LEMA","2020","class","group"
"168",-0.326630665432821,0.306033739958575,"LEMA","2020","class","group"
"169",-0.348804199603499,0.266022947189321,"LEMA","2020","class","group"
"170",-0.330833882973926,0.181825914119818,"LEMA","2020","class","group"
"171",-0.385912895146783,0.0144094229389522,"LEMA","2020","class","group"
"172",-0.279001627351861,0.202206269954549,"LEMA","2020","class","group"
"173",-0.210605167174568,0.255274827266758,"LEMA","2020","class","group"
"174",-0.290901901852356,0.0871645652213386,"LEMA","2020","class","group"
"175",-0.308163110140526,0.191922915785778,"LEMA","2020","class","group"
"176",-0.265687766189772,0.128091160133949,"LEMA","2020","class","group"
"177",-0.337176468999929,0.200457936489665,"LEMA","2020","class","group"
"178",-0.296341228053235,0.10827573190066,"LEMA","2020","class","group"
"179",-0.333236771775684,0.124654734641562,"LEMA","2020","class","group"
"180",-0.323270671708212,0.12627886353143,"LEMA","2020","class","group"
"181",-0.419014569166596,0.158207686790148,"LEMA","2020","class","group"
"182",-0.367452791869691,0.233664463034229,"LEMA","2020","class","group"
"183",-0.24762587475617,0.237933306832792,"LEMA","2020","class","group"
"184",-0.370984490102174,0.080461275615638,"LEMA","2020","class","group"
"185",-0.300118438501373,0.0607589646554776,"LEMA","2020","class","group"
"186",-0.281150057263053,0.177867150613225,"LEMA","2020","class","group"
"187",-0.321334432434776,0.0392502477624956,"LEMA","2020","class","group"
"188",-0.342880580066081,0.288060946315673,"LEMA","2020","class","group"
"189",-0.274612052237587,0.00446303477137167,"LEMA","2020","class","group"
"190",-0.317340276730048,-0.0488123607155059,"LEMA","2020","class","group"
"191",-0.351772679424269,0.181267627565161,"LEMA","2020","class","group"
"192",-0.323753741793941,0.117930545602298,"LEMA","2020","class","group"
"193",-0.238305255191103,0.160767483620843,"LEMA","2020","class","group"
"194",-0.250655648049327,0.179635657000079,"LEMA","2020","class","group"
"195",-0.270284437667035,0.214920494624267,"LEMA","2020","class","group"
"196",-0.32243017185891,0.104361993368614,"LEMA","2020","class","group"
"197",-0.308161686580195,0.0419087824629871,"LEMA","2020","class","group"
"198",-0.246483296258713,0.146790472087134,"LEMA","2020","class","group"
"199",-0.301141681839355,0.0848243766021937,"LEMA","2020","class","group"
"200",-0.416547948071967,0.0584038521840136,"LEMA","2020","class","group"
"201",-0.437386036691367,-0.0212994567689851,"LEMA","2020","class","group"
"202",-0.359971681646503,0.186424644963227,"LEMA","2020","class","group"
"203",-0.354468036896273,0.0654155162042069,"LEMA","2020","class","group"
"204",-0.388180809130558,0.360110741021157,"LEMA","2020","class","group"
"205",-0.349295263872407,0.258784193451047,"LEMA","2020","class","group"
"206",-0.337387586274763,0.131234433539085,"LEMA","2020","class","group"
"207",-0.360979960623288,0.159521272301884,"LEMA","2020","class","group"
"208",-0.341340182882896,0.136889645742006,"LEMA","2020","class","group"
"209",-0.190790333037776,0.240044063239684,"LEMA","2020","class","group"
"210",-0.312301687088401,0.271062924044839,"LEMA","2020","class","group"
"211",-0.273425851954557,0.11292710767936,"LEMA","2020","class","group"
"212",-0.295498432574504,0.207805959702506,"LEMA","2020","class","group"
"213",-0.312076012284871,0.290521933517617,"LEMA","2020","class","group"
"214",-0.325181259019641,0.191095815096669,"LEMA","2020","class","group"
"215",-0.228591249530271,0.173911566166915,"LEMA","2020","class","group"
"216",-0.322870927187062,0.217421543897006,"LEMA","2020","class","group"
"217",-0.30554933243487,0.154958854170173,"LEMA","2020","class","group"
"218",-0.327525759296061,0.169350930178025,"LEMA","2020","class","group"
"219",-0.285892376891729,0.106008111042538,"LEMA","2020","class","group"
"220",-0.310989555385367,0.120789549143417,"LEMA","2020","class","group"
"221",-0.276375909965303,0.0662632337124067,"LEMA","2020","class","group"
"222",-0.354010674601253,0.193856912707288,"LEMA","2020","class","group"
"223",-0.320647506896883,0.18704334147346,"LEMA","2020","class","group"
"224",-0.205804839339197,0.17984347506904,"LEMA","2020","class","group"
"225",-0.317420183511559,0.076755557194647,"LEMA","2020","class","group"
"226",-0.404331718640877,0.21689034029802,"LEMA","2020","class","group"
"227",-0.351898609006705,0.0651601193426272,"LEMA","2020","class","group"
"228",-0.21469868161006,0.187426525121552,"LEMA","2020","class","group"
"229",-0.378521318720427,0.0524556711325919,"LEMA","2020","class","group"
"230",-0.328906807003741,0.12448933224107,"LEMA","2020","class","group"
"231",-0.281787977667166,0.298290569262089,"LEMA","2020","class","group"
"232",-0.394719855980162,-0.0820115172786393,"LEMA","2020","class","group"
"233",-0.343659288816259,0.223813813619771,"LEMA","2020","class","group"
"234",-0.257161920195216,0.15376195465472,"LEMA","2020","class","group"
"235",-0.271811754080511,0.164981143566658,"LEMA","2020","class","group"
"236",-0.383456568254147,0.0707262169100276,"LEMA","2020","class","group"
"237",-0.319256352733839,0.16761293051609,"LEMA","2020","class","group"
"238",-0.270999115971348,0.264889059977619,"LEMA","2020","class","group"
"239",-0.330981826031034,0.1942066046582,"LEMA","2020","class","group"
"240",-0.311750973708843,0.118008682416463,"LEMA","2020","class","group"
"241",-0.255565772950656,-0.0194335229928591,"LEMA","2020","class","group"
"242",-0.371526287544189,0.173343042526623,"LEMA","2020","class","group"
"243",-0.337037814741744,0.150645902145908,"LEMA","2020","class","group"
"244",-0.30212828908037,0.0613961088328208,"LEMA","2020","class","group"
"245",-0.287016140931785,0.0548982233363537,"LEMA","2020","class","group"
"246",-0.326830676339052,0.122749553795803,"LEMA","2020","class","group"
"247",-0.26356300151305,0.135470053148932,"LEMA","2020","class","group"
"248",-0.374457793438808,0.270209004506768,"LEMA","2020","class","group"
"249",-0.236438893223548,0.136890255222324,"LEMA","2020","class","group"
"250",-0.239191103741697,0.0627254377662361,"LEMA","2020","class","group"
"251",-0.365451669660114,0.157879432666212,"LEMA","2020","class","group"
"252",-0.307608600970402,0.144072260855033,"LEMA","2020","class","group"
"253",-0.337082213479267,0.147680689921325,"LEMA","2020","class","group"
"254",-0.286738386072533,0.0306000821392902,"LEMA","2020","class","group"
"255",-0.302338661669108,0.118721970083093,"LEMA","2020","class","group"
"256",-0.277343467472528,0.275683079630225,"LEMA","2020","class","group"
"257",-0.276383959434943,0.141550076874022,"LEMA","2020","class","group"
"258",-0.254473921524471,0.0851897140239857,"LEMA","2020","class","group"
"259",-0.316178699789364,0.159805794050623,"LEMA","2020","class","group"
"260",-0.354016320521373,0.0651828349910932,"LEMA","2020","class","group"
"261",-0.210077174105078,0.139664018888154,"LEMA","2020","class","group"
"262",-0.265901080064477,0.0646475440251697,"LEMA","2020","class","group"
"263",-0.351048117189273,0.0486035567576204,"LEMA","2020","class","group"
"264",-0.324766594140324,0.147420638078163,"LEMA","2020","class","group"
"265",-0.294785461432803,0.114480755996381,"LEMA","2020","class","group"
"266",-0.296522340709858,0.0357565637785662,"LEMA","2020","class","group"
"267",-0.269132737354695,0.487682679460233,"LEMA","2020","class","group"
"268",-0.289618328114792,0.168821087066287,"LEMA","2020","class","group"
"269",-0.228826233231544,0.142013281104691,"LEMA","2020","class","group"
"270",-0.242050328206717,0.11119214849564,"LEMA","2020","class","group"
"271",-0.295094757721326,0.156982839266867,"LEMA","2020","class","group"
"272",-0.32218146263832,0.103678689832199,"LEMA","2020","class","group"
"273",-0.288888953367213,0.147545054842692,"LEMA","2020","class","group"
"274",-0.315444712005364,0.0480792257495821,"LEMA","2020","class","group"
"275",-0.223948498680856,0.0329963441245198,"LEMA","2020","class","group"
"276",-0.307799302368649,0.140317878521923,"LEMA","2020","class","group"
"277",-0.232236471890307,0.235287900052366,"LEMA","2020","class","group"
"278",-0.337471636340826,0.0890261108622057,"LEMA","2020","class","group"
"279",-0.359475123660382,0.207958880887547,"LEMA","2020","class","group"
"280",-0.320133828388207,0.222727534186104,"LEMA","2020","class","group"
"281",-0.324007657657206,0.273259966285202,"LEMA","2020","class","group"
"282",-0.385241835976557,0.214291170009526,"LEMA","2020","class","group"
"283",-0.293684463640829,0.37376907236375,"LEMA","2020","class","group"
"284",-0.220358612592697,0.247381485606538,"LEMA","2020","class","group"
"285",-0.301317021372369,0.159288919849358,"LEMA","2020","class","group"
"286",-0.306950462770702,0.280311495791693,"LEMA","2020","class","group"
"287",-0.305646515276256,0.0378645606253281,"LEMA","2020","class","group"
"288",-0.324877680638797,0.249323907473676,"LEMA","2020","class","group"
"289",-0.237867641114068,0.191559811937418,"LEMA","2020","class","group"
"290",-0.23610537017054,0.189958329279122,"LEMA","2020","class","group"
"291",-0.378163832946227,0.242037198544035,"LEMA","2020","class","group"
"292",-0.295240767369989,0.0918634170192809,"LEMA","2020","class","group"
"293",-0.249117962090917,0.161179972013281,"LEMA","2020","class","group"
"294",-0.352337040861713,0.378587212760883,"LEMA","2020","class","group"
"295",-0.216794575375523,0.188655947501024,"LEMA","2020","class","group"
"296",-0.183453022531627,0.0927384679702949,"LEMA","2020","class","group"
"297",-0.357663888703417,0.125920102407433,"LEMA","2020","class","group"
"298",-0.206455132313293,0.173144841533908,"LEMA","2020","class","group"
"299",-0.318467086115611,0.229522851003104,"LEMA","2020","class","group"
"300",-0.357697624708687,0.19751403770558,"LEMA","2020","class","group"
"301",-0.306916455943447,0.148134756163071,"LEMA","2020","class","group"
"302",-0.345464179910869,0.287615818706271,"LEMA","2020","class","group"
"303",-0.229336147222076,0.167746520266973,"LEMA","2020","class","group"
"304",-0.298143396201293,0.243251066550818,"LEMA","2020","class","group"
"305",-0.298408721806972,0.337683674296356,"LEMA","2020","class","group"
"306",-0.296603172956458,0.116873560289971,"LEMA","2020","class","group"
"307",-0.329981110924846,0.180675706191467,"LEMA","2020","class","group"
"308",-0.293227615235735,0.159949347667061,"LEMA","2020","class","group"
"309",-0.329615502372818,0.0941916461356791,"LEMA","2020","class","group"
"310",-0.264552616354235,0.185771647031179,"LEMA","2020","class","group"
"311",-0.295737600703343,0.143102570451164,"LEMA","2020","class","group"
"312",-0.343100861481422,0.107160362422397,"LEMA","2020","class","group"
"313",-0.37305009703378,0.120131410722095,"LEMA","2020","class","group"
"314",-0.382812951088683,0.0970427668192688,"LEMA","2020","class","group"
"315",-0.375424820540867,0.0827974918106333,"LEMA","2020","class","group"
"316",-0.367559081477943,0.0694603496255135,"LEMA","2020","class","group"
"317",-0.357469746734329,0.186170278478381,"LEMA","2020","class","group"
"318",-0.299900844798709,0.0952097788500614,"LEMA","2020","class","group"
"319",-0.362981032346178,0.050944954035042,"LEMA","2020","class","group"
"320",-0.287339943135993,0.205418675502573,"LEMA","2020","class","group"
"321",-0.252695539392643,0.102184752432986,"LEMA","2020","class","group"
"322",-0.297109723935176,0.18833199137794,"LEMA","2020","class","group"
"323",-0.355812656987676,0.131266207036653,"LEMA","2020","class","group"
"324",-0.349033518627812,-0.00495168195576878,"LEMA","2020","class","group"
"325",-0.270213514525545,0.151460276128269,"LEMA","2020","class","group"
"326",-0.326685120443287,0.290264994325813,"LEMA","2020","class","group"
"327",-0.325575700465273,0.158404713614092,"LEMA","2020","class","group"
"328",-0.255054888050619,0.0769261041653018,"LEMA","2020","class","group"
"329",-0.280504462251791,0.229115184028593,"LEMA","2020","class","group"
"330",-0.353698365549197,0.133265497210003,"LEMA","2020","class","group"
"331",-0.238274343046268,0.0648908961368484,"LEMA","2020","class","group"
"332",-0.321618539311884,0.245550847353388,"LEMA","2020","class","group"
"333",-0.370866189671314,0.0689419803665297,"LEMA","2020","class","group"
"334",-0.216345577079662,0.240551677075889,"LEMA","2020","class","group"
"335",-0.33708346654797,0.0825972326961639,"LEMA","2020","class","group"
"336",-0.338776510786573,0.251688020522367,"LEMA","2020","class","group"
"337",-0.307713568579885,0.171642359708714,"LEMA","2020","class","group"
"338",-0.303990781194111,0.112144928503865,"LEMA","2020","class","group"
"339",-0.30829901535796,0.154566337690121,"LEMA","2020","class","group"
"340",-0.16411960745389,0.193634890283263,"LEMA","2020","class","group"
"341",-0.310150128834397,0.168896890480182,"LEMA","2020","class","group"
"342",-0.255758633382232,0.122348847165049,"LEMA","2020","class","group"
"343",-0.277256583093364,0.318095126679838,"LEMA","2020","class","group"
"344",-0.284060071592794,0.0711286277564847,"LEMA","2020","class","group"
"345",-0.359898904169219,0.100082076980833,"LEMA","2020","class","group"
"346",-0.409591169592059,0.176843522647048,"LEMA","2020","class","group"
"347",-0.340031733461493,0.222586205952181,"LEMA","2020","class","group"
"348",-0.255066308310538,0.233512030055087,"LEMA","2020","class","group"
"349",-0.257182887969178,0.265553172267219,"LEMA","2020","class","group"
"350",-0.393872950556436,0.184395980150225,"LEMA","2020","class","group"
"351",-0.239339077703037,0.21934554941985,"LEMA","2020","class","group"
"352",-0.316404481384485,0.179865659644204,"LEMA","2020","class","group"
"353",-0.325523896946356,0.223476475967115,"LEMA","2020","class","group"
"354",-0.382391046315389,0.103473261891065,"LEMA","2020","class","group"
"355",-0.346608516777589,0.146435057829187,"LEMA","2020","class","group"
"356",-0.397226182022093,0.108980079445635,"LEMA","2020","class","group"
"357",-0.30853504408632,0.283056770373037,"LEMA","2020","class","group"
"358",-0.383916006835562,0.174717876798907,"LEMA","2020","class","group"
"359",-0.249711754294255,0.187114853034599,"LEMA","2020","class","group"
"360",-0.192131346426842,0.180672390109589,"LEMA","2020","class","group"
"361",-0.212965058617325,0.143393844774344,"LEMA","2020","class","group"
"362",-0.398534159770346,0.175633063491515,"LEMA","2020","class","group"
"363",-0.372995842475287,0.189376114252606,"LEMA","2020","class","group"
"364",-0.218952452830389,0.167048549602098,"LEMA","2020","class","group"
"365",-0.303220824129513,0.0338649090021679,"LEMA","2020","class","group"
"366",-0.287820950082022,0.324998897048748,"LEMA","2020","class","group"
"367",-0.307199137470913,0.211744912501438,"LEMA","2020","class","group"
"368",-0.319875576267138,0.163026772874764,"LEMA","2020","class","group"
"369",-0.326246100159663,0.143179198099808,"LEMA","2020","class","group"
"370",-0.357902037329224,0.0976994984543929,"LEMA","2020","class","group"
"371",-0.252199386465924,0.144691730030839,"LEMA","2020","class","group"
"372",-0.327442968178218,0.106360197332742,"LEMA","2020","class","group"
"373",-0.255921824813698,0.18842248166277,"LEMA","2020","class","group"
"374",-0.291866662997308,0.060619247126003,"LEMA","2020","class","group"
"375",-0.348004211323757,0.216491137973397,"LEMA","2020","class","group"
"376",-0.258809970084897,0.201913541178558,"LEMA","2020","class","group"
"377",-0.4138953936326,0.180904602373684,"LEMA","2020","class","group"
"378",-0.313268726555196,0.222523416128602,"LEMA","2020","class","group"
"379",-0.307099951920445,0.0718893155406024,"LEMA","2020","class","group"
"380",-0.250423353837141,0.142859155670772,"LEMA","2020","class","group"
"381",-0.238638751422508,0.103291519635864,"LEMA","2020","class","group"
"382",-0.295510629805982,0.126437368324988,"LEMA","2020","class","group"
"383",-0.151340388874969,0.0844019424954205,"LEMA","2020","class","group"
"384",-0.281595614783204,0.125672653765394,"LEMA","2020","class","group"
"385",-0.260220302520374,0.095999599824955,"LEMA","2020","class","group"
"386",-0.382689480862983,0.291904098029884,"LEMA","2020","class","group"
"387",-0.212302063632973,0.0347533880717237,"LEMA","2020","class","group"
"388",-0.208980564833824,0.128471941646604,"LEMA","2020","class","group"
"389",-0.258335362183521,0.0757343423481611,"LEMA","2020","class","group"
"390",-0.361830852282011,0.271237560276907,"LEMA","2020","class","group"
"391",-0.253369692254983,0.0184828236668706,"LEMA","2020","class","group"
"392",-0.277711736888094,0.213877635536083,"LEMA","2020","class","group"
"393",-0.316535316380805,0.207981910504968,"LEMA","2020","class","group"
"394",-0.265981119108842,0.170509810176059,"LEMA","2020","class","group"
"395",-0.343160227566575,0.204916883882061,"LEMA","2020","class","group"
"396",-0.3874819121993,0.151949706207024,"LEMA","2020","class","group"
"397",-0.223338472615246,0.108644891883838,"LEMA","2020","class","group"
"398",-0.252077871163224,0.138092714025596,"LEMA","2020","class","group"
"399",-0.342193907693553,0.115289177171688,"LEMA","2020","class","group"
"400",-0.309095192449586,0.0719406548571035,"LEMA","2020","class","group"
"401",-0.280988089959495,0.124226005544207,"LEMA","2020","class","group"
"402",-0.224207512656027,0.212320381201379,"LEMA","2020","class","group"
"403",-0.439697760313704,0.195112626429268,"LEMA","2020","class","group"
"404",-0.386949027470432,0.228770480653885,"LEMA","2020","class","group"
"405",-0.346000676299749,0.135999358800817,"LEMA","2020","class","group"
"406",-0.269353664759114,0.222974705162948,"LEMA","2020","class","group"
