"","alpha_hat_ij_HOMA","focal","year","complexity.plant","complexity.animal"
"401",-0.214190425597217,"LEMA","2020","code.plant","species"
"402",-0.145206466064354,"LEMA","2020","code.plant","species"
"403",-0.209622305055534,"LEMA","2020","code.plant","species"
"404",-0.223407860712907,"LEMA","2020","code.plant","species"
"405",-0.16844728803191,"LEMA","2020","code.plant","species"
"406",-0.14037068162601,"LEMA","2020","code.plant","species"
"407",-0.186725498364573,"LEMA","2020","code.plant","species"
"408",-0.165372258705216,"LEMA","2020","code.plant","species"
"409",-0.250720205950253,"LEMA","2020","code.plant","species"
"410",-0.125054605405376,"LEMA","2020","code.plant","species"
"411",-0.178799509592226,"LEMA","2020","code.plant","species"
"412",-0.132869509283443,"LEMA","2020","code.plant","species"
"413",-0.271370298461864,"LEMA","2020","code.plant","species"
"414",-0.172061373405357,"LEMA","2020","code.plant","species"
"415",-0.256339781046122,"LEMA","2020","code.plant","species"
"416",-0.229879371210105,"LEMA","2020","code.plant","species"
"417",-0.226304419036642,"LEMA","2020","code.plant","species"
"418",-0.169690728258116,"LEMA","2020","code.plant","species"
"419",-0.155309819715413,"LEMA","2020","code.plant","species"
"420",-0.154646324479805,"LEMA","2020","code.plant","species"
"421",-0.258651726846036,"LEMA","2020","code.plant","species"
"422",-0.199897275603084,"LEMA","2020","code.plant","species"
"423",-0.217115519955977,"LEMA","2020","code.plant","species"
"424",-0.181703260241669,"LEMA","2020","code.plant","species"
"425",-0.18037569558719,"LEMA","2020","code.plant","species"
"426",-0.195796796624756,"LEMA","2020","code.plant","species"
"427",-0.246523633322911,"LEMA","2020","code.plant","species"
"428",-0.235712059078023,"LEMA","2020","code.plant","species"
"429",-0.16862784580142,"LEMA","2020","code.plant","species"
"430",-0.170251727589824,"LEMA","2020","code.plant","species"
"431",-0.130226854898242,"LEMA","2020","code.plant","species"
"432",-0.1547125138694,"LEMA","2020","code.plant","species"
"433",-0.195077499156969,"LEMA","2020","code.plant","species"
"434",-0.283823927187448,"LEMA","2020","code.plant","species"
"435",-0.158737505301647,"LEMA","2020","code.plant","species"
"436",-0.219581283632686,"LEMA","2020","code.plant","species"
"437",-0.231075264578898,"LEMA","2020","code.plant","species"
"438",-0.283067011828126,"LEMA","2020","code.plant","species"
"439",-0.251952897224552,"LEMA","2020","code.plant","species"
"440",-0.259891128596045,"LEMA","2020","code.plant","species"
"441",-0.281238852647003,"LEMA","2020","code.plant","species"
"442",-0.126269238775185,"LEMA","2020","code.plant","species"
"443",-0.198092365909797,"LEMA","2020","code.plant","species"
"444",-0.259146736026323,"LEMA","2020","code.plant","species"
"445",-0.216614003029165,"LEMA","2020","code.plant","species"
"446",-0.113790970125106,"LEMA","2020","code.plant","species"
"447",-0.222493079739696,"LEMA","2020","code.plant","species"
"448",-0.198872730434964,"LEMA","2020","code.plant","species"
"449",-0.173788942534664,"LEMA","2020","code.plant","species"
"450",-0.188171853153534,"LEMA","2020","code.plant","species"
"451",-0.162291541168382,"LEMA","2020","code.plant","species"
"452",-0.255341316757031,"LEMA","2020","code.plant","species"
"453",-0.147430086645003,"LEMA","2020","code.plant","species"
"454",-0.228355013458363,"LEMA","2020","code.plant","species"
"455",-0.200008422477274,"LEMA","2020","code.plant","species"
"456",-0.130659866705465,"LEMA","2020","code.plant","species"
"457",-0.185497197637489,"LEMA","2020","code.plant","species"
"458",-0.161839421629039,"LEMA","2020","code.plant","species"
"459",-0.214898709120285,"LEMA","2020","code.plant","species"
"460",-0.145971171931073,"LEMA","2020","code.plant","species"
"461",-0.189951578834962,"LEMA","2020","code.plant","species"
"462",-0.118095360928929,"LEMA","2020","code.plant","species"
"463",-0.120422328347938,"LEMA","2020","code.plant","species"
"464",-0.213738603326725,"LEMA","2020","code.plant","species"
"465",-0.321564821140925,"LEMA","2020","code.plant","species"
"466",-0.203368767418343,"LEMA","2020","code.plant","species"
"467",-0.207191543800041,"LEMA","2020","code.plant","species"
"468",-0.21391553263461,"LEMA","2020","code.plant","species"
"469",-0.183991880657839,"LEMA","2020","code.plant","species"
"470",-0.256165086858464,"LEMA","2020","code.plant","species"
"471",-0.143817964685093,"LEMA","2020","code.plant","species"
"472",-0.222198638526528,"LEMA","2020","code.plant","species"
"473",-0.126519981257833,"LEMA","2020","code.plant","species"
"474",-0.2142590569211,"LEMA","2020","code.plant","species"
"475",-0.168435496171171,"LEMA","2020","code.plant","species"
"476",-0.199874086346233,"LEMA","2020","code.plant","species"
"477",-0.215174811904268,"LEMA","2020","code.plant","species"
"478",-0.244112039886378,"LEMA","2020","code.plant","species"
"479",-0.219409491857422,"LEMA","2020","code.plant","species"
