"","alpha_hat_ij_MEEL","focal","year","complexity.plant","complexity.animal"
"50",-0.127301323917081,"LEMA","2021","code.plant","species"
"51",-0.0881722395779821,"LEMA","2021","code.plant","species"
"52",-0.0888260224428922,"LEMA","2021","code.plant","species"
"53",-0.190039594128824,"LEMA","2021","code.plant","species"
"54",-0.147172615151965,"LEMA","2021","code.plant","species"
"55",-0.25377269441296,"LEMA","2021","code.plant","species"
"56",-0.122031643293161,"LEMA","2021","code.plant","species"
"57",-0.253315680583789,"LEMA","2021","code.plant","species"
"58",-0.258979837643733,"LEMA","2021","code.plant","species"
"59",-0.141681387299846,"LEMA","2021","code.plant","species"
"60",-0.137736162453502,"LEMA","2021","code.plant","species"
"61",-0.152257279719098,"LEMA","2021","code.plant","species"
"62",-0.0392229239292113,"LEMA","2021","code.plant","species"
"63",-0.215163797276892,"LEMA","2021","code.plant","species"
"64",-0.169465206061312,"LEMA","2021","code.plant","species"
"65",-0.19160116654763,"LEMA","2021","code.plant","species"
"66",-0.219869744549929,"LEMA","2021","code.plant","species"
"67",-0.180930261424591,"LEMA","2021","code.plant","species"
"68",0.0399876490052686,"LEMA","2021","code.plant","species"
"69",-0.410589986132413,"LEMA","2021","code.plant","species"
"70",-0.200740845727735,"LEMA","2021","code.plant","species"
"71",-0.368615013174356,"LEMA","2021","code.plant","species"
"72",-0.0788495265755915,"LEMA","2021","code.plant","species"
"73",-0.31890890016713,"LEMA","2021","code.plant","species"
"74",-0.0269381307214764,"LEMA","2021","code.plant","species"
"75",-0.190182868640787,"LEMA","2021","code.plant","species"
"76",-0.188381242089373,"LEMA","2021","code.plant","species"
"77",-0.137645685288212,"LEMA","2021","code.plant","species"
"78",-0.206352395734077,"LEMA","2021","code.plant","species"
"79",-0.0880926538726715,"LEMA","2021","code.plant","species"
"80",-0.26286478357421,"LEMA","2021","code.plant","species"
"81",-0.0572747612718418,"LEMA","2021","code.plant","species"
"82",-0.0287970153548527,"LEMA","2021","code.plant","species"
"83",-0.0898782650925593,"LEMA","2021","code.plant","species"
"84",-0.150394468775345,"LEMA","2021","code.plant","species"
"85",-0.110403079365035,"LEMA","2021","code.plant","species"
"86",-0.0745788588218449,"LEMA","2021","code.plant","species"
"87",-0.130548973273083,"LEMA","2021","code.plant","species"
"88",-0.11204407094079,"LEMA","2021","code.plant","species"
"89",-0.101751887322232,"LEMA","2021","code.plant","species"
"90",-0.0116314918741562,"LEMA","2021","code.plant","species"
"91",-0.0814604024115984,"LEMA","2021","code.plant","species"
"92",-0.108819708986151,"LEMA","2021","code.plant","species"
"93",-0.231548075573184,"LEMA","2021","code.plant","species"
"94",-0.105558630771382,"LEMA","2021","code.plant","species"
"95",-0.247200595843862,"LEMA","2021","code.plant","species"
"96",-0.177669769996633,"LEMA","2021","code.plant","species"
"97",-0.256460248622962,"LEMA","2021","code.plant","species"
"98",-0.126752434469465,"LEMA","2021","code.plant","species"
"99",-0.127235782301015,"LEMA","2021","code.plant","species"
"100",-0.109484816126206,"LEMA","2021","code.plant","species"
"101",-0.064887452715909,"LEMA","2021","code.plant","species"
"102",-0.121157703085149,"LEMA","2021","code.plant","species"
"103",-0.258223243222785,"LEMA","2021","code.plant","species"
"104",-0.00494478477588756,"LEMA","2021","code.plant","species"
"105",-0.117290593369306,"LEMA","2021","code.plant","species"
"106",-0.138518020445806,"LEMA","2021","code.plant","species"
"107",-0.0586008548941812,"LEMA","2021","code.plant","species"
"108",-0.0736069567755685,"LEMA","2021","code.plant","species"
"109",-0.144122950520748,"LEMA","2021","code.plant","species"
"110",-0.052707915308885,"LEMA","2021","code.plant","species"
"111",-0.156686030086079,"LEMA","2021","code.plant","species"
"112",-0.200589373250402,"LEMA","2021","code.plant","species"
"113",-0.219159726619983,"LEMA","2021","code.plant","species"
"114",-0.221014254708354,"LEMA","2021","code.plant","species"
"115",-0.158556293204839,"LEMA","2021","code.plant","species"
"116",-0.165840987758614,"LEMA","2021","code.plant","species"
"117",0.0830429189533357,"LEMA","2021","code.plant","species"
"118",-0.165886453427623,"LEMA","2021","code.plant","species"
"119",-0.0574699464721012,"LEMA","2021","code.plant","species"
"120",-0.204367190614561,"LEMA","2021","code.plant","species"
"121",-0.0297147531868515,"LEMA","2021","code.plant","species"
"122",-0.308163549775585,"LEMA","2021","code.plant","species"
"123",-0.154740202131438,"LEMA","2021","code.plant","species"
"124",-0.14428030646959,"LEMA","2021","code.plant","species"
"125",-0.247317926078144,"LEMA","2021","code.plant","species"
"126",-0.264050242566949,"LEMA","2021","code.plant","species"
"127",-0.226800947205483,"LEMA","2021","code.plant","species"
"128",-0.212774417904028,"LEMA","2021","code.plant","species"
"129",-0.171749350684039,"LEMA","2021","code.plant","species"
"130",0.0031540328102666,"LEMA","2021","code.plant","species"
"131",-0.265280206147496,"LEMA","2021","code.plant","species"
"132",-0.263872917035378,"LEMA","2021","code.plant","species"
"133",-0.0896161577951851,"LEMA","2021","code.plant","species"
"134",-0.0389837984620827,"LEMA","2021","code.plant","species"
"135",-0.0508069095789137,"LEMA","2021","code.plant","species"
"136",-0.0922338650313583,"LEMA","2021","code.plant","species"
"137",-0.314002390673475,"LEMA","2021","code.plant","species"
"138",-0.201404631499056,"LEMA","2021","code.plant","species"
"139",-0.309592032826918,"LEMA","2021","code.plant","species"
"140",-0.283843115357888,"LEMA","2021","code.plant","species"
"141",-0.163152263408839,"LEMA","2021","code.plant","species"
"142",-0.0594351199777133,"LEMA","2021","code.plant","species"
"143",-0.0778024617075468,"LEMA","2021","code.plant","species"
"144",-0.16613744131922,"LEMA","2021","code.plant","species"
"145",-0.0380754889313795,"LEMA","2021","code.plant","species"
"146",-0.147451443405537,"LEMA","2021","code.plant","species"
"147",-0.21509168032057,"LEMA","2021","code.plant","species"
"148",-0.236896322188245,"LEMA","2021","code.plant","species"
"149",-0.210575918776761,"LEMA","2021","code.plant","species"
"150",0.0317819319480881,"LEMA","2021","code.plant","species"
"151",-0.163791103428482,"LEMA","2021","code.plant","species"
"152",-0.150754194942216,"LEMA","2021","code.plant","species"
"153",-0.135632298053975,"LEMA","2021","code.plant","species"
"154",-0.156945367452096,"LEMA","2021","code.plant","species"
"155",-0.146713362538072,"LEMA","2021","code.plant","species"
"156",-0.299721503419707,"LEMA","2021","code.plant","species"
"157",-0.127949316626486,"LEMA","2021","code.plant","species"
"158",-0.0258966780276646,"LEMA","2021","code.plant","species"
"159",-0.0923054509139489,"LEMA","2021","code.plant","species"
"160",0.0416340238871862,"LEMA","2021","code.plant","species"
"161",-0.121747960526474,"LEMA","2021","code.plant","species"
"162",-0.0986680474966236,"LEMA","2021","code.plant","species"
"163",-0.137517585548146,"LEMA","2021","code.plant","species"
"164",-0.358463419376782,"LEMA","2021","code.plant","species"
"165",0.0493033687038842,"LEMA","2021","code.plant","species"
"166",-0.0069339999451502,"LEMA","2021","code.plant","species"
"167",-0.164037887913627,"LEMA","2021","code.plant","species"
"168",-0.237825010237759,"LEMA","2021","code.plant","species"
"169",-0.140431466719233,"LEMA","2021","code.plant","species"
"170",-0.207415661123804,"LEMA","2021","code.plant","species"
"171",-0.222718570798992,"LEMA","2021","code.plant","species"
"172",-0.201472370263,"LEMA","2021","code.plant","species"
"173",-0.311959350350165,"LEMA","2021","code.plant","species"
"174",-0.16221477663611,"LEMA","2021","code.plant","species"
"175",-0.218642996065712,"LEMA","2021","code.plant","species"
"176",-0.201972520023679,"LEMA","2021","code.plant","species"
"177",-0.087306462328005,"LEMA","2021","code.plant","species"
"178",-0.325202350298707,"LEMA","2021","code.plant","species"
"179",-0.145955333787591,"LEMA","2021","code.plant","species"
"180",-0.279104256783961,"LEMA","2021","code.plant","species"
"181",-0.0408174750972116,"LEMA","2021","code.plant","species"
"182",-0.308760668946367,"LEMA","2021","code.plant","species"
"183",-0.121204319080703,"LEMA","2021","code.plant","species"
"184",-0.202639049455108,"LEMA","2021","code.plant","species"
"185",-0.0828970763462954,"LEMA","2021","code.plant","species"
"186",-0.109098049979499,"LEMA","2021","code.plant","species"
"187",-0.125176667696185,"LEMA","2021","code.plant","species"
"188",-0.123263195530924,"LEMA","2021","code.plant","species"
"189",-0.111880719647428,"LEMA","2021","code.plant","species"
"190",-0.164395648388841,"LEMA","2021","code.plant","species"
"191",-0.196592717030322,"LEMA","2021","code.plant","species"
"192",-0.158008829252879,"LEMA","2021","code.plant","species"
"193",-0.179220414571686,"LEMA","2021","code.plant","species"
"194",-0.102412436149701,"LEMA","2021","code.plant","species"
"195",-0.1909092562239,"LEMA","2021","code.plant","species"
"196",-0.206368841114013,"LEMA","2021","code.plant","species"
"197",-0.18518975103347,"LEMA","2021","code.plant","species"
"198",-0.223942243765473,"LEMA","2021","code.plant","species"
"199",-0.228954677275894,"LEMA","2021","code.plant","species"
"200",0.0170668583483358,"LEMA","2021","code.plant","species"
"201",-0.221014254708354,"LEMA","2021","code.plant","species"
"202",-0.137674963592908,"LEMA","2021","code.plant","species"
"203",-0.200648063952063,"LEMA","2021","code.plant","species"
"204",-0.194577487951419,"LEMA","2021","code.plant","species"
"205",-0.190701493090174,"LEMA","2021","code.plant","species"
"206",-0.0121584582138478,"LEMA","2021","code.plant","species"
"207",-0.270532392462323,"LEMA","2021","code.plant","species"
"208",-0.256143557557275,"LEMA","2021","code.plant","species"
"209",-0.338677326322956,"LEMA","2021","code.plant","species"
"210",-0.362499894610609,"LEMA","2021","code.plant","species"
"211",-0.254946664672811,"LEMA","2021","code.plant","species"
"212",-0.154783658357382,"LEMA","2021","code.plant","species"
"213",-0.292150396121184,"LEMA","2021","code.plant","species"
"214",-0.250357376351982,"LEMA","2021","code.plant","species"
"215",-0.101309523378282,"LEMA","2021","code.plant","species"
"216",-0.287090931836822,"LEMA","2021","code.plant","species"
"217",-0.158665573171918,"LEMA","2021","code.plant","species"
"218",0.0186149265944118,"LEMA","2021","code.plant","species"
"219",-0.190729354487218,"LEMA","2021","code.plant","species"
"220",-0.0626653891118273,"LEMA","2021","code.plant","species"
"221",-0.191753546708932,"LEMA","2021","code.plant","species"
"222",-0.159597240112942,"LEMA","2021","code.plant","species"
"223",-0.164537854410178,"LEMA","2021","code.plant","species"
"224",-0.193660025475894,"LEMA","2021","code.plant","species"
"225",-0.0926553743689327,"LEMA","2021","code.plant","species"
"226",-0.116660822867344,"LEMA","2021","code.plant","species"
"227",-0.258032997674648,"LEMA","2021","code.plant","species"
"228",-0.224924101372861,"LEMA","2021","code.plant","species"
"229",-0.262243397555007,"LEMA","2021","code.plant","species"
"230",0.0964284379158475,"LEMA","2021","code.plant","species"
"231",-0.130483107681403,"LEMA","2021","code.plant","species"
"232",-0.142785532549848,"LEMA","2021","code.plant","species"
"233",-0.29927037119791,"LEMA","2021","code.plant","species"
"234",-0.167565371826743,"LEMA","2021","code.plant","species"
"235",-0.186528234509292,"LEMA","2021","code.plant","species"
"236",-0.0556063813762646,"LEMA","2021","code.plant","species"
"237",-0.13440724969433,"LEMA","2021","code.plant","species"
"238",-0.055012891184944,"LEMA","2021","code.plant","species"
"239",-0.277791072587113,"LEMA","2021","code.plant","species"
"240",-0.261274220594821,"LEMA","2021","code.plant","species"
"241",-0.102930436414672,"LEMA","2021","code.plant","species"
"242",-0.241407282295131,"LEMA","2021","code.plant","species"
"243",-0.134409626480103,"LEMA","2021","code.plant","species"
"244",-0.282412484964995,"LEMA","2021","code.plant","species"
"245",-0.165698514177657,"LEMA","2021","code.plant","species"
"246",-0.0652066172815715,"LEMA","2021","code.plant","species"
"247",-0.153173936343882,"LEMA","2021","code.plant","species"
"248",-0.16490979210966,"LEMA","2021","code.plant","species"
"249",-0.133544648830234,"LEMA","2021","code.plant","species"
"250",-0.0898577308038212,"LEMA","2021","code.plant","species"
"251",-0.1246293067268,"LEMA","2021","code.plant","species"
"252",-0.117840591641208,"LEMA","2021","code.plant","species"
"253",-0.220768313468443,"LEMA","2021","code.plant","species"
"254",0.0280898147260797,"LEMA","2021","code.plant","species"
"255",-0.121493175104251,"LEMA","2021","code.plant","species"
"256",-0.171627362051187,"LEMA","2021","code.plant","species"
"257",-0.0628190938964932,"LEMA","2021","code.plant","species"
"258",-0.185426592524139,"LEMA","2021","code.plant","species"
"259",-0.0406822018373847,"LEMA","2021","code.plant","species"
"260",-0.212883605744794,"LEMA","2021","code.plant","species"
"261",-0.0872131363362462,"LEMA","2021","code.plant","species"
"262",-0.213020538242557,"LEMA","2021","code.plant","species"
"263",-0.15079680864764,"LEMA","2021","code.plant","species"
"264",-0.0613734196397895,"LEMA","2021","code.plant","species"
"265",-0.0893697658094762,"LEMA","2021","code.plant","species"
"266",-0.148066898070078,"LEMA","2021","code.plant","species"
"267",0.0420999265774673,"LEMA","2021","code.plant","species"
"268",-0.239362990074254,"LEMA","2021","code.plant","species"
"269",-0.193755474134669,"LEMA","2021","code.plant","species"
"270",-0.23944559655297,"LEMA","2021","code.plant","species"
"271",-0.227299608915598,"LEMA","2021","code.plant","species"
"272",-0.373429598530911,"LEMA","2021","code.plant","species"
"273",-0.0503598787748962,"LEMA","2021","code.plant","species"
"274",-0.147364226360157,"LEMA","2021","code.plant","species"
"275",-0.27726259453319,"LEMA","2021","code.plant","species"
"276",-0.0316487147684436,"LEMA","2021","code.plant","species"
"277",-0.173940460374499,"LEMA","2021","code.plant","species"
"278",-0.156105429141931,"LEMA","2021","code.plant","species"
"279",0.0681655232159255,"LEMA","2021","code.plant","species"
"280",-0.156405421308695,"LEMA","2021","code.plant","species"
"281",-0.156602611535727,"LEMA","2021","code.plant","species"
"282",-0.217729024100877,"LEMA","2021","code.plant","species"
"283",-0.0839968397566573,"LEMA","2021","code.plant","species"
"284",-0.142873616169985,"LEMA","2021","code.plant","species"
"285",-0.0350691154023909,"LEMA","2021","code.plant","species"
"286",0.0155894613994674,"LEMA","2021","code.plant","species"
"287",-0.149520511845333,"LEMA","2021","code.plant","species"
"288",-0.204647329662064,"LEMA","2021","code.plant","species"
"289",-0.161259171205437,"LEMA","2021","code.plant","species"
"290",-0.101581185422168,"LEMA","2021","code.plant","species"
"291",-0.257353647769199,"LEMA","2021","code.plant","species"
"292",-0.256269499323123,"LEMA","2021","code.plant","species"
"293",-0.191983950712921,"LEMA","2021","code.plant","species"
"294",-0.254963730559713,"LEMA","2021","code.plant","species"
"295",-0.169598059574368,"LEMA","2021","code.plant","species"
"296",-0.111259591840746,"LEMA","2021","code.plant","species"
"297",-0.144254612981498,"LEMA","2021","code.plant","species"
"298",-0.102727527026061,"LEMA","2021","code.plant","species"
"299",-0.129574918398403,"LEMA","2021","code.plant","species"
"300",-0.115162637531778,"LEMA","2021","code.plant","species"
"301",-0.117972676933698,"LEMA","2021","code.plant","species"
"302",-0.254768952385803,"LEMA","2021","code.plant","species"
"303",-0.197543635999748,"LEMA","2021","code.plant","species"
"304",-0.247218696920556,"LEMA","2021","code.plant","species"
"305",-0.148050018592868,"LEMA","2021","code.plant","species"
"306",-0.197422585283105,"LEMA","2021","code.plant","species"
"307",-0.206544902062028,"LEMA","2021","code.plant","species"
"308",-0.165769939316298,"LEMA","2021","code.plant","species"
"309",-0.0819457827378625,"LEMA","2021","code.plant","species"
"310",-0.12761679100278,"LEMA","2021","code.plant","species"
"311",-0.171199921720919,"LEMA","2021","code.plant","species"
"312",-0.178281048099464,"LEMA","2021","code.plant","species"
"313",-0.185175538426186,"LEMA","2021","code.plant","species"
"314",-0.204432593941042,"LEMA","2021","code.plant","species"
"315",-0.128727497488641,"LEMA","2021","code.plant","species"
"316",-0.230252212450287,"LEMA","2021","code.plant","species"
"317",-0.123177374442763,"LEMA","2021","code.plant","species"
"318",-0.0900996544274711,"LEMA","2021","code.plant","species"
"319",-0.104869985484465,"LEMA","2021","code.plant","species"
"320",-0.0919648654539998,"LEMA","2021","code.plant","species"
"321",-0.111412405580428,"LEMA","2021","code.plant","species"
"322",-0.160408773405848,"LEMA","2021","code.plant","species"
"323",-0.178812248907868,"LEMA","2021","code.plant","species"
"324",-0.143623838705977,"LEMA","2021","code.plant","species"
"325",-0.239540644061705,"LEMA","2021","code.plant","species"
"326",-0.106121441402133,"LEMA","2021","code.plant","species"
"327",0.0656621359078451,"LEMA","2021","code.plant","species"
"328",-0.101529033179474,"LEMA","2021","code.plant","species"
"329",-0.0888099334608462,"LEMA","2021","code.plant","species"
"330",-0.12776343249836,"LEMA","2021","code.plant","species"
"331",-0.147196053897122,"LEMA","2021","code.plant","species"
"332",-0.320653731216181,"LEMA","2021","code.plant","species"
"333",-0.163770238614549,"LEMA","2021","code.plant","species"
"334",-0.0925317559342718,"LEMA","2021","code.plant","species"
"335",-0.045346641836767,"LEMA","2021","code.plant","species"
"336",-0.195492792149532,"LEMA","2021","code.plant","species"
"337",-0.0691625408223541,"LEMA","2021","code.plant","species"
"338",-0.177428406056575,"LEMA","2021","code.plant","species"
"339",-0.212012367454924,"LEMA","2021","code.plant","species"
"340",-0.120146666049809,"LEMA","2021","code.plant","species"
"341",-0.0213762390792511,"LEMA","2021","code.plant","species"
"342",-0.133994216319772,"LEMA","2021","code.plant","species"
"343",-0.135657596560443,"LEMA","2021","code.plant","species"
"344",-0.227801031370239,"LEMA","2021","code.plant","species"
"345",-0.0402869674775985,"LEMA","2021","code.plant","species"
"346",-0.0986022450256783,"LEMA","2021","code.plant","species"
"347",-0.117687607899706,"LEMA","2021","code.plant","species"
"348",-0.174226272406579,"LEMA","2021","code.plant","species"
"349",-0.165610790268776,"LEMA","2021","code.plant","species"
"350",-0.166370562727309,"LEMA","2021","code.plant","species"
"351",-0.161101365481936,"LEMA","2021","code.plant","species"
"352",-0.241768224572909,"LEMA","2021","code.plant","species"
"353",-0.173056893276437,"LEMA","2021","code.plant","species"
"354",-0.170540626123157,"LEMA","2021","code.plant","species"
"355",-0.259434965385793,"LEMA","2021","code.plant","species"
"356",-0.150565259251901,"LEMA","2021","code.plant","species"
"357",-0.157366865175772,"LEMA","2021","code.plant","species"
"358",-0.117076065316127,"LEMA","2021","code.plant","species"
"359",-0.23643574313061,"LEMA","2021","code.plant","species"
"360",-0.155653339542059,"LEMA","2021","code.plant","species"
"361",-0.129405719654043,"LEMA","2021","code.plant","species"
"362",-0.138316101896322,"LEMA","2021","code.plant","species"
"363",-0.164905414784779,"LEMA","2021","code.plant","species"
"364",-0.0744282684936689,"LEMA","2021","code.plant","species"
"365",-0.183687832791549,"LEMA","2021","code.plant","species"
"366",-0.221338562539007,"LEMA","2021","code.plant","species"
"367",-0.19896692901488,"LEMA","2021","code.plant","species"
"368",-0.0243851634471223,"LEMA","2021","code.plant","species"
"369",-0.132309960653027,"LEMA","2021","code.plant","species"
"370",-0.195239450815682,"LEMA","2021","code.plant","species"
"371",-0.329621104615441,"LEMA","2021","code.plant","species"
"372",-0.143170314299651,"LEMA","2021","code.plant","species"
"373",-0.181225577818331,"LEMA","2021","code.plant","species"
"374",-0.164194754145936,"LEMA","2021","code.plant","species"
"375",-0.211435496483631,"LEMA","2021","code.plant","species"
"376",-0.341771327468674,"LEMA","2021","code.plant","species"
"377",-0.0902589600993504,"LEMA","2021","code.plant","species"
"378",-0.0525149850167939,"LEMA","2021","code.plant","species"
"379",-0.223369308178912,"LEMA","2021","code.plant","species"
"380",-0.139285738767963,"LEMA","2021","code.plant","species"
"381",-0.0352620166286853,"LEMA","2021","code.plant","species"
"382",-0.188127712523413,"LEMA","2021","code.plant","species"
"383",-0.143132574498678,"LEMA","2021","code.plant","species"
"384",-0.218594669347784,"LEMA","2021","code.plant","species"
"385",-0.186506761419572,"LEMA","2021","code.plant","species"
"386",-0.200661607131897,"LEMA","2021","code.plant","species"
"387",-0.136667096347848,"LEMA","2021","code.plant","species"
"388",-0.080203527724668,"LEMA","2021","code.plant","species"
"389",-0.19118357977058,"LEMA","2021","code.plant","species"
"390",-0.212449110947076,"LEMA","2021","code.plant","species"
"391",-0.031734224373557,"LEMA","2021","code.plant","species"
"392",-0.181745499335653,"LEMA","2021","code.plant","species"
"393",-0.234578600653472,"LEMA","2021","code.plant","species"
"394",-0.0863692605829156,"LEMA","2021","code.plant","species"
"395",-0.182006044577718,"LEMA","2021","code.plant","species"
"396",-0.102979079260758,"LEMA","2021","code.plant","species"
"397",-0.0566274666710599,"LEMA","2021","code.plant","species"
"398",-0.0733513239809046,"LEMA","2021","code.plant","species"
"399",-0.131094691586151,"LEMA","2021","code.plant","species"
"400",-0.174947667156814,"LEMA","2021","code.plant","species"
"401",-0.294909099152274,"LEMA","2021","code.plant","species"
"402",-0.0983369581850622,"LEMA","2021","code.plant","species"
"403",-0.112830872923056,"LEMA","2021","code.plant","species"
"404",-0.186925649612618,"LEMA","2021","code.plant","species"
"405",-0.139630993364367,"LEMA","2021","code.plant","species"
"406",-0.166148941797638,"LEMA","2021","code.plant","species"
"407",-0.304397492382384,"LEMA","2021","code.plant","species"
"408",-0.289771278379344,"LEMA","2021","code.plant","species"
"409",-0.166360199564702,"LEMA","2021","code.plant","species"
"410",-0.0553425572759785,"LEMA","2021","code.plant","species"
"411",-0.297628571823139,"LEMA","2021","code.plant","species"
"412",-0.0744181979063244,"LEMA","2021","code.plant","species"
"413",-0.0511121688165054,"LEMA","2021","code.plant","species"
"414",-0.22272772123963,"LEMA","2021","code.plant","species"
"415",-0.0779521469186262,"LEMA","2021","code.plant","species"
"416",-0.211361925098765,"LEMA","2021","code.plant","species"
"417",0.0897656757388678,"LEMA","2021","code.plant","species"
"418",-0.0911128969535181,"LEMA","2021","code.plant","species"
"419",-0.181194646774375,"LEMA","2021","code.plant","species"
"420",-0.162545786998641,"LEMA","2021","code.plant","species"
"421",-0.239383304843376,"LEMA","2021","code.plant","species"
"422",-0.0750687553613903,"LEMA","2021","code.plant","species"
"423",-0.112746013661445,"LEMA","2021","code.plant","species"
"424",-0.194262746075041,"LEMA","2021","code.plant","species"
"425",0.0273028552207439,"LEMA","2021","code.plant","species"
"426",-0.179485407891662,"LEMA","2021","code.plant","species"
"427",-0.202429686552864,"LEMA","2021","code.plant","species"
"428",-0.134100860786294,"LEMA","2021","code.plant","species"
"429",-0.0676500312462517,"LEMA","2021","code.plant","species"
"430",-0.233092418275324,"LEMA","2021","code.plant","species"
"431",-0.239243528153908,"LEMA","2021","code.plant","species"
"432",-0.115444982138986,"LEMA","2021","code.plant","species"
"433",-0.0871697277792136,"LEMA","2021","code.plant","species"
"434",-0.0868522579716458,"LEMA","2021","code.plant","species"
"435",-0.295858600780097,"LEMA","2021","code.plant","species"
"436",-0.233811937684446,"LEMA","2021","code.plant","species"
"437",-0.0448138230424856,"LEMA","2021","code.plant","species"
"438",-0.220643887308856,"LEMA","2021","code.plant","species"
"439",-0.150501276079685,"LEMA","2021","code.plant","species"
"440",0.0207180045135036,"LEMA","2021","code.plant","species"
"441",-0.279190745411568,"LEMA","2021","code.plant","species"
"442",-0.0707213529802085,"LEMA","2021","code.plant","species"
"443",-0.165333879589361,"LEMA","2021","code.plant","species"
"444",-0.229288588289779,"LEMA","2021","code.plant","species"
"445",-0.0382693283587372,"LEMA","2021","code.plant","species"
"446",-0.156959812604039,"LEMA","2021","code.plant","species"
"447",-0.035914286673448,"LEMA","2021","code.plant","species"
"448",-0.197396220568557,"LEMA","2021","code.plant","species"
"449",-0.159218295722508,"LEMA","2021","code.plant","species"
"450",-0.0194862227843999,"LEMA","2021","code.plant","species"
"451",-0.0828879874739477,"LEMA","2021","code.plant","species"
"452",-0.189630889603444,"LEMA","2021","code.plant","species"
"453",-0.085356340167869,"LEMA","2021","code.plant","species"
"454",-0.131234249404454,"LEMA","2021","code.plant","species"
"455",-0.0905773956402253,"LEMA","2021","code.plant","species"
"456",-0.0897986852291048,"LEMA","2021","code.plant","species"
"457",-0.093226333725126,"LEMA","2021","code.plant","species"
"458",-0.189739916174736,"LEMA","2021","code.plant","species"
"459",-0.208170285514265,"LEMA","2021","code.plant","species"
"460",-0.140181130320091,"LEMA","2021","code.plant","species"
"461",-0.140305814714689,"LEMA","2021","code.plant","species"
"462",-0.164726830175018,"LEMA","2021","code.plant","species"
"463",-0.144021197349199,"LEMA","2021","code.plant","species"
"464",-0.118157405089165,"LEMA","2021","code.plant","species"
"465",-0.24653832132441,"LEMA","2021","code.plant","species"
"466",-0.097790948655112,"LEMA","2021","code.plant","species"
"467",-0.222798126403697,"LEMA","2021","code.plant","species"
"468",-0.105565507720683,"LEMA","2021","code.plant","species"
"469",-0.148575461898812,"LEMA","2021","code.plant","species"
"470",-0.14600828104758,"LEMA","2021","code.plant","species"
"471",-0.289996568813009,"LEMA","2021","code.plant","species"
"472",-0.210577772204436,"LEMA","2021","code.plant","species"
"473",-0.0268152419444577,"LEMA","2021","code.plant","species"
"474",-0.182481375795646,"LEMA","2021","code.plant","species"
"475",-0.122162736573825,"LEMA","2021","code.plant","species"
"476",-0.154482215647549,"LEMA","2021","code.plant","species"
"477",-0.18187033846237,"LEMA","2021","code.plant","species"
