"","alpha_hat_ij_MEEL","focal","year","complexity.plant","complexity.animal"
"132",-0.267844259993863,"HOMA","2020","code.plant","species"
"133",-0.368537992551746,"HOMA","2020","code.plant","species"
"134",-0.206305555221258,"HOMA","2020","code.plant","species"
"135",-0.218683722307243,"HOMA","2020","code.plant","species"
"136",-0.120464929965225,"HOMA","2020","code.plant","species"
"137",-0.238038560289495,"HOMA","2020","code.plant","species"
"138",-0.154545906774495,"HOMA","2020","code.plant","species"
"139",-0.195872338892252,"HOMA","2020","code.plant","species"
"140",-0.0787095047571015,"HOMA","2020","code.plant","species"
"141",-0.0438939231555618,"HOMA","2020","code.plant","species"
"142",-0.252372207127545,"HOMA","2020","code.plant","species"
"143",-0.00838847783022845,"HOMA","2020","code.plant","species"
"144",-0.197251990952523,"HOMA","2020","code.plant","species"
"145",-0.17052944436011,"HOMA","2020","code.plant","species"
"146",-0.181595665876718,"HOMA","2020","code.plant","species"
"147",-0.192519142633073,"HOMA","2020","code.plant","species"
"148",-0.16257571492576,"HOMA","2020","code.plant","species"
"149",-0.24290824326292,"HOMA","2020","code.plant","species"
"150",-0.137534350203875,"HOMA","2020","code.plant","species"
"151",-0.144261553454605,"HOMA","2020","code.plant","species"
"152",0.00489228440545242,"HOMA","2020","code.plant","species"
"153",-0.293032487142572,"HOMA","2020","code.plant","species"
"154",-0.0525893471641998,"HOMA","2020","code.plant","species"
"155",-0.246017032035337,"HOMA","2020","code.plant","species"
"156",0.00320133437215042,"HOMA","2020","code.plant","species"
"157",-0.267988141766724,"HOMA","2020","code.plant","species"
"158",-0.105149642462831,"HOMA","2020","code.plant","species"
"159",-0.249399037037842,"HOMA","2020","code.plant","species"
"160",0.00463656122512068,"HOMA","2020","code.plant","species"
"161",-0.206845904419717,"HOMA","2020","code.plant","species"
"162",-0.189498325321452,"HOMA","2020","code.plant","species"
"163",-0.267034367725285,"HOMA","2020","code.plant","species"
"164",-0.238973445869321,"HOMA","2020","code.plant","species"
"165",-0.248488950051404,"HOMA","2020","code.plant","species"
"166",-0.0541806188501341,"HOMA","2020","code.plant","species"
"167",-0.136836390825626,"HOMA","2020","code.plant","species"
"168",-0.125660671924548,"HOMA","2020","code.plant","species"
"169",-0.167523172161852,"HOMA","2020","code.plant","species"
"170",-0.0633372830541181,"HOMA","2020","code.plant","species"
"171",-0.108895945604032,"HOMA","2020","code.plant","species"
"172",-0.250076546592727,"HOMA","2020","code.plant","species"
"173",-0.213722227582013,"HOMA","2020","code.plant","species"
"174",-0.251862132803027,"HOMA","2020","code.plant","species"
"175",-0.169257781780461,"HOMA","2020","code.plant","species"
"176",-0.145428959459933,"HOMA","2020","code.plant","species"
"177",-0.202723952396343,"HOMA","2020","code.plant","species"
"178",-0.117835634594699,"HOMA","2020","code.plant","species"
"179",-0.137022831096435,"HOMA","2020","code.plant","species"
"180",-0.114029554106099,"HOMA","2020","code.plant","species"
"181",-0.177571785543778,"HOMA","2020","code.plant","species"
"182",-0.0918606227882656,"HOMA","2020","code.plant","species"
"183",-0.238892526784731,"HOMA","2020","code.plant","species"
"184",-0.0904679790037181,"HOMA","2020","code.plant","species"
"185",-0.127491383418824,"HOMA","2020","code.plant","species"
"186",-0.332228471661762,"HOMA","2020","code.plant","species"
"187",-0.299591504889823,"HOMA","2020","code.plant","species"
"188",-0.24373883580047,"HOMA","2020","code.plant","species"
"189",-0.300475167883293,"HOMA","2020","code.plant","species"
"190",-0.104367669155961,"HOMA","2020","code.plant","species"
"191",-0.221403069450019,"HOMA","2020","code.plant","species"
"192",-0.131919411033217,"HOMA","2020","code.plant","species"
"193",-0.228939768476416,"HOMA","2020","code.plant","species"
"194",-0.20040305050739,"HOMA","2020","code.plant","species"
"195",-0.227579638227196,"HOMA","2020","code.plant","species"
"196",-0.240859994575757,"HOMA","2020","code.plant","species"
"197",-0.208630722638866,"HOMA","2020","code.plant","species"
"198",-0.101704963404925,"HOMA","2020","code.plant","species"
"199",-0.174081472753149,"HOMA","2020","code.plant","species"
"200",-0.0783266060770667,"HOMA","2020","code.plant","species"
"201",-0.0691802652107277,"HOMA","2020","code.plant","species"
"202",-0.169385510389672,"HOMA","2020","code.plant","species"
"203",-0.143753936675525,"HOMA","2020","code.plant","species"
"204",-0.132972521260709,"HOMA","2020","code.plant","species"
"205",-0.322742857708822,"HOMA","2020","code.plant","species"
"206",-0.00582896578889669,"HOMA","2020","code.plant","species"
"207",-0.0754825165711662,"HOMA","2020","code.plant","species"
"208",-0.27145919508822,"HOMA","2020","code.plant","species"
"209",-0.204681878854203,"HOMA","2020","code.plant","species"
"210",-0.0842362889795129,"HOMA","2020","code.plant","species"
"211",-0.13158999529568,"HOMA","2020","code.plant","species"
"212",-0.197431560045346,"HOMA","2020","code.plant","species"
"213",-0.324971613602764,"HOMA","2020","code.plant","species"
"214",-0.191468344845674,"HOMA","2020","code.plant","species"
"215",-0.2736326507024,"HOMA","2020","code.plant","species"
"216",-0.0705195981337658,"HOMA","2020","code.plant","species"
"217",-0.16854087031361,"HOMA","2020","code.plant","species"
"218",-0.0394572624066934,"HOMA","2020","code.plant","species"
"219",-0.246010424910042,"HOMA","2020","code.plant","species"
"220",-0.140140760603773,"HOMA","2020","code.plant","species"
"221",-0.194179379187638,"HOMA","2020","code.plant","species"
"222",-0.371466815715989,"HOMA","2020","code.plant","species"
"223",-0.296221311757126,"HOMA","2020","code.plant","species"
"224",-0.209934949879857,"HOMA","2020","code.plant","species"
"225",-0.258690559239723,"HOMA","2020","code.plant","species"
"226",-0.117419973117707,"HOMA","2020","code.plant","species"
"227",-0.186345058104506,"HOMA","2020","code.plant","species"
"228",-0.329439524503395,"HOMA","2020","code.plant","species"
"229",-0.125920600333962,"HOMA","2020","code.plant","species"
"230",-0.36109644602306,"HOMA","2020","code.plant","species"
"231",-0.263287225567444,"HOMA","2020","code.plant","species"
"232",-0.170594249539209,"HOMA","2020","code.plant","species"
"233",-0.121069451580563,"HOMA","2020","code.plant","species"
"234",-0.324276456258488,"HOMA","2020","code.plant","species"
"235",-0.237285706868786,"HOMA","2020","code.plant","species"
"236",-0.0779479131150289,"HOMA","2020","code.plant","species"
"237",-0.13461813110074,"HOMA","2020","code.plant","species"
"238",-0.0613240312969449,"HOMA","2020","code.plant","species"
"239",-0.292259311977567,"HOMA","2020","code.plant","species"
"240",-0.141306279357021,"HOMA","2020","code.plant","species"
"241",-0.341220785362354,"HOMA","2020","code.plant","species"
"242",-0.182555251965188,"HOMA","2020","code.plant","species"
"243",-0.25595225027588,"HOMA","2020","code.plant","species"
"244",-0.327543391964666,"HOMA","2020","code.plant","species"
"245",-0.215067084562868,"HOMA","2020","code.plant","species"
"246",-0.116471737330823,"HOMA","2020","code.plant","species"
"247",-0.244363096259564,"HOMA","2020","code.plant","species"
"248",-0.174994675629271,"HOMA","2020","code.plant","species"
"249",-0.204012005028087,"HOMA","2020","code.plant","species"
"250",-0.351743013780973,"HOMA","2020","code.plant","species"
"251",-0.233721116081469,"HOMA","2020","code.plant","species"
"252",-0.2750148295721,"HOMA","2020","code.plant","species"
"253",-0.162562322563367,"HOMA","2020","code.plant","species"
"254",-0.361591914904841,"HOMA","2020","code.plant","species"
"255",-0.119382751701533,"HOMA","2020","code.plant","species"
"256",-0.310081685732705,"HOMA","2020","code.plant","species"
"257",-0.151942870071214,"HOMA","2020","code.plant","species"
"258",-0.183288577533162,"HOMA","2020","code.plant","species"
"259",-0.0700421921151826,"HOMA","2020","code.plant","species"
"260",-0.2054097520135,"HOMA","2020","code.plant","species"
"261",-0.326068015346728,"HOMA","2020","code.plant","species"
"262",-0.292950469433556,"HOMA","2020","code.plant","species"
"263",-0.176704463900096,"HOMA","2020","code.plant","species"
"264",-0.0980281960949044,"HOMA","2020","code.plant","species"
"265",-0.184093305442501,"HOMA","2020","code.plant","species"
"266",-0.154682922011143,"HOMA","2020","code.plant","species"
"267",-0.353232457139364,"HOMA","2020","code.plant","species"
"268",-0.194832209432618,"HOMA","2020","code.plant","species"
"269",-0.249303635327128,"HOMA","2020","code.plant","species"
"270",-0.263966837151897,"HOMA","2020","code.plant","species"
"271",-0.0710017263166304,"HOMA","2020","code.plant","species"
"272",-0.291776663198508,"HOMA","2020","code.plant","species"
"273",-0.0657829301343494,"HOMA","2020","code.plant","species"
"274",-0.185226464440985,"HOMA","2020","code.plant","species"
"275",-0.343131914372407,"HOMA","2020","code.plant","species"
"276",-0.136389276496488,"HOMA","2020","code.plant","species"
"277",-0.241363189509058,"HOMA","2020","code.plant","species"
"278",-0.158060533706493,"HOMA","2020","code.plant","species"
"279",-0.133844905884934,"HOMA","2020","code.plant","species"
"280",-0.224436832905916,"HOMA","2020","code.plant","species"
"281",-0.305853715716534,"HOMA","2020","code.plant","species"
"282",-0.0998230869691878,"HOMA","2020","code.plant","species"
"283",-0.26748617920769,"HOMA","2020","code.plant","species"
"284",-0.336897676943864,"HOMA","2020","code.plant","species"
"285",-0.254706952733903,"HOMA","2020","code.plant","species"
"286",-0.271298341477196,"HOMA","2020","code.plant","species"
"287",-0.117525455977221,"HOMA","2020","code.plant","species"
"288",-0.132768962966715,"HOMA","2020","code.plant","species"
"289",-0.142545618663168,"HOMA","2020","code.plant","species"
"290",-0.295833055998126,"HOMA","2020","code.plant","species"
"291",-0.247490105941335,"HOMA","2020","code.plant","species"
"292",-0.26709583322585,"HOMA","2020","code.plant","species"
"293",-0.103904874860902,"HOMA","2020","code.plant","species"
"294",-0.129793970522557,"HOMA","2020","code.plant","species"
"295",-0.0834698226483638,"HOMA","2020","code.plant","species"
"296",-0.03070914459997,"HOMA","2020","code.plant","species"
"297",-0.257082226898967,"HOMA","2020","code.plant","species"
"298",-0.17362927696148,"HOMA","2020","code.plant","species"
"299",-0.296269110426881,"HOMA","2020","code.plant","species"
"300",-0.0761281700149073,"HOMA","2020","code.plant","species"
"301",-0.17161406922016,"HOMA","2020","code.plant","species"
"302",0.0349048734385977,"HOMA","2020","code.plant","species"
"303",-0.183930470232309,"HOMA","2020","code.plant","species"
"304",-0.157749340107587,"HOMA","2020","code.plant","species"
"305",-0.199905970361411,"HOMA","2020","code.plant","species"
"306",-0.179583292003354,"HOMA","2020","code.plant","species"
"307",-0.142437930494405,"HOMA","2020","code.plant","species"
"308",-0.30016056297081,"HOMA","2020","code.plant","species"
"309",-0.152219384232956,"HOMA","2020","code.plant","species"
"310",-0.273331778306629,"HOMA","2020","code.plant","species"
"311",-0.161205309883042,"HOMA","2020","code.plant","species"
"312",-0.218294680175197,"HOMA","2020","code.plant","species"
"313",-0.120195936839651,"HOMA","2020","code.plant","species"
"314",-0.223432316802388,"HOMA","2020","code.plant","species"
"315",-0.186030763259807,"HOMA","2020","code.plant","species"
"316",-0.277352634436015,"HOMA","2020","code.plant","species"
"317",-0.130422806548734,"HOMA","2020","code.plant","species"
"318",-0.15463454274499,"HOMA","2020","code.plant","species"
"319",-0.176569832938727,"HOMA","2020","code.plant","species"
"320",-0.30187122049181,"HOMA","2020","code.plant","species"
"321",-0.00124086009801772,"HOMA","2020","code.plant","species"
"322",-0.290814880066267,"HOMA","2020","code.plant","species"
"323",-0.296002640351683,"HOMA","2020","code.plant","species"
"324",-0.122575139040477,"HOMA","2020","code.plant","species"
"325",-0.212160493103833,"HOMA","2020","code.plant","species"
"326",-0.194912018279268,"HOMA","2020","code.plant","species"
"327",-0.0713833122663597,"HOMA","2020","code.plant","species"
"328",-0.115664835864544,"HOMA","2020","code.plant","species"
"329",-0.199196834921948,"HOMA","2020","code.plant","species"
"330",-0.223064807232885,"HOMA","2020","code.plant","species"
"331",-0.214849774478731,"HOMA","2020","code.plant","species"
"332",-0.11323335145531,"HOMA","2020","code.plant","species"
"333",-0.249714707346032,"HOMA","2020","code.plant","species"
"334",-0.149585958699316,"HOMA","2020","code.plant","species"
"335",-0.212108938005109,"HOMA","2020","code.plant","species"
"336",-0.284272106825465,"HOMA","2020","code.plant","species"
"337",-0.0995122776731125,"HOMA","2020","code.plant","species"
"338",-0.375136997405361,"HOMA","2020","code.plant","species"
"339",-0.237775284457173,"HOMA","2020","code.plant","species"
"340",-0.232780036918857,"HOMA","2020","code.plant","species"
"341",-0.151251346268416,"HOMA","2020","code.plant","species"
"342",0.00202472829929068,"HOMA","2020","code.plant","species"
"343",-0.200387627874279,"HOMA","2020","code.plant","species"
"344",-0.175354176498455,"HOMA","2020","code.plant","species"
"345",-0.235597123251461,"HOMA","2020","code.plant","species"
"346",-0.268835118404623,"HOMA","2020","code.plant","species"
"347",-0.193252685554083,"HOMA","2020","code.plant","species"
"348",-0.115703213021433,"HOMA","2020","code.plant","species"
"349",-0.244232704635324,"HOMA","2020","code.plant","species"
"350",-0.187782069229069,"HOMA","2020","code.plant","species"
"351",-0.179389935569966,"HOMA","2020","code.plant","species"
"352",-0.0632341689812597,"HOMA","2020","code.plant","species"
"353",-0.234806799335712,"HOMA","2020","code.plant","species"
"354",-0.0925234981445114,"HOMA","2020","code.plant","species"
"355",-0.330839937473622,"HOMA","2020","code.plant","species"
"356",-0.317608840317678,"HOMA","2020","code.plant","species"
"357",-0.245454850393969,"HOMA","2020","code.plant","species"
"358",-0.100225717382438,"HOMA","2020","code.plant","species"
"359",-0.191345956755451,"HOMA","2020","code.plant","species"
"360",-0.120788812977872,"HOMA","2020","code.plant","species"
"361",-0.273335807998204,"HOMA","2020","code.plant","species"
"362",-0.150268956513832,"HOMA","2020","code.plant","species"
"363",-0.0385054255054579,"HOMA","2020","code.plant","species"
"364",-0.190065186709398,"HOMA","2020","code.plant","species"
"365",-0.214593242108744,"HOMA","2020","code.plant","species"
"366",-0.0362200595869846,"HOMA","2020","code.plant","species"
"367",-0.190401864262258,"HOMA","2020","code.plant","species"
"368",-0.0832492175500722,"HOMA","2020","code.plant","species"
"369",-0.258874592106831,"HOMA","2020","code.plant","species"
"370",-0.0935021719423915,"HOMA","2020","code.plant","species"
"371",-0.379684771664437,"HOMA","2020","code.plant","species"
"372",-0.176053228141997,"HOMA","2020","code.plant","species"
"373",-0.237595570065959,"HOMA","2020","code.plant","species"
"374",-0.226856482194701,"HOMA","2020","code.plant","species"
"375",-0.135320985426732,"HOMA","2020","code.plant","species"
"376",-0.321318200681311,"HOMA","2020","code.plant","species"
"377",-0.219169250039976,"HOMA","2020","code.plant","species"
"378",-0.352122278093922,"HOMA","2020","code.plant","species"
"379",-0.0981584532334796,"HOMA","2020","code.plant","species"
"380",-0.111372834814554,"HOMA","2020","code.plant","species"
"381",-0.225461142562668,"HOMA","2020","code.plant","species"
"382",-0.17864527139404,"HOMA","2020","code.plant","species"
"383",-0.167524126682765,"HOMA","2020","code.plant","species"
"384",-0.177972185953917,"HOMA","2020","code.plant","species"
"385",-0.132260864093833,"HOMA","2020","code.plant","species"
"386",-0.186806424216877,"HOMA","2020","code.plant","species"
"387",-0.183464058296207,"HOMA","2020","code.plant","species"
"388",-0.193083440335127,"HOMA","2020","code.plant","species"
"389",-0.202739631543588,"HOMA","2020","code.plant","species"
"390",-0.200448740166232,"HOMA","2020","code.plant","species"
"391",-0.0703032958125192,"HOMA","2020","code.plant","species"
"392",-0.199941755284865,"HOMA","2020","code.plant","species"
"393",-0.137454723936279,"HOMA","2020","code.plant","species"
"394",-0.150314486883765,"HOMA","2020","code.plant","species"
"395",-0.110714967189083,"HOMA","2020","code.plant","species"
"396",-0.182672927601336,"HOMA","2020","code.plant","species"
"397",-0.163048950043952,"HOMA","2020","code.plant","species"
"398",-0.275385961074577,"HOMA","2020","code.plant","species"
"399",-0.218916057169298,"HOMA","2020","code.plant","species"
"400",-0.086679104606659,"HOMA","2020","code.plant","species"
"401",-0.0214981952415808,"HOMA","2020","code.plant","species"
"402",-0.213198417659432,"HOMA","2020","code.plant","species"
"403",-0.213451541670613,"HOMA","2020","code.plant","species"
"404",-0.173643519940692,"HOMA","2020","code.plant","species"
"405",-0.159444087381388,"HOMA","2020","code.plant","species"
"406",-0.101652314040561,"HOMA","2020","code.plant","species"
"407",-0.111088093932075,"HOMA","2020","code.plant","species"
"408",-0.260275738432763,"HOMA","2020","code.plant","species"
"409",-0.129514247953476,"HOMA","2020","code.plant","species"
"410",-0.255046395058359,"HOMA","2020","code.plant","species"
"411",-0.319103730343392,"HOMA","2020","code.plant","species"
"412",-0.0846851055880886,"HOMA","2020","code.plant","species"
"413",-0.214208210430903,"HOMA","2020","code.plant","species"
"414",-0.271561330659611,"HOMA","2020","code.plant","species"
"415",-0.158460729973903,"HOMA","2020","code.plant","species"
"416",-0.167174239595195,"HOMA","2020","code.plant","species"
"417",-0.24166546224175,"HOMA","2020","code.plant","species"
"418",-0.274640472188413,"HOMA","2020","code.plant","species"
"419",-0.30006591748407,"HOMA","2020","code.plant","species"
"420",-0.29767399673461,"HOMA","2020","code.plant","species"
"421",-0.299835998430417,"HOMA","2020","code.plant","species"
"422",-0.377242022860909,"HOMA","2020","code.plant","species"
"423",-0.0828206080913673,"HOMA","2020","code.plant","species"
"424",-0.395282716770774,"HOMA","2020","code.plant","species"
"425",-0.238113605390731,"HOMA","2020","code.plant","species"
"426",-0.205186547878285,"HOMA","2020","code.plant","species"
"427",-0.321343766430632,"HOMA","2020","code.plant","species"
"428",-0.173861617651949,"HOMA","2020","code.plant","species"
"429",-0.108772004634841,"HOMA","2020","code.plant","species"
"430",-0.135849545000538,"HOMA","2020","code.plant","species"
"431",-0.246813625826165,"HOMA","2020","code.plant","species"
"432",-0.16277127907238,"HOMA","2020","code.plant","species"
"433",-0.400422523953235,"HOMA","2020","code.plant","species"
"434",-0.159728415927189,"HOMA","2020","code.plant","species"
"435",-0.250023646045185,"HOMA","2020","code.plant","species"
"436",-0.141810977566145,"HOMA","2020","code.plant","species"
"437",-0.142892771561695,"HOMA","2020","code.plant","species"
"438",-0.13062541026512,"HOMA","2020","code.plant","species"
"439",-0.241847830866416,"HOMA","2020","code.plant","species"
"440",-0.120770533177009,"HOMA","2020","code.plant","species"
"441",-0.061692309271098,"HOMA","2020","code.plant","species"
"442",-0.222981965310858,"HOMA","2020","code.plant","species"
"443",-0.124994118152166,"HOMA","2020","code.plant","species"
"444",-0.314747681065662,"HOMA","2020","code.plant","species"
"445",-0.0938840370195626,"HOMA","2020","code.plant","species"
"446",-0.217562416300695,"HOMA","2020","code.plant","species"
"447",-0.112444093454679,"HOMA","2020","code.plant","species"
"448",-0.138846822980436,"HOMA","2020","code.plant","species"
"449",-0.259440962053426,"HOMA","2020","code.plant","species"
"450",-0.214203576124945,"HOMA","2020","code.plant","species"
"451",-0.163978941152249,"HOMA","2020","code.plant","species"
"452",-0.0218784558950474,"HOMA","2020","code.plant","species"
"453",-0.159288162927493,"HOMA","2020","code.plant","species"
"454",-0.0870414693550807,"HOMA","2020","code.plant","species"
"455",-0.153122979585387,"HOMA","2020","code.plant","species"
"456",-0.0712185048774837,"HOMA","2020","code.plant","species"
"457",-0.112373234587362,"HOMA","2020","code.plant","species"
"458",-0.231595148447044,"HOMA","2020","code.plant","species"
"459",-0.0154594841215329,"HOMA","2020","code.plant","species"
"460",-0.264509302824609,"HOMA","2020","code.plant","species"
"461",-0.164775614161691,"HOMA","2020","code.plant","species"
"462",-0.172621198491577,"HOMA","2020","code.plant","species"
"463",-0.122009894707889,"HOMA","2020","code.plant","species"
"464",-0.356626416317491,"HOMA","2020","code.plant","species"
"465",-0.153908619641594,"HOMA","2020","code.plant","species"
"466",-0.215225716783963,"HOMA","2020","code.plant","species"
"467",0.0265054219829122,"HOMA","2020","code.plant","species"
"468",-0.0579972306982061,"HOMA","2020","code.plant","species"
"469",-0.161293912994738,"HOMA","2020","code.plant","species"
"470",-0.183211112608795,"HOMA","2020","code.plant","species"
"471",-0.341531029822568,"HOMA","2020","code.plant","species"
"472",-0.29124184220994,"HOMA","2020","code.plant","species"
"473",-0.306962131383502,"HOMA","2020","code.plant","species"
"474",-0.120696554420868,"HOMA","2020","code.plant","species"
"475",-0.241217420597888,"HOMA","2020","code.plant","species"
"476",-0.143861924562981,"HOMA","2020","code.plant","species"
"477",-0.277662218714488,"HOMA","2020","code.plant","species"
"478",-0.155289513784507,"HOMA","2020","code.plant","species"
