"","gamma_H_hat_ih_beetle","beta_plant_hat_ijk_Forb_Grass","beta_plant_hat_ijk_Grass_LEMA","beta_H_hat_ijh_Grass_leafhopper","beta_H_hat_ijh_Forb_mite","focal","year","complexity.plant","complexity.animal"
"31",0.321726694808541,0.238419518189557,0.0847157829150482,-0.160986892240587,-0.128582584988699,"LEMA","All","class","group"
"32",0.1350546800795,0.173738314418737,0.0596587661635726,-0.280918058522754,-0.183162418971229,"LEMA","All","class","group"
"33",0.128684072462099,0.153768040251633,0.132148416534564,-0.287164543345978,-0.0738335731387574,"LEMA","All","class","group"
"34",0.101934952052898,0.120161686799469,0.0304362790201753,-0.165995831196081,-0.18859388523677,"LEMA","All","class","group"
"35",0.312539624301609,0.259364209818128,-0.0271016522364166,-0.123745168911701,-0.172416737710242,"LEMA","All","class","group"
"36",0.184910004316009,0.209335675262526,0.0917464106953079,-0.280747012301477,-0.124415211238518,"LEMA","All","class","group"
"37",0.263602646492772,0.270765739482421,-0.00266229700733867,-0.268837935713174,-0.0768779689067686,"LEMA","All","class","group"
"38",0.172646320284144,0.259436930551669,0.049821741608105,-0.252774081861652,-0.0992311544863757,"LEMA","All","class","group"
"39",0.302618864204511,0.0825821364349293,0.0888332733981267,-0.239467599192846,-0.228104357529037,"LEMA","All","class","group"
"40",0.170479806304877,0.182784134383245,-0.0498458879347619,-0.160665841504494,-0.168080288772017,"LEMA","All","class","group"
"41",0.115567880401124,0.0486651102163203,0.0832687535561762,-0.141938247877683,-0.190727465593212,"LEMA","All","class","group"
"42",0.321382899004223,0.0573281532106074,0.0240578451724616,-0.184674473784955,0.0196534307217027,"LEMA","All","class","group"
"43",0.213187276767156,0.129960098174898,0.0421361555417745,-0.191117477919077,-0.20960038146562,"LEMA","All","class","group"
"44",0.212933026040897,0.178623435965415,0.134282846440703,-0.0864441567073997,-0.228244694705603,"LEMA","All","class","group"
"45",0.268037710599291,0.183650269951046,0.223380747080739,-0.0805311742065804,-0.0868625862194207,"LEMA","All","class","group"
"46",0.156057317227194,0.199929267279066,0.0979433043715159,-0.106827585306142,-0.284631322074446,"LEMA","All","class","group"
"47",0.0957847942529257,0.354667286424895,0.0578669113515196,-0.0748727319562799,-0.152488929425755,"LEMA","All","class","group"
"48",0.216475698487396,0.15378480327371,0.0498339612781034,-0.282520224739347,-0.13335242215061,"LEMA","All","class","group"
"49",0.141739282930938,0.153541514748598,-0.0199556655498407,0.0136161178044132,-0.230374197467797,"LEMA","All","class","group"
"50",0.352274931874149,0.261776145399009,0.0748244519771346,-0.260698097400866,-0.245925461530829,"LEMA","All","class","group"
"51",0.224526532069707,0.101466555749853,-0.0654514232160451,-0.20907725472916,-0.24333466517922,"LEMA","All","class","group"
"52",0.430090809192379,0.142617033134208,0.252801006687811,-0.0674345939048154,-0.0188729871321559,"LEMA","All","class","group"
"53",0.213179785166816,0.0522345052092501,-0.109382011204513,-0.161097355796267,-0.12587892312933,"LEMA","All","class","group"
"54",0.267128585421099,0.127328724197499,0.106472845285568,-0.232138313122415,-0.00588822370675379,"LEMA","All","class","group"
"55",0.245487030987853,0.0158944952531199,0.0947633687339184,-0.157370410989361,-0.208149142278535,"LEMA","All","class","group"
"56",0.219003292099216,0.324720293202693,0.00074095005770336,-0.212215781029508,-0.0992841145843243,"LEMA","All","class","group"
"57",0.182600428589126,0.13091815907068,0.0941072286689888,-0.232950986989709,-0.138567971549345,"LEMA","All","class","group"
"58",0.149743370872988,0.15868699887962,0.0333184069260131,-0.0320666682240967,-0.14616345328566,"LEMA","All","class","group"
"59",0.20502726933277,0.0215682637420429,-0.0027994840699076,-0.0935578523146835,-0.0386810840037827,"LEMA","All","class","group"
"60",0.260529829623296,0.184392132030067,0.291505785234851,-0.210335267529075,0.0360581586307123,"LEMA","All","class","group"
"61",0.298380202425203,0.257510217608193,0.0725491569500449,-0.192811992633245,-0.163349088265155,"LEMA","All","class","group"
"62",0.279409830473962,0.123618984620411,0.015922751479021,-0.14423551233288,-0.0545604560880947,"LEMA","All","class","group"
"63",0.187420014519738,0.227650018155019,0.15642313553291,-0.245800059718643,-0.18499464213559,"LEMA","All","class","group"
"64",0.189680698152759,0.19569720356004,0.150804406059991,-0.175663111266885,-0.0538574397249107,"LEMA","All","class","group"
"65",0.224481306312746,0.195540176998638,0.21388631640244,-0.172218653871185,-0.21571402322021,"LEMA","All","class","group"
"66",0.223847177092192,0.0790431303539931,0.00422696681026147,-0.136827751363628,-0.174817663150913,"LEMA","All","class","group"
"67",0.235451884073266,0.0877084891752193,0.0289747082120158,-0.0456549585611093,-0.195458310779105,"LEMA","All","class","group"
"68",0.278121158683998,0.0665042294467311,0.0409633390655859,-0.161718977529807,-0.249661579164036,"LEMA","All","class","group"
"69",0.208429635112044,0.216245306691068,0.057331540586397,-0.0191706801548523,-0.164190689857075,"LEMA","All","class","group"
"70",0.249998099141661,0.00650592051514742,0.0640594762587792,-0.183152926136525,-0.193746505204231,"LEMA","All","class","group"
"71",0.198733540223193,0.195912555998731,0.179567189976544,-0.2943680115679,-0.112380193293697,"LEMA","All","class","group"
"72",0.195467944608113,0.150976694927241,0.0954099645478632,-0.343173162374315,-0.254452448541038,"LEMA","All","class","group"
"73",0.104225587745155,0.224824806542764,0.2203283458844,-0.221708957907734,-0.0398843768637682,"LEMA","All","class","group"
"74",0.258505341237519,0.0898082670415374,0.179170462858102,-0.119362382036657,-0.0749597421442647,"LEMA","All","class","group"
"75",0.273049868860731,0.0919092120053984,0.149799307160307,-0.171934344369058,-0.0771898448362375,"LEMA","All","class","group"
"76",0.252592539447438,0.0862860090452993,-0.0341078109306209,-0.30148420306221,-0.142652325877552,"LEMA","All","class","group"
"77",0.0423874842873082,0.0243432396921341,0.0395538150263377,-0.0692712642778855,-0.211836446320852,"LEMA","All","class","group"
"78",0.219018352399037,0.382172893249505,0.0171730676890325,-0.177277961552867,-0.14701980179484,"LEMA","All","class","group"
"79",0.151903880982336,0.242271595039286,0.088219140416123,-0.137211058997373,-0.0619073977774962,"LEMA","All","class","group"
"80",0.18852153069864,0.144030021175539,0.0410250518903821,-0.0275369432383218,-0.0874848994322036,"LEMA","All","class","group"
"81",0.0945761926539734,0.156979885414316,-0.00861956310088319,-0.185881815277823,-0.208123662311011,"LEMA","All","class","group"
"82",0.343173961654368,0.331255687089554,0.00289174048132468,-0.0200690698421631,-0.0265270534006973,"LEMA","All","class","group"
"83",0.169960050866582,0.29876228574835,0.0315051858865003,-0.0596864425496498,0.0159080844214261,"LEMA","All","class","group"
"84",0.197094726506398,0.104604430587881,-0.0064404535953575,-0.107025233251366,-0.00707938886514559,"LEMA","All","class","group"
"85",0.207778647669737,0.14591860860699,0.165702562581225,-0.224928634912268,-0.158123776246045,"LEMA","All","class","group"
"86",0.259116857065226,0.173171457317088,0.112709317215276,-0.221547799384337,-0.268947077306524,"LEMA","All","class","group"
"87",0.241166661433661,-0.00830638009621654,0.1080990755728,-0.185642358849571,-0.166248536252865,"LEMA","All","class","group"
"88",0.157888587203928,0.0816309458505247,0.109692908697787,-0.164986190372169,-0.192055304954927,"LEMA","All","class","group"
"89",0.1775143911191,0.226408316024563,-0.00446572725460703,-0.145945445748119,-0.0517744853585034,"LEMA","All","class","group"
"90",0.118084547350244,0.231386115229892,0.205280738320841,-0.181864706233405,-0.0432740361596191,"LEMA","All","class","group"
"91",0.194409261260162,0.213440732495551,0.201034668690209,-0.0938824057315515,-0.175068285721865,"LEMA","All","class","group"
"92",0.353270575405341,0.205598786347283,0.203015730209635,-0.190294029321156,-0.152823010147216,"LEMA","All","class","group"
"93",0.0783475694987643,0.103451487066387,0.139448584885423,-0.188970792554055,-0.224163883772665,"LEMA","All","class","group"
"94",0.189014716083974,0.232931540851304,0.110903171333756,-0.0638777048047326,-0.239786205901051,"LEMA","All","class","group"
"95",0.195966115636511,0.167932767393155,0.309557947526756,-0.146759878479394,-0.07845090444475,"LEMA","All","class","group"
"96",0.199464396256612,0.0955248056494782,0.288988837362324,-0.172987058576727,-0.2466730021273,"LEMA","All","class","group"
"97",0.249690978970875,0.0777242839341272,0.10727673553178,-0.249115260312644,-0.0945664685926126,"LEMA","All","class","group"
"98",0.19840580161622,0.167558513579087,-0.00764653119356917,-0.252357039469141,-0.0707351159402996,"LEMA","All","class","group"
"99",0.176220061594218,0.181795498239081,0.0579127888213178,-0.0287643377050869,-0.107165861195991,"LEMA","All","class","group"
"100",0.062892742450948,0.168592826639695,-0.0839664616498991,-0.0356200595482332,-0.129480282856776,"LEMA","All","class","group"
"101",0.314733497608558,0.160934716541593,-0.0602960581691052,-0.0409447120759981,-0.0389121132956589,"LEMA","All","class","group"
"102",0.167788869469539,0.0858157901522529,0.0273085212827553,-0.12323398357105,-0.0915631242768437,"LEMA","All","class","group"
"103",0.217716597506397,0.265623079072297,0.0904473446919545,-0.159658278560503,-0.0672115665476943,"LEMA","All","class","group"
"104",0.2394702482696,-0.0143226002427401,0.0521755427428658,-0.221370473805437,-0.152605745494542,"LEMA","All","class","group"
"105",0.148382095883972,0.16742267795126,0.215842823533488,-0.143397292117611,-0.0444099706864727,"LEMA","All","class","group"
"106",0.127314214503777,0.128919631224417,-0.0921981737998648,-0.112193135675599,-0.159834364869816,"LEMA","All","class","group"
"107",0.236592510031657,0.228155749880471,0.0694047063507113,-0.249428765102442,-0.108784991368026,"LEMA","All","class","group"
"108",0.175062829657449,0.0803505337200003,0.06659083686516,0.00480966486529821,-0.275733037350076,"LEMA","All","class","group"
"109",0.141051150767826,0.21336352151113,0.139181554374027,-0.166432523670112,-0.0171759687712628,"LEMA","All","class","group"
"110",0.126216150177718,0.130767652473642,0.137057908097459,-0.166226242806378,-0.185823173988957,"LEMA","All","class","group"
"111",0.122102884989861,0.0893891339883091,0.00337437553629272,-0.0720584213584917,-0.0571101848639867,"LEMA","All","class","group"
"112",0.202667224384181,0.0646846721637158,0.170881960526914,-0.317445559296555,-0.0622549766415424,"LEMA","All","class","group"
"113",0.180732713070706,0.300708260757567,0.0580163502595246,-0.155804921996515,-0.19894636648699,"LEMA","All","class","group"
"114",0.137041586480416,0.173007205387135,0.149700792439166,-0.0875222828167878,-0.21484269866921,"LEMA","All","class","group"
"115",0.244367995478352,0.130275571555095,0.163048444459285,-0.261153002266641,-0.0433144351231511,"LEMA","All","class","group"
"116",0.20218609135525,0.138172728034884,-0.0539746718036269,-0.0869485623962516,-0.196325242428762,"LEMA","All","class","group"
"117",0.263398893250881,0.129974576227658,0.124054017360774,-0.172617152816057,-0.07615257274605,"LEMA","All","class","group"
"118",0.120152769789276,0.0343346013803614,0.18253507036298,-0.111590347274281,-0.110586738434151,"LEMA","All","class","group"
"119",0.329512369875348,0.148889670008632,0.121891028256385,-0.15792013632109,-0.113016509757911,"LEMA","All","class","group"
"120",0.24645413481289,0.136210331083775,0.0818030659987796,-0.272419549393711,-0.221179215335674,"LEMA","All","class","group"
"121",0.204368495763744,0.105854334097522,0.0822315274204806,-0.308010469066748,-0.124364222506267,"LEMA","All","class","group"
"122",0.25681896072469,0.107300737573893,-0.0306883809593468,-0.145735805604179,-0.0626734685930458,"LEMA","All","class","group"
"123",0.193049966845312,-0.0224923589519295,0.00745517544519325,-0.081205540885928,-0.16883902500118,"LEMA","All","class","group"
"124",0.0643733987190844,0.217215552978195,0.149729547860936,-0.0693495283096911,-0.157148713535217,"LEMA","All","class","group"
"125",0.232538117585561,0.100431879611806,-0.0347104628733966,-0.157137340570332,-0.264354484138677,"LEMA","All","class","group"
"126",0.104509052563562,0.0807476853758153,0.158844530217248,-0.277146130873644,-0.172530583384435,"LEMA","All","class","group"
"127",0.136458849794193,0.119744343728771,-0.0722772373840209,-0.254876565572423,-0.21315005278854,"LEMA","All","class","group"
"128",0.116087444715706,0.18471294856614,-0.0917352387949584,-0.139508700870053,-0.220257823948994,"LEMA","All","class","group"
"129",0.238750078025229,0.288031123764443,0.00714085621289207,-0.0935342843415332,-0.196035179521283,"LEMA","All","class","group"
"130",0.189083005802667,0.161516616339717,-0.0350421507137559,-0.283475769323725,-0.282454935004651,"LEMA","All","class","group"
"131",0.0912060490017441,0.0382838752109134,-0.0480481369165734,-0.182999307674438,-0.168263219281243,"LEMA","All","class","group"
"132",0.299251828271959,0.424086400370147,0.105381483551293,-0.154833330542552,-0.118541913441516,"LEMA","All","class","group"
"133",0.181750479484404,0.209704015388779,-0.00179777845096818,-0.140104351558611,-0.189234093886409,"LEMA","All","class","group"
"134",0.167725163443282,0.0969735125413,0.0608881152433469,-0.0938004474048263,-0.19889496184796,"LEMA","All","class","group"
"135",0.101146944202333,0.0746462732666453,0.155084212733733,-0.255408689190441,-0.0203947479263967,"LEMA","All","class","group"
"136",0.261548002897218,0.194442119743605,0.0351402359059694,-0.297941995813113,-0.101299209244246,"LEMA","All","class","group"
"137",0.237229536070866,0.206890788217835,0.0805290475117801,-0.0507241441261427,-0.0304663521844997,"LEMA","All","class","group"
"138",0.22551262433773,0.209884554880206,0.0876855868223194,-0.181750476244779,-0.0676522406901219,"LEMA","All","class","group"
"139",0.303646825257326,0.266519541097446,0.177436612284714,-0.145908578028946,-0.161112780898091,"LEMA","All","class","group"
"140",0.251390456405487,0.0516791073932104,0.213713664754837,-0.268043979604527,-0.0976707108127032,"LEMA","All","class","group"
"141",0.211898837272758,0.121695297833414,0.0368443649938801,-0.151484435673696,-0.163963259013415,"LEMA","All","class","group"
"142",0.165593395301358,0.191665266600581,0.0968486989341675,-0.109450605927145,-0.0748568478919061,"LEMA","All","class","group"
"143",0.269099886917035,0.0247190684339282,0.153611957736119,-0.0508215634231493,-0.0357222562262455,"LEMA","All","class","group"
"144",0.237996762504788,0.149197124109127,0.00736618473335016,-0.231460042038068,-0.230471199703429,"LEMA","All","class","group"
"145",0.018068891448521,0.227040222030316,0.171940909545666,-0.157343258642556,-0.262475882756125,"LEMA","All","class","group"
"146",0.0681486230922166,0.0930420654830673,-0.0269321065403916,-0.0935914192917416,-0.207983374844093,"LEMA","All","class","group"
"147",0.19790171742156,0.117994758523764,-0.0139538463687605,-0.226402818148314,-0.125635645864592,"LEMA","All","class","group"
"148",0.208339295090889,0.307624790473164,0.153206010633462,-0.218414401502289,-0.024887548058648,"LEMA","All","class","group"
"149",0.0835833513414757,0.113945557209532,0.0244921561623581,-0.163026349954405,-0.106672586898736,"LEMA","All","class","group"
"150",0.105917393275791,0.282794557121216,-0.119296216034901,-0.156987130080288,0.0044806539398019,"LEMA","All","class","group"
"151",0.107447382828508,0.107549285675319,0.153714304033404,-0.125481958336631,-0.11894082043558,"LEMA","All","class","group"
"152",0.342640144431739,0.181328819862852,-0.116320167383147,-0.0406275365837929,-0.110422976826827,"LEMA","All","class","group"
"153",0.28228892924813,0.0474388633107183,0.0552065284244676,-0.223957541663447,-0.118486462431832,"LEMA","All","class","group"
"154",0.114183989166373,0.111155376575937,0.122055085072943,-0.273164771594383,-0.241479898306458,"LEMA","All","class","group"
"155",0.276715279104338,0.132699943339797,0.270571761052773,-0.130122854593293,-0.179404161797265,"LEMA","All","class","group"
"156",0.225629422131323,0.175441582389425,-0.0296696456110682,-0.205494235067576,-0.053243901938427,"LEMA","All","class","group"
"157",0.19226091243198,0.238950644992363,0.166037882606534,-0.192429663324961,-0.10514103372337,"LEMA","All","class","group"
"158",0.189175349016186,0.133601786212605,0.0518025992254918,-0.159440744409784,-0.0675554732821524,"LEMA","All","class","group"
"159",0.170046197811617,0.0116057726906478,0.0172044399425653,-0.101970449977869,-0.173730429792604,"LEMA","All","class","group"
"160",0.154892031432485,-0.0419960623507348,0.0601390379178746,-0.0978754259058718,-0.171046092092216,"LEMA","All","class","group"
"161",0.260544321133789,0.10947030626144,0.137229264840195,-0.128201559029469,-0.0570121919189744,"LEMA","All","class","group"
"162",0.269586090837449,0.199574256951268,0.113266365597096,-0.337886522660539,-0.106481377563855,"LEMA","All","class","group"
"163",0.190822512590556,0.290388038402623,0.141236218750129,-0.193988567014677,-0.0666839896913449,"LEMA","All","class","group"
"164",0.0788697293634029,0.314575510489786,0.200611665983225,-0.299841884863381,-0.0901365231061781,"LEMA","All","class","group"
"165",0.304393324350885,0.189888238247326,0.293810524225708,-0.300539720024812,-0.0592127812827233,"LEMA","All","class","group"
"166",0.208820636010175,0.176452027009655,0.0703013701649344,-0.17010908218115,-0.0777197148635831,"LEMA","All","class","group"
"167",0.137293129641588,0.212435308527471,-0.0744256271992128,-0.13628299826286,-0.164799901321008,"LEMA","All","class","group"
"168",0.252352100001584,0.14466273031943,0.295332154606366,-0.106023989752544,-0.146742874103971,"LEMA","All","class","group"
"169",0.315429687561841,0.0809758781886907,0.0948194547751908,-0.197103560111637,-0.308894354623345,"LEMA","All","class","group"
"170",0.270519950520039,0.0684302884732015,0.0949961606242264,-0.241789514590158,0.0289007443087286,"LEMA","All","class","group"
"171",0.161875821965817,0.103052795528553,0.0433661928611924,-0.108573717324311,-0.142708867910161,"LEMA","All","class","group"
"172",0.0685116801165495,0.224414313141993,0.223334373340556,-0.139007755200518,-0.148575192776305,"LEMA","All","class","group"
"173",0.232821506907867,0.0672285485777822,0.123752145677491,-0.276296416220134,-0.189400160994552,"LEMA","All","class","group"
"174",0.224472743632912,0.160318969906473,0.122406700005517,-0.319761094562513,-0.158048898286631,"LEMA","All","class","group"
"175",0.260081983415623,0.240506893960196,0.0228223149017059,-0.220553320080308,-0.149707696126284,"LEMA","All","class","group"
"176",0.248736642081319,-0.00350409104262361,0.0523407360486434,-0.220781683624559,-0.268589485672488,"LEMA","All","class","group"
"177",0.130283150171898,0.153684334439695,0.115486320804118,-0.0695321776448981,-0.256197874032697,"LEMA","All","class","group"
"178",0.0685250297197486,0.155415233984063,-0.0120326602415241,-0.142325030673179,-0.0957932215230146,"LEMA","All","class","group"
"179",0.122651297646486,0.248518830682949,0.0390589401355608,-0.212182779478802,-0.107041327473312,"LEMA","All","class","group"
"180",0.0719696672390802,0.277910095311956,0.0906659289090386,-0.214267569625435,-0.270868165544418,"LEMA","All","class","group"
"181",0.0173240898801441,0.159642990805347,0.0771232049553741,-0.0753397674436459,-0.107215415145018,"LEMA","All","class","group"
"182",0.275257718114761,0.165670333471112,0.0524684120901118,-0.025548658143694,-0.0885700282078383,"LEMA","All","class","group"
"183",0.326685218083906,0.253948260421551,0.212530802012855,-0.13611335851039,-0.120186715558113,"LEMA","All","class","group"
"184",0.338423767589621,0.263426974053224,0.0254444622426202,-0.00912962659368233,-0.03008986584468,"LEMA","All","class","group"
"185",0.124253524868403,0.148427201900003,-0.072355016457021,-0.131387484148785,-0.161904387457552,"LEMA","All","class","group"
"186",0.141277377366037,0.0448340341490465,-0.127604144388911,-0.113821626813576,-0.182230172544526,"LEMA","All","class","group"
"187",0.124803258203617,0.210411299136505,0.0868077742781861,-0.0975934860231589,-0.12656553739352,"LEMA","All","class","group"
"188",0.306726025990836,0.179899223015188,0.0616993770277974,0.0133807815757767,-0.0407081840876582,"LEMA","All","class","group"
"189",0.14013094879639,0.161569341083423,0.106517947964813,-0.173077495360486,-0.222738480437898,"LEMA","All","class","group"
"190",0.127455638511756,0.123520554363002,0.0281291707442717,-0.136153272095193,-0.269508512896065,"LEMA","All","class","group"
"191",0.33061506992026,0.151266373252622,-0.0346044864587938,-0.234152120604686,-0.0558464975302451,"LEMA","All","class","group"
"192",0.130441746294353,0.164918357448723,0.20665775828113,-0.156213337677017,-0.133346216639627,"LEMA","All","class","group"
"193",0.355542592377186,0.145325982257122,0.0277936114372337,-0.24860864882498,-0.0919964908637403,"LEMA","All","class","group"
"194",0.129276076047493,0.135710637485938,-0.00951556230161565,-0.155344222064263,-0.192209257431084,"LEMA","All","class","group"
"195",0.284731222165512,0.124042428594175,0.074236991181388,-0.139851542230898,-0.170665905757804,"LEMA","All","class","group"
"196",0.21598955823467,0.119342896095912,0.0527970215374511,-0.286529341542729,-0.218271312555655,"LEMA","All","class","group"
"197",0.24723811640246,0.160565820813784,-0.0150784341212697,0.0128902495990282,-0.108465019853648,"LEMA","All","class","group"
"198",0.15778634458935,0.0209538944800414,-0.0720377213875752,-0.148726589979063,-0.219274855443319,"LEMA","All","class","group"
"199",0.358132192017353,0.0931826827579283,0.0602701656205418,-0.0398426254056189,-0.348014211642994,"LEMA","All","class","group"
"200",0.165722788211528,0.198913321113696,0.0396574707646262,-0.186505679872844,-0.217763311946223,"LEMA","All","class","group"
"201",0.110877197634656,0.291343529788825,-0.000321351310835438,-0.147520392543273,-0.115031357897355,"LEMA","All","class","group"
"202",0.204468948720005,0.13020493154151,0.122252919050896,-0.320884336305514,-0.0754196875008162,"LEMA","All","class","group"
"203",0.195943008145541,0.0782425823076192,-0.0194134334290056,-0.0838788249786353,-0.175253378973452,"LEMA","All","class","group"
"204",0.122885628680379,0.157726943558687,0.0755167239614472,-0.188540816142884,-0.230111461169812,"LEMA","All","class","group"
"205",0.163576833116,0.244979285260016,0.0368740737511091,-0.201575780006137,-0.10501206442607,"LEMA","All","class","group"
"206",0.190804467180657,0.252056075748147,-0.055207844111349,-0.241496838856007,-0.052619991384083,"LEMA","All","class","group"
"207",0.0483970355041987,0.18997105029693,0.208139421965437,-0.203244704193518,-0.186757153283001,"LEMA","All","class","group"
"208",0.329132690612571,0.207930979958919,0.175781075036875,-0.232271205920318,0.00425594356109982,"LEMA","All","class","group"
"209",0.276336062541256,0.226566992304016,0.150553764475745,-0.072162789230133,-0.209352761695702,"LEMA","All","class","group"
"210",0.260785673915558,0.166097043097478,0.0518254958402484,-0.0864529106987254,-0.217979178269663,"LEMA","All","class","group"
"211",0.240749403789984,0.220433185347504,0.0871555543541449,-0.113186044530441,-0.343359244622494,"LEMA","All","class","group"
"212",0.175323200573543,0.154133614673375,0.0203432012473481,-0.260313367945869,-0.147625484479259,"LEMA","All","class","group"
"213",0.0768633450097036,0.0335712351130641,-0.020004811099317,-0.11312716278224,-0.10669556504922,"LEMA","All","class","group"
"214",0.261340761245816,0.180735133792405,0.0904865726434698,-0.246417229477778,-0.2120170165019,"LEMA","All","class","group"
"215",0.0892778049261018,0.14156833453202,0.141230984503746,-0.123202368927589,-0.190581784992139,"LEMA","All","class","group"
"216",0.181320520190306,0.0446903222203487,-0.0303637416678466,-0.143100271188455,-0.146250626419222,"LEMA","All","class","group"
"217",0.147255269470477,0.235377230365669,0.00379675180653161,-0.149803709021413,-0.169296615096708,"LEMA","All","class","group"
"218",0.163742360494125,0.180027474550944,-0.00259426971389376,-0.119078146700489,-0.259574568085415,"LEMA","All","class","group"
"219",0.316250816326076,0.233798011531804,0.154729263002699,-0.211936611292153,-0.168306028935577,"LEMA","All","class","group"
"220",0.353254282542208,0.143960354027792,0.0343883170606039,-0.034566448617354,-0.10227094391453,"LEMA","All","class","group"
"221",0.216802729744733,0.220170013867384,-0.029975844318636,-0.403123095080278,-0.106052339022664,"LEMA","All","class","group"
"222",0.26470330830181,0.208617509260126,-0.0438603469513036,-0.278033304389263,0.0139940723073564,"LEMA","All","class","group"
"223",0.43329138491774,0.0573025721806892,-0.039089450135115,-0.128721286984724,-0.101191283172943,"LEMA","All","class","group"
"224",-0.0358018263602936,0.19675362815031,-0.12963841005088,-0.243852434415725,-0.219129706598069,"LEMA","All","class","group"
"225",0.190727035619794,0.122447800255458,-0.0783856627381562,-0.112257639781646,-0.195578311962936,"LEMA","All","class","group"
"226",0.205002018502815,0.127176483846964,-0.0247451246648493,-0.0579435558500361,-0.172468535835229,"LEMA","All","class","group"
"227",0.0684425143202452,0.182760176462693,0.230177203093076,-0.31232311065857,-0.102045645620927,"LEMA","All","class","group"
"228",0.227890866416634,0.112679637024193,0.0554669403579495,-0.226958426305378,-0.205672642794231,"LEMA","All","class","group"
"229",0.17884355605014,0.311019258240897,0.216476232587478,-0.255107817759997,-0.22705120621269,"LEMA","All","class","group"
"230",0.191976659510029,0.110645005876132,0.122131840888096,-0.367300032393173,-0.0917720406009789,"LEMA","All","class","group"
