"","alpha_hat_ij_LEMA","focal","year","complexity.plant","complexity.animal"
"49",-0.00641994293356851,"CHFU","2019","code.plant","species"
"50",-0.14709879106486,"CHFU","2019","code.plant","species"
"51",-0.0665507861798094,"CHFU","2019","code.plant","species"
"52",-0.221392880770029,"CHFU","2019","code.plant","species"
"53",-0.0893567200907588,"CHFU","2019","code.plant","species"
"54",-0.242953327368888,"CHFU","2019","code.plant","species"
"55",-0.11540467824825,"CHFU","2019","code.plant","species"
"56",-0.245638063099733,"CHFU","2019","code.plant","species"
"57",-0.29623354762176,"CHFU","2019","code.plant","species"
"58",-0.2370267548555,"CHFU","2019","code.plant","species"
"59",-0.26200719781947,"CHFU","2019","code.plant","species"
"60",-0.269772296187912,"CHFU","2019","code.plant","species"
"61",-0.285165831936732,"CHFU","2019","code.plant","species"
"62",-0.0980285472356498,"CHFU","2019","code.plant","species"
"63",-0.314320964560793,"CHFU","2019","code.plant","species"
"64",-0.263482581553756,"CHFU","2019","code.plant","species"
"65",-0.1697730261865,"CHFU","2019","code.plant","species"
"66",-0.110418104739582,"CHFU","2019","code.plant","species"
"67",-0.174734984185018,"CHFU","2019","code.plant","species"
"68",-0.219715353608124,"CHFU","2019","code.plant","species"
"69",-0.245180431590431,"CHFU","2019","code.plant","species"
"70",0.0459559228291186,"CHFU","2019","code.plant","species"
"71",-0.0922264885192491,"CHFU","2019","code.plant","species"
"72",-0.194683823533694,"CHFU","2019","code.plant","species"
"73",-0.242248162517957,"CHFU","2019","code.plant","species"
"74",-0.222909376597582,"CHFU","2019","code.plant","species"
"75",-0.110094881110182,"CHFU","2019","code.plant","species"
"76",-0.282360351066117,"CHFU","2019","code.plant","species"
"77",-0.158319343939761,"CHFU","2019","code.plant","species"
"78",-0.0596877779175753,"CHFU","2019","code.plant","species"
"79",-0.11517662991671,"CHFU","2019","code.plant","species"
"80",-0.198682019738835,"CHFU","2019","code.plant","species"
"81",-0.195970940713774,"CHFU","2019","code.plant","species"
"82",-0.244625740812117,"CHFU","2019","code.plant","species"
"83",-0.301592809721613,"CHFU","2019","code.plant","species"
"84",-0.137171215573892,"CHFU","2019","code.plant","species"
"85",-0.119594063855998,"CHFU","2019","code.plant","species"
"86",-0.0947221460825913,"CHFU","2019","code.plant","species"
"87",-0.155214517468748,"CHFU","2019","code.plant","species"
"88",-0.174771599799443,"CHFU","2019","code.plant","species"
"89",-0.0648741557385173,"CHFU","2019","code.plant","species"
"90",-0.279201295453894,"CHFU","2019","code.plant","species"
"91",-0.234487038614458,"CHFU","2019","code.plant","species"
"92",-0.184732259933021,"CHFU","2019","code.plant","species"
"93",-0.129964342855136,"CHFU","2019","code.plant","species"
"94",-0.241541073258551,"CHFU","2019","code.plant","species"
"95",0.00595277678890915,"CHFU","2019","code.plant","species"
"96",-0.228114701122711,"CHFU","2019","code.plant","species"
"97",-0.190236285849707,"CHFU","2019","code.plant","species"
"98",-0.0929562741834418,"CHFU","2019","code.plant","species"
"99",-0.283219120686815,"CHFU","2019","code.plant","species"
"100",-0.291097551450626,"CHFU","2019","code.plant","species"
"101",-0.00612078761328916,"CHFU","2019","code.plant","species"
"102",-0.162927068679501,"CHFU","2019","code.plant","species"
"103",-0.215422251435497,"CHFU","2019","code.plant","species"
"104",-0.138308134647717,"CHFU","2019","code.plant","species"
"105",-0.0617328502208591,"CHFU","2019","code.plant","species"
"106",-0.276897840680119,"CHFU","2019","code.plant","species"
"107",-0.00529048224425133,"CHFU","2019","code.plant","species"
"108",-0.155385891111595,"CHFU","2019","code.plant","species"
"109",-0.245588603758403,"CHFU","2019","code.plant","species"
"110",-0.249658786007836,"CHFU","2019","code.plant","species"
"111",-0.100829594636064,"CHFU","2019","code.plant","species"
"112",-0.0566606852211603,"CHFU","2019","code.plant","species"
"113",-0.159723765063983,"CHFU","2019","code.plant","species"
"114",-0.178479325060988,"CHFU","2019","code.plant","species"
"115",-0.2210199508608,"CHFU","2019","code.plant","species"
"116",-0.219674636784241,"CHFU","2019","code.plant","species"
"117",-0.191682828302292,"CHFU","2019","code.plant","species"
"118",-0.15819925834038,"CHFU","2019","code.plant","species"
"119",-0.10294611105525,"CHFU","2019","code.plant","species"
"120",-0.18516488678583,"CHFU","2019","code.plant","species"
"121",-0.0723150103757413,"CHFU","2019","code.plant","species"
"122",-0.154100674559286,"CHFU","2019","code.plant","species"
"123",-0.235418369785087,"CHFU","2019","code.plant","species"
"124",-0.101975960671331,"CHFU","2019","code.plant","species"
"125",-0.118579931013995,"CHFU","2019","code.plant","species"
"126",-0.0938020697986014,"CHFU","2019","code.plant","species"
"127",-0.211644994754314,"CHFU","2019","code.plant","species"
"128",-0.0333274018003747,"CHFU","2019","code.plant","species"
"129",-0.0682527682031114,"CHFU","2019","code.plant","species"
"130",-0.0736270363897575,"CHFU","2019","code.plant","species"
"131",-0.265778239043426,"CHFU","2019","code.plant","species"
"132",-0.145371503203497,"CHFU","2019","code.plant","species"
"133",-0.238941272770315,"CHFU","2019","code.plant","species"
"134",-0.200704305914553,"CHFU","2019","code.plant","species"
"135",-0.230634884793031,"CHFU","2019","code.plant","species"
"136",-0.0845511266714829,"CHFU","2019","code.plant","species"
"137",-0.000633777769651345,"CHFU","2019","code.plant","species"
"138",-0.125810996508562,"CHFU","2019","code.plant","species"
"139",-0.259676586390343,"CHFU","2019","code.plant","species"
"140",-0.260165954602229,"CHFU","2019","code.plant","species"
"141",-0.266109744121441,"CHFU","2019","code.plant","species"
"142",-0.163062440040252,"CHFU","2019","code.plant","species"
"143",-0.163930263195973,"CHFU","2019","code.plant","species"
"144",-0.148928888107592,"CHFU","2019","code.plant","species"
"145",-0.135602302522817,"CHFU","2019","code.plant","species"
"146",-0.154842896421372,"CHFU","2019","code.plant","species"
"147",-0.0651742095515572,"CHFU","2019","code.plant","species"
"148",-0.247698556142582,"CHFU","2019","code.plant","species"
"149",-0.154120416617304,"CHFU","2019","code.plant","species"
"150",-0.152051895889801,"CHFU","2019","code.plant","species"
"151",-0.156160702873691,"CHFU","2019","code.plant","species"
"152",-0.0718759258165036,"CHFU","2019","code.plant","species"
"153",-0.218428047843544,"CHFU","2019","code.plant","species"
"154",-0.0917778828709922,"CHFU","2019","code.plant","species"
"155",-0.168605291585761,"CHFU","2019","code.plant","species"
"156",-0.149218113656164,"CHFU","2019","code.plant","species"
"157",-0.156975964425329,"CHFU","2019","code.plant","species"
"158",-0.111966487876242,"CHFU","2019","code.plant","species"
"159",-0.0571425856754427,"CHFU","2019","code.plant","species"
"160",-0.209964015287578,"CHFU","2019","code.plant","species"
"161",-0.0742841965432756,"CHFU","2019","code.plant","species"
"162",-0.232354266722494,"CHFU","2019","code.plant","species"
"163",-0.146679574202817,"CHFU","2019","code.plant","species"
"164",-0.0406269156056597,"CHFU","2019","code.plant","species"
"165",-0.0439650061915254,"CHFU","2019","code.plant","species"
"166",-0.0594421352065413,"CHFU","2019","code.plant","species"
"167",-0.250033917694786,"CHFU","2019","code.plant","species"
"168",-0.306457239395759,"CHFU","2019","code.plant","species"
"169",-0.254284340736099,"CHFU","2019","code.plant","species"
"170",-0.0533686876375019,"CHFU","2019","code.plant","species"
"171",-0.248187535577164,"CHFU","2019","code.plant","species"
"172",-0.145995332700853,"CHFU","2019","code.plant","species"
"173",-0.0588594826672371,"CHFU","2019","code.plant","species"
"174",-0.253402825613193,"CHFU","2019","code.plant","species"
"175",-0.0970976975602882,"CHFU","2019","code.plant","species"
"176",-0.253185597925831,"CHFU","2019","code.plant","species"
"177",-0.28893378668711,"CHFU","2019","code.plant","species"
"178",-0.0969498317482808,"CHFU","2019","code.plant","species"
"179",-0.190089241154255,"CHFU","2019","code.plant","species"
"180",-0.175611215404478,"CHFU","2019","code.plant","species"
"181",-0.0740179277798626,"CHFU","2019","code.plant","species"
"182",-0.237130672175315,"CHFU","2019","code.plant","species"
"183",-0.161081727607251,"CHFU","2019","code.plant","species"
"184",-0.191755496867597,"CHFU","2019","code.plant","species"
"185",-0.144548344847223,"CHFU","2019","code.plant","species"
"186",-0.146596073519877,"CHFU","2019","code.plant","species"
"187",-0.218040537104137,"CHFU","2019","code.plant","species"
"188",-0.059342650999116,"CHFU","2019","code.plant","species"
"189",-0.174078518716005,"CHFU","2019","code.plant","species"
"190",-0.218004429785252,"CHFU","2019","code.plant","species"
"191",-0.153807653863763,"CHFU","2019","code.plant","species"
"192",-0.226116296017243,"CHFU","2019","code.plant","species"
"193",-0.0233573257367692,"CHFU","2019","code.plant","species"
"194",-0.141383127224935,"CHFU","2019","code.plant","species"
"195",-0.0845456941142086,"CHFU","2019","code.plant","species"
"196",-0.101851638260493,"CHFU","2019","code.plant","species"
"197",-0.302042371641292,"CHFU","2019","code.plant","species"
"198",-0.119200471439735,"CHFU","2019","code.plant","species"
"199",-0.138108993537989,"CHFU","2019","code.plant","species"
"200",-0.114406491312484,"CHFU","2019","code.plant","species"
"201",-0.0369770625433814,"CHFU","2019","code.plant","species"
"202",-0.140977497103777,"CHFU","2019","code.plant","species"
"203",-0.184940839176348,"CHFU","2019","code.plant","species"
"204",-0.151891069806158,"CHFU","2019","code.plant","species"
"205",-0.156453390110075,"CHFU","2019","code.plant","species"
"206",0.0153148876495099,"CHFU","2019","code.plant","species"
"207",-0.224712041275629,"CHFU","2019","code.plant","species"
"208",-0.0704482949316122,"CHFU","2019","code.plant","species"
"209",-0.226135875122663,"CHFU","2019","code.plant","species"
"210",-0.154304983584608,"CHFU","2019","code.plant","species"
"211",-0.117233860445813,"CHFU","2019","code.plant","species"
"212",-0.196200032022631,"CHFU","2019","code.plant","species"
"213",-0.0964477945193477,"CHFU","2019","code.plant","species"
"214",-0.219036485506374,"CHFU","2019","code.plant","species"
"215",-0.146907399774217,"CHFU","2019","code.plant","species"
"216",-0.168202543448677,"CHFU","2019","code.plant","species"
"217",-0.14033854597414,"CHFU","2019","code.plant","species"
"218",-0.135578403065377,"CHFU","2019","code.plant","species"
"219",-0.119097438904383,"CHFU","2019","code.plant","species"
"220",-0.0361809512718388,"CHFU","2019","code.plant","species"
"221",-0.221333166944672,"CHFU","2019","code.plant","species"
"222",-0.248564930791122,"CHFU","2019","code.plant","species"
"223",-0.223578168288419,"CHFU","2019","code.plant","species"
"224",-0.0449028513674665,"CHFU","2019","code.plant","species"
"225",-0.129436179331198,"CHFU","2019","code.plant","species"
"226",8.12049522938008e-05,"CHFU","2019","code.plant","species"
"227",-0.0248903256966925,"CHFU","2019","code.plant","species"
"228",-0.27886906941903,"CHFU","2019","code.plant","species"
"229",-0.144360617859779,"CHFU","2019","code.plant","species"
"230",-0.150698557090788,"CHFU","2019","code.plant","species"
"231",-0.149773118343274,"CHFU","2019","code.plant","species"
"232",-0.271123489020771,"CHFU","2019","code.plant","species"
"233",-0.122492073745335,"CHFU","2019","code.plant","species"
"234",-0.192969553897339,"CHFU","2019","code.plant","species"
"235",-0.305094662644931,"CHFU","2019","code.plant","species"
"236",-0.117953289764367,"CHFU","2019","code.plant","species"
"237",-0.24295457848675,"CHFU","2019","code.plant","species"
"238",-0.246114356725656,"CHFU","2019","code.plant","species"
"239",-0.206692422582653,"CHFU","2019","code.plant","species"
"240",-0.176576943039557,"CHFU","2019","code.plant","species"
"241",-0.129733961196195,"CHFU","2019","code.plant","species"
"242",-0.219516188575094,"CHFU","2019","code.plant","species"
"243",-0.00714027632537728,"CHFU","2019","code.plant","species"
"244",-0.186737877202286,"CHFU","2019","code.plant","species"
"245",-0.214958208089303,"CHFU","2019","code.plant","species"
"246",-0.332703933174023,"CHFU","2019","code.plant","species"
"247",-0.107378024198116,"CHFU","2019","code.plant","species"
"248",-0.000119994593749229,"CHFU","2019","code.plant","species"
"249",-0.270025786254975,"CHFU","2019","code.plant","species"
"250",-0.244895292970361,"CHFU","2019","code.plant","species"
"251",-0.242025131720781,"CHFU","2019","code.plant","species"
"252",-0.0759892317085745,"CHFU","2019","code.plant","species"
"253",-0.0804479826229539,"CHFU","2019","code.plant","species"
"254",-0.300661156001618,"CHFU","2019","code.plant","species"
"255",-0.184467563300618,"CHFU","2019","code.plant","species"
"256",-0.312523158011644,"CHFU","2019","code.plant","species"
"257",-0.166578771888837,"CHFU","2019","code.plant","species"
"258",-0.231482581331999,"CHFU","2019","code.plant","species"
"259",-0.167664543547516,"CHFU","2019","code.plant","species"
"260",-0.156753704000665,"CHFU","2019","code.plant","species"
"261",-0.198877623004972,"CHFU","2019","code.plant","species"
"262",-0.233105770618486,"CHFU","2019","code.plant","species"
"263",-0.132383443563344,"CHFU","2019","code.plant","species"
"264",-0.0954786541827628,"CHFU","2019","code.plant","species"
"265",-0.0577359487747138,"CHFU","2019","code.plant","species"
"266",-0.135081730645016,"CHFU","2019","code.plant","species"
"267",-0.197733460578298,"CHFU","2019","code.plant","species"
"268",-0.0888882447409195,"CHFU","2019","code.plant","species"
"269",-0.175957462878034,"CHFU","2019","code.plant","species"
"270",-0.169010681198951,"CHFU","2019","code.plant","species"
"271",-0.201259246359576,"CHFU","2019","code.plant","species"
"272",-0.151598960662945,"CHFU","2019","code.plant","species"
"273",-0.177105496465245,"CHFU","2019","code.plant","species"
"274",-0.2482665754268,"CHFU","2019","code.plant","species"
"275",-0.0747680667723548,"CHFU","2019","code.plant","species"
"276",-0.179927475481581,"CHFU","2019","code.plant","species"
"277",-0.240696126362442,"CHFU","2019","code.plant","species"
"278",-0.0995234845122679,"CHFU","2019","code.plant","species"
"279",-0.0659150792728798,"CHFU","2019","code.plant","species"
"280",-0.127821638740509,"CHFU","2019","code.plant","species"
"281",-0.203732431383038,"CHFU","2019","code.plant","species"
"282",-0.131433737987658,"CHFU","2019","code.plant","species"
"283",-0.236214796312314,"CHFU","2019","code.plant","species"
"284",-0.101837627816667,"CHFU","2019","code.plant","species"
"285",-0.21257282797357,"CHFU","2019","code.plant","species"
"286",-0.26006548903804,"CHFU","2019","code.plant","species"
"287",-0.0915695820289696,"CHFU","2019","code.plant","species"
"288",-0.17682366010666,"CHFU","2019","code.plant","species"
"289",-0.138172986778722,"CHFU","2019","code.plant","species"
"290",-0.110590882595348,"CHFU","2019","code.plant","species"
"291",-0.183839709924263,"CHFU","2019","code.plant","species"
"292",-0.237909907661211,"CHFU","2019","code.plant","species"
"293",-0.183797840123209,"CHFU","2019","code.plant","species"
"294",-0.191300817547335,"CHFU","2019","code.plant","species"
"295",-0.302696608297668,"CHFU","2019","code.plant","species"
"296",-0.102166219529485,"CHFU","2019","code.plant","species"
"297",-0.270463646587296,"CHFU","2019","code.plant","species"
"298",-0.216240669976836,"CHFU","2019","code.plant","species"
"299",-0.327327455247073,"CHFU","2019","code.plant","species"
"300",-0.208139700262543,"CHFU","2019","code.plant","species"
"301",-0.1355434472476,"CHFU","2019","code.plant","species"
"302",-0.171893147450158,"CHFU","2019","code.plant","species"
"303",-0.196405822225593,"CHFU","2019","code.plant","species"
"304",-0.0506860602883192,"CHFU","2019","code.plant","species"
"305",-0.15858622655323,"CHFU","2019","code.plant","species"
"306",-0.116216104091095,"CHFU","2019","code.plant","species"
"307",-0.16132234903648,"CHFU","2019","code.plant","species"
"308",-0.113941965423392,"CHFU","2019","code.plant","species"
"309",-0.159284405595042,"CHFU","2019","code.plant","species"
"310",-0.195316386379882,"CHFU","2019","code.plant","species"
"311",-0.164333468278975,"CHFU","2019","code.plant","species"
"312",-0.131214491865751,"CHFU","2019","code.plant","species"
"313",-0.0842068676276108,"CHFU","2019","code.plant","species"
"314",-0.217474521426668,"CHFU","2019","code.plant","species"
"315",-0.277133536617834,"CHFU","2019","code.plant","species"
"316",-0.165471052258582,"CHFU","2019","code.plant","species"
"317",-0.361814960961278,"CHFU","2019","code.plant","species"
"318",-0.13201983509703,"CHFU","2019","code.plant","species"
"319",-0.0917198087522766,"CHFU","2019","code.plant","species"
"320",-0.00646495060199603,"CHFU","2019","code.plant","species"
"321",-0.106950127814789,"CHFU","2019","code.plant","species"
"322",-0.0385076970372435,"CHFU","2019","code.plant","species"
"323",-0.158292710330147,"CHFU","2019","code.plant","species"
"324",-0.155466627854302,"CHFU","2019","code.plant","species"
"325",-0.128106867538141,"CHFU","2019","code.plant","species"
"326",-0.184768859539568,"CHFU","2019","code.plant","species"
"327",-0.302545307808921,"CHFU","2019","code.plant","species"
"328",-0.140565641039579,"CHFU","2019","code.plant","species"
"329",-0.185079072742864,"CHFU","2019","code.plant","species"
"330",-0.273891507853614,"CHFU","2019","code.plant","species"
"331",-0.0609704347163216,"CHFU","2019","code.plant","species"
"332",-0.116749285565119,"CHFU","2019","code.plant","species"
"333",-0.334655459658492,"CHFU","2019","code.plant","species"
"334",-0.216590927128183,"CHFU","2019","code.plant","species"
"335",-0.146933312999335,"CHFU","2019","code.plant","species"
"336",-0.162876464458128,"CHFU","2019","code.plant","species"
"337",-0.161522331571094,"CHFU","2019","code.plant","species"
"338",-0.0825653163390677,"CHFU","2019","code.plant","species"
"339",-0.244599434951935,"CHFU","2019","code.plant","species"
"340",-0.134203643583539,"CHFU","2019","code.plant","species"
"341",-0.0423827713021599,"CHFU","2019","code.plant","species"
"342",-0.207569337314043,"CHFU","2019","code.plant","species"
"343",-0.265547586864531,"CHFU","2019","code.plant","species"
"344",-0.17746886369244,"CHFU","2019","code.plant","species"
"345",-0.291980229052017,"CHFU","2019","code.plant","species"
"346",-0.180857041712442,"CHFU","2019","code.plant","species"
"347",-0.274751033363902,"CHFU","2019","code.plant","species"
"348",-0.200253132885317,"CHFU","2019","code.plant","species"
"349",-0.263164394182024,"CHFU","2019","code.plant","species"
"350",-0.248265534352537,"CHFU","2019","code.plant","species"
"351",-0.0788383849417538,"CHFU","2019","code.plant","species"
"352",-0.28981395757132,"CHFU","2019","code.plant","species"
"353",-0.123151410996293,"CHFU","2019","code.plant","species"
"354",-0.160404169941286,"CHFU","2019","code.plant","species"
"355",-0.249587543449392,"CHFU","2019","code.plant","species"
"356",-0.127170076766842,"CHFU","2019","code.plant","species"
"357",-0.154468637776815,"CHFU","2019","code.plant","species"
"358",-0.192022651492867,"CHFU","2019","code.plant","species"
"359",-0.26310046630136,"CHFU","2019","code.plant","species"
"360",-0.0698096793334954,"CHFU","2019","code.plant","species"
"361",-0.231465072517887,"CHFU","2019","code.plant","species"
"362",-0.0984542868296028,"CHFU","2019","code.plant","species"
"363",-0.171257733884935,"CHFU","2019","code.plant","species"
"364",-0.138878617747889,"CHFU","2019","code.plant","species"
"365",-0.198215827834938,"CHFU","2019","code.plant","species"
"366",-0.111390616944193,"CHFU","2019","code.plant","species"
"367",-0.231481639356181,"CHFU","2019","code.plant","species"
"368",-0.194630401803961,"CHFU","2019","code.plant","species"
"369",-0.271084429781746,"CHFU","2019","code.plant","species"
"370",-0.100515181407378,"CHFU","2019","code.plant","species"
"371",-0.172643331965611,"CHFU","2019","code.plant","species"
"372",-0.144088938527876,"CHFU","2019","code.plant","species"
"373",-0.133034489608205,"CHFU","2019","code.plant","species"
"374",-0.110215358062615,"CHFU","2019","code.plant","species"
"375",-0.177262203115557,"CHFU","2019","code.plant","species"
"376",-0.170253839507012,"CHFU","2019","code.plant","species"
"377",-0.14992306338745,"CHFU","2019","code.plant","species"
"378",-0.0821495197811749,"CHFU","2019","code.plant","species"
"379",-0.101860468148885,"CHFU","2019","code.plant","species"
"380",-0.180550043601143,"CHFU","2019","code.plant","species"
"381",-0.176907854954259,"CHFU","2019","code.plant","species"
"382",-0.150978756753222,"CHFU","2019","code.plant","species"
"383",-0.155801277463364,"CHFU","2019","code.plant","species"
"384",-0.119709210847378,"CHFU","2019","code.plant","species"
"385",-0.219425912800971,"CHFU","2019","code.plant","species"
"386",-0.20051785659269,"CHFU","2019","code.plant","species"
"387",-0.110449107686349,"CHFU","2019","code.plant","species"
"388",-0.0669869515242389,"CHFU","2019","code.plant","species"
"389",-0.0626200493849629,"CHFU","2019","code.plant","species"
"390",-0.277502396977681,"CHFU","2019","code.plant","species"
"391",-0.205211293853858,"CHFU","2019","code.plant","species"
"392",-0.191119254227912,"CHFU","2019","code.plant","species"
"393",-0.0746985845398963,"CHFU","2019","code.plant","species"
"394",-0.212600099892744,"CHFU","2019","code.plant","species"
"395",-0.220314548517335,"CHFU","2019","code.plant","species"
"396",-0.299896688401203,"CHFU","2019","code.plant","species"
"397",-0.245901786070134,"CHFU","2019","code.plant","species"
"398",-0.130222208046827,"CHFU","2019","code.plant","species"
"399",-0.263067354567987,"CHFU","2019","code.plant","species"
"400",-0.0966301328302946,"CHFU","2019","code.plant","species"
"401",-0.0228037647475487,"CHFU","2019","code.plant","species"
"402",-0.161893818671707,"CHFU","2019","code.plant","species"
"403",-0.126343283712984,"CHFU","2019","code.plant","species"
"404",-0.211146368119581,"CHFU","2019","code.plant","species"
"405",-0.241817035978621,"CHFU","2019","code.plant","species"
"406",-0.137051149191726,"CHFU","2019","code.plant","species"
"407",-0.227938872492796,"CHFU","2019","code.plant","species"
"408",-0.121160525927971,"CHFU","2019","code.plant","species"
"409",-0.173294152662437,"CHFU","2019","code.plant","species"
"410",-0.107721926681464,"CHFU","2019","code.plant","species"
"411",-0.233408673723611,"CHFU","2019","code.plant","species"
"412",-0.108086761245807,"CHFU","2019","code.plant","species"
"413",-0.168287738941997,"CHFU","2019","code.plant","species"
"414",-0.123110911522155,"CHFU","2019","code.plant","species"
"415",-0.15322215477883,"CHFU","2019","code.plant","species"
"416",-0.105308356065297,"CHFU","2019","code.plant","species"
"417",-0.169550653224312,"CHFU","2019","code.plant","species"
"418",-0.135646575894686,"CHFU","2019","code.plant","species"
"419",-0.193375927203403,"CHFU","2019","code.plant","species"
"420",-0.0790347730889586,"CHFU","2019","code.plant","species"
"421",-0.203043408699752,"CHFU","2019","code.plant","species"
"422",-0.110097737382565,"CHFU","2019","code.plant","species"
"423",-0.164822485462292,"CHFU","2019","code.plant","species"
"424",-0.0332244182496136,"CHFU","2019","code.plant","species"
"425",-0.333115687138637,"CHFU","2019","code.plant","species"
"426",-0.0969904718545214,"CHFU","2019","code.plant","species"
"427",-0.0472400132788843,"CHFU","2019","code.plant","species"
"428",-0.108971606388363,"CHFU","2019","code.plant","species"
"429",0.0100719678394241,"CHFU","2019","code.plant","species"
"430",-0.29415895958643,"CHFU","2019","code.plant","species"
"431",-0.0271868345127203,"CHFU","2019","code.plant","species"
"432",-0.183354833321061,"CHFU","2019","code.plant","species"
"433",-0.208840691053884,"CHFU","2019","code.plant","species"
"434",-0.261070487344979,"CHFU","2019","code.plant","species"
"435",-0.126808017983956,"CHFU","2019","code.plant","species"
"436",-0.188675173512603,"CHFU","2019","code.plant","species"
"437",-0.0972231883026012,"CHFU","2019","code.plant","species"
"438",-0.185364506568094,"CHFU","2019","code.plant","species"
"439",-0.0313615822348324,"CHFU","2019","code.plant","species"
"440",-0.063187042092986,"CHFU","2019","code.plant","species"
"441",-0.18681717281456,"CHFU","2019","code.plant","species"
"442",-0.133032087446905,"CHFU","2019","code.plant","species"
"443",-0.138998269182778,"CHFU","2019","code.plant","species"
"444",-0.135029790818271,"CHFU","2019","code.plant","species"
"445",-0.133337787257818,"CHFU","2019","code.plant","species"
"446",-0.222629206345603,"CHFU","2019","code.plant","species"
"447",-0.194598259167994,"CHFU","2019","code.plant","species"
"448",-0.193307756998692,"CHFU","2019","code.plant","species"
"449",-0.0343917866959739,"CHFU","2019","code.plant","species"
"450",-0.137124508907757,"CHFU","2019","code.plant","species"
"451",-0.190004852949814,"CHFU","2019","code.plant","species"
"452",-0.0136622074317457,"CHFU","2019","code.plant","species"
"453",-0.0903879612800969,"CHFU","2019","code.plant","species"
"454",-0.169482143189334,"CHFU","2019","code.plant","species"
"455",-0.190085266461021,"CHFU","2019","code.plant","species"
"456",-0.0982647897429721,"CHFU","2019","code.plant","species"
"457",-0.123812149857876,"CHFU","2019","code.plant","species"
"458",-0.0391679204334362,"CHFU","2019","code.plant","species"
"459",-0.12428663947418,"CHFU","2019","code.plant","species"
"460",-0.353639669738841,"CHFU","2019","code.plant","species"
"461",-0.242136326417674,"CHFU","2019","code.plant","species"
"462",-0.0961239136814186,"CHFU","2019","code.plant","species"
"463",-0.133351913719334,"CHFU","2019","code.plant","species"
"464",-0.0975924015177425,"CHFU","2019","code.plant","species"
"465",-0.105261405786739,"CHFU","2019","code.plant","species"
"466",-0.0606925472663991,"CHFU","2019","code.plant","species"
"467",-0.120160962498233,"CHFU","2019","code.plant","species"
"468",-0.258770736675221,"CHFU","2019","code.plant","species"
"469",-0.25577446247441,"CHFU","2019","code.plant","species"
"470",-0.126253086292991,"CHFU","2019","code.plant","species"
"471",-0.232682916851724,"CHFU","2019","code.plant","species"
"472",-0.256123908955904,"CHFU","2019","code.plant","species"
"473",-0.185805074361317,"CHFU","2019","code.plant","species"
"474",-0.215724978195221,"CHFU","2019","code.plant","species"
"475",-0.145624377179038,"CHFU","2019","code.plant","species"
"476",-0.190161023420488,"CHFU","2019","code.plant","species"
"477",-0.132682600835026,"CHFU","2019","code.plant","species"
