"","alpha_hat_ij_Plantaginaceae","alpha_hat_ij_Ranunculuc","gamma_FV_hat_if_Bibionidae","gamma_H_hat_ih_Nitidulidae","beta_plant_hat_ijk_Fabaceae_Poaceae","beta_plant_hat_ijk_Poaceae_LEMA","beta_H_hat_ijh_Poaceae_Geomitridae","beta_FV_hat_ijf_NA","focal","year","complexity.plant","complexity.animal"
"33",-0.0255231195362213,0.0382998579333631,0.203077504924676,0.0450179160290525,0.0731686218846959,0.109238639597454,-0.202174677115778,-0.0860940645360554,"LEMA","All","family","family"
"34",-0.0382489735255397,-0.0702714190487466,0.189840986483061,-0.0919351226777145,0.0490913522572447,0.0944921153732141,-0.13429907606811,-0.0752358949549473,"LEMA","All","family","family"
"35",0.0261044748413932,0.0672672771205638,0.119258513346544,0.23423024011432,0.125539697869506,0.0480075206278479,-0.0616598270037318,-0.208280560039012,"LEMA","All","family","family"
"36",0.0370752784491675,0.0172387369395171,0.0980366413114335,0.0460484314646998,-0.130805695009013,0.115797393420975,-0.0349027810939502,0.00672589885170294,"LEMA","All","family","family"
"37",-0.0225129241166456,-0.104155661904712,0.193396856581907,0.0316668057835738,0.19196429122308,-0.0210141885414162,-0.153649645117464,-0.0152028020581404,"LEMA","All","family","family"
"38",-0.0768261281933859,0.108039454736879,0.257249726177355,0.200548726384175,0.147914411377079,-0.0781976755480919,-0.116518638379529,-0.115493056459669,"LEMA","All","family","family"
"39",0.00739000646050081,0.0884608130777667,0.168855121136906,0.23951901157924,0.13628966921395,-0.0048723862171739,-0.049818620292551,0.00846658440941139,"LEMA","All","family","family"
"40",-0.0279725678386259,0.117584272338783,0.140016396030797,0.136099025641167,0.048001184592197,0.131394504740851,0.016618715980899,-0.217760014922628,"LEMA","All","family","family"
"41",-0.0876289585622498,-0.0730051497163481,0.297195435194429,0.0973791403883904,0.0627849662402709,0.135294626476402,-0.0763988938839955,-0.0387611257316861,"LEMA","All","family","family"
"42",0.0128476567281168,0.0123077574606409,0.249812132551645,0.143330495545677,0.132813722540966,-0.00648863415255863,-0.0455050772157023,-0.148681703018927,"LEMA","All","family","family"
"43",-0.120193932984997,0.0013187142500759,0.290067146696398,0.45294691677548,0.127421450923237,-0.0121349113702427,-0.0780326277458341,-0.137999734799083,"LEMA","All","family","family"
"44",-0.112928897213791,-0.0581435121777659,0.144247811016303,-0.0154360949373756,-0.0126964910371987,0.154780375795625,-0.194580555242509,-0.10375285245271,"LEMA","All","family","family"
"45",0.0354834510638236,0.112623295742262,0.210968681429661,0.186562868619301,-0.15982812074972,0.223719255941302,-0.0927789133498432,-0.0344948276608078,"LEMA","All","family","family"
"46",-0.0892767433223841,0.131287700505365,0.160983409250253,0.227273346167693,0.0280780852889868,0.0317441466128099,-0.0899195600208631,-0.0558333539313109,"LEMA","All","family","family"
"47",-0.232063932663717,-0.0457272599736583,0.221710973977044,0.0866512063876799,0.0930211356800539,-0.130491279394437,-0.0859063291106344,0.0258561890062481,"LEMA","All","family","family"
"48",-0.0290517568057652,0.232104006489521,0.183661337035417,0.254046134367709,-0.153586867835847,0.101679236668638,-0.110441143562715,-0.095248049064672,"LEMA","All","family","family"
"49",-0.0934282913069517,0.225409321366578,0.0515228632290525,0.0692978630572296,0.0455843309078281,0.0213810089840516,-0.124521747963195,-0.156934359930773,"LEMA","All","family","family"
"50",0.0816628429585522,0.301414871829289,0.228191984996449,0.0581002522517264,0.117902492755769,0.0178425204502572,-0.123747862098821,-0.0652356364415222,"LEMA","All","family","family"
"51",0.0413373143873663,-0.0862254812847508,0.272306402484503,0.171862356102761,-0.118830237244524,0.158022424387438,0.117456286767696,-0.0754217419782549,"LEMA","All","family","family"
"52",-0.166327859256165,0.0630383920925552,0.148049642783366,-0.0311728040293267,0.162466380324896,0.0925230589581065,0.0639250333322536,-0.0508840440500659,"LEMA","All","family","family"
"53",-0.0816503503002323,0.202329126559914,0.240064815282204,0.0820774062304408,0.134452068824515,-0.0164953581647799,0.0292602342738495,-0.170377899112837,"LEMA","All","family","family"
"54",-0.142257716479859,-0.0370187601248181,0.235858975860678,0.0403504599697069,-0.142592313377661,0.128798950778543,-0.0225779662300893,-0.235158536308057,"LEMA","All","family","family"
"55",-0.00672219077490988,0.233000224871204,0.174922910792686,0.24951328918055,0.102472939955783,0.087342751604671,-0.122301332270784,-0.0704550032957606,"LEMA","All","family","family"
"56",-0.106926318296739,0.0967444551358521,0.197567873471976,0.230326734525043,0.0302262733842948,0.0889547151602477,-0.172325698895799,-0.101436074168175,"LEMA","All","family","family"
"57",-0.0966528845656993,0.289178024568324,0.287026395191952,0.220643042786004,0.144224130369452,0.167795465814923,-0.150961749759209,-0.0765797786279253,"LEMA","All","family","family"
"58",0.152030099483341,0.0817913304207705,0.304273924241152,0.222425997103051,-0.0169704428790024,0.152452896085938,-0.288585368643935,-0.082353410564832,"LEMA","All","family","family"
"59",0.0393018093009805,0.0438336471403249,0.133982795562329,0.331327103736414,-0.102249758970587,0.102920131686354,-0.292502034578114,-0.0499732120893821,"LEMA","All","family","family"
"60",0.0561845019894467,0.189591515380203,0.0645564659002138,0.0561970711475102,0.130453511583188,0.289695455308762,-0.160593302990813,-0.135369930817447,"LEMA","All","family","family"
"61",-0.084738888347405,0.117535000159682,0.0416595624213656,0.129031070422289,0.0728559528509118,0.181279108214772,-0.149913972764601,-0.106803564532202,"LEMA","All","family","family"
"62",-0.069336746140964,0.0991945086361046,0.238157730580104,0.135979226485361,0.0430206260735095,0.151795574925307,-0.0125903954756554,-0.077517117944528,"LEMA","All","family","family"
"63",-0.0310055739852345,-0.0118616202168151,0.165980795047518,0.0749496408011177,0.0410252466642,0.164062654003179,-0.225030309066683,-0.223789788850216,"LEMA","All","family","family"
"64",0.0106911236661096,0.144280421836865,0.14579286220012,0.23970462420023,0.0402952106087175,0.143791687311409,-0.215290994322169,-0.183889168258933,"LEMA","All","family","family"
"65",-0.158714156468885,-0.036042279248356,0.359320874210835,0.126142675761132,-0.017983165326775,0.0927075814289617,-0.141789909765673,0.0205966489422689,"LEMA","All","family","family"
"66",0.0147009111965288,0.106372720856722,0.0888536767368087,0.0938744556770617,0.000245854058152917,0.119908215841228,-0.0838510010050868,-0.362515084279677,"LEMA","All","family","family"
"67",0.0314410306344906,0.0784652375065353,0.227057800214706,-0.0530566307687333,0.0435063975083931,0.172890003026932,0.0907572997245547,-0.0636611542174687,"LEMA","All","family","family"
"68",-0.183964952384591,0.253220115391919,0.189828750934601,0.131031889107385,0.125681859578242,0.0655152583395344,-0.10289402073801,-0.27346013413483,"LEMA","All","family","family"
"69",-0.179250157025447,0.214477437973798,0.0794464045474836,0.0796313624045411,-0.0387898264605701,-0.00700331208450944,-0.212851745236245,0.00793406856238943,"LEMA","All","family","family"
"70",0.0905983425196573,0.125374061628922,0.131419693485933,0.111891592493713,0.225325793768145,0.0609103818130745,-0.0492134756368438,-0.226787145622103,"LEMA","All","family","family"
"71",0.00287263591332509,0.156752974139551,0.108797911503769,0.227416390167574,0.125168946625398,0.0801893597803032,-0.155112230937777,-0.056297534247659,"LEMA","All","family","family"
"72",0.049502274892083,0.156428131229176,0.161483834905656,0.258499331878039,-0.0573464667400208,-0.00333751997376097,-0.0864984862102409,-0.0124189684119013,"LEMA","All","family","family"
"73",-0.162099082901089,0.0441972313954446,0.231666296756249,0.0832788210890367,-0.0328107631337872,-0.0619106505434186,-0.0592667725945126,-0.166943188163836,"LEMA","All","family","family"
"74",-0.199687390666634,0.0923239659119031,0.200155992293762,-0.0132728293413048,0.0997021191591678,-0.0953990248489872,-0.0370034656451478,0.0837922353093041,"LEMA","All","family","family"
"75",0.0337486341132809,-0.0332871365983662,0.1811552330438,0.0334164894806424,-0.112167192921636,0.0196009100393226,-0.105969434460244,0.0339707120792359,"LEMA","All","family","family"
"76",-0.0782237656819592,-0.0359689193351926,0.345516302240453,0.0687486393227994,0.0119580982012941,0.0987553580671841,0.0139365293732427,-0.181255622737855,"LEMA","All","family","family"
"77",-0.0325947915280634,0.0643288098205135,0.218109461228624,0.0107191069398078,0.00805909541623739,0.12252750807043,-0.062759812228028,-0.201941597979712,"LEMA","All","family","family"
"78",-0.109301966470287,-0.0585613724784233,0.184511874505613,0.209889678420061,-0.0334289154170146,-0.0492554590524378,-0.143327142486994,0.0203208589859756,"LEMA","All","family","family"
"79",-0.0680533240494323,0.180687361730828,0.0980888116494683,0.0418109107318192,-0.0637702103588701,0.144810169085014,-0.236579502059263,0.0371427522648988,"LEMA","All","family","family"
"80",-0.106482378501816,-0.0117160199781621,0.105502822302605,0.196904200837367,-0.0123574049928058,-0.0192246894590903,-0.171142581139103,0.067615808377244,"LEMA","All","family","family"
"81",-0.234984901799034,0.0940810950017021,0.125938060452184,0.121008110151759,-0.109044715207246,0.197602072439706,-0.16141477586407,-0.140587336772773,"LEMA","All","family","family"
"82",-0.0416708923948801,0.0349939900283256,0.0938569224183274,-0.0183570621299268,0.0687496636540423,0.061353646415286,-0.14087620803672,-0.312417684688571,"LEMA","All","family","family"
"83",0.0116968621351119,0.160370600876188,0.132781605085727,0.201818206097524,0.226346421631206,0.0418571050530223,-0.24449420384382,0.0409998427927016,"LEMA","All","family","family"
"84",-0.0826767876485742,-0.0125555250112996,0.140311191880305,0.0851298497981678,-0.0756317553889012,0.197216887382625,-0.154257606347573,-0.0808603885592135,"LEMA","All","family","family"
"85",-0.00496089319623627,0.116531362740988,0.0287057135485516,-0.0380707384131174,0.042679586391017,0.0900802560138045,-0.294405217318411,-0.0526622514618218,"LEMA","All","family","family"
"86",-0.018340671797042,0.0346388056325964,0.182648312711784,0.0678591759028913,0.0220212093109415,0.113872392740286,-0.106979145882505,0.00239089169800444,"LEMA","All","family","family"
"87",-0.0921287509955248,0.119572461713306,0.192315956619754,0.261506956372687,0.0522617871479081,-0.0299836060429179,-0.0273105604908935,-0.155890783885702,"LEMA","All","family","family"
"88",-0.109536057897591,0.129805227887059,0.121233916800129,0.258126018208536,-0.0892708344061987,0.0490825062840101,-0.0549300587350202,-0.163843577961647,"LEMA","All","family","family"
"89",0.0527267438031489,-0.0735452313369775,0.130899618613574,0.289434790162573,0.0826782115318865,0.157734902837869,-0.103275947521836,-0.0512856502451783,"LEMA","All","family","family"
"90",-0.1094288897667,0.0464951171724293,0.321036686951369,0.17198049942145,0.0619061628753417,0.0896499053610242,-0.155962490790268,-0.070003000020212,"LEMA","All","family","family"
"91",-0.0320256136594862,0.0109456390994154,0.301099770928478,0.129204166032277,0.14600800430906,-0.0124991577160446,-0.00876407465037254,-0.133158697234765,"LEMA","All","family","family"
"92",-0.0379475588160899,-0.023036618086111,0.211956659566964,0.142060042912939,0.132507532370002,0.178134887715922,-0.146444545739477,-0.0615009633281905,"LEMA","All","family","family"
"93",-0.112548071796407,0.100954806260724,0.134037869625291,0.070923679411294,0.134061020237428,0.0659271515968376,-0.185456866237241,-0.187480218038717,"LEMA","All","family","family"
"94",-0.114185366104025,-0.0888415458729621,0.206407316549327,0.0259081571424289,0.142569980399675,0.0431995654727635,-0.189693022565003,-0.149498514199041,"LEMA","All","family","family"
"95",0.0681498989635916,0.165946815106759,0.129056913258062,0.144609088432308,0.100025964800593,-0.0502798493683825,-0.060511636005253,-0.0535747614633546,"LEMA","All","family","family"
"96",-0.146034874554768,0.107934065781557,0.303060710791271,0.222394556683226,0.00848950980757035,0.176687749494671,-0.138181902461513,-0.188718054217432,"LEMA","All","family","family"
"97",-0.130502663526704,-0.163725944585667,0.148344684241277,0.182643387002578,0.0223337464365525,0.190814098463503,-0.140141280507194,-0.0786294392537245,"LEMA","All","family","family"
"98",-0.0283302545899402,0.195270600471093,-0.0239533756483463,0.116558433820878,0.00151851428800431,0.0444284771874022,-0.183569593459485,0.0455893617976992,"LEMA","All","family","family"
"99",-0.105375241844787,0.0578627302188446,0.0918032594210576,0.103628833078085,0.0415911645736378,0.0790632329530618,-0.134915674399428,0.0448716508265476,"LEMA","All","family","family"
"100",-0.151054815482932,0.0946459723775399,0.189929197819241,0.068251625632856,-0.0444731420717706,0.122468258790601,0.00100126927440836,-0.195066339049337,"LEMA","All","family","family"
"101",-0.153799406435956,-0.0265185739508836,0.242644577860444,0.183060475318749,-0.0120596498355626,-0.195357290124427,-0.0351643238466279,-0.0150436753629234,"LEMA","All","family","family"
"102",0.00195411325648287,0.210408052512488,0.142699338888502,0.118150493175013,0.204236290479594,0.0667554116301117,-0.128964919322533,-0.0479586735956882,"LEMA","All","family","family"
"103",0.0278799355523014,0.0399475748186593,0.195368943097374,0.0930383702593132,0.0510517837402626,-0.0148733936598795,-0.10980969702551,-0.148309722957195,"LEMA","All","family","family"
"104",0.0120220848162937,0.106790264479504,0.191506985935004,0.224998601157371,0.0438702944497109,-0.0047471504157196,0.00884471241267004,-0.119363551117122,"LEMA","All","family","family"
"105",-0.0624974351044776,-0.0771268098127372,0.233764746388779,0.149618144644361,0.189580818609541,-0.0243314924065752,-0.188358606967336,0.0183311273300781,"LEMA","All","family","family"
"106",-0.00479348789251954,0.175108199183296,0.215288580817268,0.199192066549088,0.137940886844126,-0.112871682114677,-0.0891006395214146,-0.0907311201718263,"LEMA","All","family","family"
"107",0.113675866460201,0.0438254520008545,0.204096671012987,0.122140287886838,-0.0217005331422431,-0.0393424617687399,-0.0596210626534383,-0.179900287459297,"LEMA","All","family","family"
"108",-0.0519595754548815,0.0128066230347974,0.136560116687043,0.0476672844280934,0.234145877756375,0.0879242025401501,-0.0333900760776756,-0.10116517344593,"LEMA","All","family","family"
"109",-0.0740749422125598,-0.0628053234875348,0.306350550336613,0.0862835609343509,0.178926951462259,0.126515637426428,-0.142136920372204,0.0212531256808119,"LEMA","All","family","family"
"110",-0.00100365437553052,0.0167148228530352,0.133857256128936,-0.00834992921149225,0.0221773719959448,0.178336841902054,-0.211919501755651,-0.100228429225683,"LEMA","All","family","family"
"111",-0.00891699094888054,0.0851280705649209,0.241002392499388,0.356605430346681,0.0162580824263858,0.135025597347749,-0.00699874193129013,-0.0733468545905003,"LEMA","All","family","family"
"112",-0.143115005631862,0.00886627458578193,0.25774643143958,0.135177673715658,0.0985193586501356,0.127069396997598,-0.114834408024779,-0.0406522540748059,"LEMA","All","family","family"
"113",-0.0433211851623844,0.0165776680183798,0.206661213191426,0.122148089563686,0.168364387385766,0.129012376186901,-0.149320888431855,0.00653713548335588,"LEMA","All","family","family"
"114",0.0344493844475853,-0.0801289117257299,0.131915693712234,0.114938679061048,0.0059821082584357,0.160014988047871,-0.182431416512567,-0.0566037033960329,"LEMA","All","family","family"
"115",0.0481561344050929,0.0455816452865749,0.0806870204241432,0.0493787143805999,0.0877538767899049,-0.0891576523252438,-0.028350055678385,0.0589531963701537,"LEMA","All","family","family"
"116",0.0191434518053244,0.0176937745526706,0.197448393353693,0.0467955933192072,0.127825605851545,0.154694135988351,-0.0521058169457752,-0.140808567381383,"LEMA","All","family","family"
"117",-0.143561088012589,0.0954823935319002,0.056018992847338,0.166024840849226,-0.0397833514110336,0.140301158289411,-0.0467498801038537,-0.0786384397069337,"LEMA","All","family","family"
"118",-0.0578826513640728,0.011308853784131,0.192807636947132,0.0464441132071836,0.190863475085621,0.115961276019222,0.0619854379532272,-0.146042862318702,"LEMA","All","family","family"
"119",-0.166898133149825,0.0847519443615945,0.144184630654025,0.194959156605798,0.189096978729798,0.0357467424061899,-0.118928902475056,-0.095191440265226,"LEMA","All","family","family"
"120",-0.0700293583111796,0.0970076074662936,0.144884055400299,0.11824533213576,0.170109723072088,-0.0786051839814487,-0.0548444156432563,0.0978361985723557,"LEMA","All","family","family"
"121",0.0837519998962517,0.229922425049565,0.208065623036612,0.0614492906812878,0.109845235253386,0.184937456821294,-0.273242186356419,-0.148869971446864,"LEMA","All","family","family"
"122",0.122144057906543,0.160417120156118,0.232506647866187,0.000219390575366463,0.0873058776055673,-0.0571958149021869,-0.204191394504512,-0.0333130189460245,"LEMA","All","family","family"
"123",-0.00432203044872381,0.122203731798016,0.129339525892775,0.101281933110408,-0.0100291962299097,0.0689360895088218,-0.0365863328652015,-0.0539028017679721,"LEMA","All","family","family"
"124",-0.105826284464293,0.0186845363901109,0.208303336218546,-0.0763814908131245,-0.102675653396187,0.0611049345129955,-0.105785528264305,0.142628686758323,"LEMA","All","family","family"
"125",-0.12472635852929,-0.0262853087264785,0.197602511689976,0.104008118387546,-0.00999872179275008,0.0679593633284605,-0.0741616085310395,-0.105800888382008,"LEMA","All","family","family"
"126",-0.048436502465811,0.0288804054763683,0.239166239881787,0.0888635664876205,0.0219722311268054,0.123233871917841,-0.0646083698271247,-0.226313081442613,"LEMA","All","family","family"
"127",0.00483656895909634,-0.0658675365562996,0.283515726560421,0.159605932793768,0.0536961068503532,0.125619172307233,-0.207864677812423,0.0219464414046571,"LEMA","All","family","family"
"128",-0.115813943564082,-0.0109587773787583,0.115477418634087,0.113942051407216,0.169292853854224,0.0281167509898368,-0.0344956206249319,0.0211015843777702,"LEMA","All","family","family"
"129",-0.114603188740302,0.46881339399841,0.286170147741451,0.297479156883053,0.096273119285478,-0.0628906931805704,-0.108221420379048,-0.0631743898725194,"LEMA","All","family","family"
"130",-0.0923315108854468,-0.0859920701674347,0.238206388785992,0.222010432830267,0.0798497770672026,0.0112555259833194,-0.17153926240335,-0.0399986638300187,"LEMA","All","family","family"
"131",-0.0505145532347197,0.12805221411161,0.147535172407404,0.138327641420586,0.12667767448762,0.0489328450741608,-0.101883065887126,-0.0890104307977247,"LEMA","All","family","family"
"132",-0.113306443514879,0.0908153467141268,0.215220820283054,0.171945338954442,0.109936653643066,-0.0115224997544106,0.0987014696432544,-0.204168031050883,"LEMA","All","family","family"
"133",-0.0681793069800707,0.097625798286145,0.179065113894725,0.263282116802924,0.0900364059674068,0.127532424680017,-0.0897414962679546,-0.244715218307494,"LEMA","All","family","family"
"134",0.108407808812571,0.118578722092569,0.184646955974397,0.148771009029048,0.20887687420712,0.140483117206743,-0.22145446208311,0.0113200985171635,"LEMA","All","family","family"
"135",-0.0297619906779355,0.136173466887898,-0.0154033289261595,0.183216371128957,-0.047034182788402,-0.00328765693752986,-0.0370937902624866,0.00478494253260009,"LEMA","All","family","family"
"136",-0.193989738823005,0.124611549292968,0.193714295508045,0.0879795452903942,0.0877803295107371,0.19303468332885,-0.0449741474313379,-0.121623386565006,"LEMA","All","family","family"
"137",0.047283176466161,-0.078637149373127,0.362728561993907,0.182284659871542,0.107885139091653,0.185416683526178,-0.028559525855653,-0.233140649223832,"LEMA","All","family","family"
"138",-0.151768326965069,0.0231776958217105,0.215743373074631,0.140728802534129,0.0594998814912968,0.140569091233758,-0.216246683980349,-0.158740207277484,"LEMA","All","family","family"
"139",0.0538399927754643,0.0398579007375295,0.293814352658635,0.125444258587077,-0.0609544282065487,0.125018771427383,-0.166152290806869,0.0628175715912933,"LEMA","All","family","family"
"140",-0.0879600044944688,0.083590815585443,0.0781994513257456,0.117121417510438,-0.0535078822422678,0.0729782231624136,-0.0909322112857747,-0.145765377365577,"LEMA","All","family","family"
"141",-0.230252740162428,0.0445545016931759,0.131664787130814,0.12764067140863,-0.108149807129235,0.00586217443082138,-0.101176985198728,-0.159731651973304,"LEMA","All","family","family"
"142",-0.0243638261743495,0.108485468417846,0.256015261637518,0.186406859992711,-0.0527174841531216,-0.0332693828805753,-0.0612657894463726,-0.142379399633462,"LEMA","All","family","family"
"143",-0.0877814099547474,0.0733893039550868,0.329312014886018,0.230113396443147,0.0232516419710418,-0.103208178965558,0.038335592342474,0.00129653414976838,"LEMA","All","family","family"
"144",-0.0981382611427817,0.0562937390881753,0.137598258575604,0.0953272665048281,0.0127299027039913,0.0308859764667708,-0.191186443164742,0.00801107459369432,"LEMA","All","family","family"
"145",-0.00666863696603204,-0.0336085578713576,0.0914001341251476,0.295278895612942,0.0922420240385837,0.202281333695485,-0.030317922083965,-0.0674409596711595,"LEMA","All","family","family"
"146",-0.157443809154797,0.089812412237267,0.0873894079537725,0.129304006091144,0.0196943369970073,-0.060353614043515,-0.0494108468959599,-0.137228834227033,"LEMA","All","family","family"
"147",-0.0992258146522634,0.0883116365605137,0.208990152420546,0.0416511668084281,-0.0270649473859543,0.271523827578062,-0.159442943685897,-0.153391094489835,"LEMA","All","family","family"
"148",-0.168511616519929,0.00590864246868628,0.221399677814592,0.124679984688981,-0.00797695698417644,0.0789142203092299,-0.19983099891204,-0.138749077679201,"LEMA","All","family","family"
"149",-0.0924024744685301,-0.0158669524987948,0.191860066149991,0.13775864350493,-0.0465055211593756,0.0594762521267445,-0.153802743080954,-0.067403382580785,"LEMA","All","family","family"
"150",-0.115585188487248,0.162320425884645,0.249579703088495,0.120364059058739,0.184824899210778,-0.0284890198393268,-0.0732949181046554,-0.0935290943651041,"LEMA","All","family","family"
"151",-0.114651433667465,0.0899049823614582,0.0943637397872754,0.142060019180074,0.137619480353952,0.151621272049352,-0.131956117503932,-0.00617054192548816,"LEMA","All","family","family"
"152",-0.0801530914089451,0.259517286163397,0.104583622549116,0.0568319349099045,0.0475278257839049,-0.0172535913290772,-0.114203060625086,-0.148689313659345,"LEMA","All","family","family"
"153",-0.0294832733596232,0.0756609173825422,0.315189477786655,0.13347940239189,0.0391583913806326,0.023685067291034,-0.110625756134659,-0.227473726463263,"LEMA","All","family","family"
"154",0.0540731958965404,0.0487529353623564,-0.00848379281218681,0.242348656925426,0.12287135454144,0.0865539388391989,-0.23493860566466,-0.0307578517456224,"LEMA","All","family","family"
"155",-0.272404762474763,0.135164401173482,0.106023206057007,0.191645575633431,0.0359431582105971,0.133871903211789,-0.139707805723276,-0.0510107140057289,"LEMA","All","family","family"
"156",-0.174725491307764,0.0937639098612717,0.182958166801649,0.329146559390702,-0.0292491892051491,0.193265668060166,-0.167115548667534,-0.150072178999743,"LEMA","All","family","family"
