"","alpha_hat_ij_Asteraceae","alpha_hat_ij_Caryophyllaceae","alpha_hat_ij_Fabaceae","gamma_FV_hat_if_Bibionidae","gamma_FV_hat_if_Muscidae","gamma_FV_hat_if_Ulidiidae","beta_plant_hat_ijk_Asteraceae_Poaceae","focal","year","complexity.plant","complexity.animal"
"12",-0.260190882886412,-0.146243759894188,-0.116633856214825,0.218095986166078,-0.207851954709685,-0.161945250000025,-0.00615256811460263,"CHFU","All","family","family"
"13",-0.213213684878434,-0.0952175375886506,-0.0833109788243104,0.190885232483764,-0.146604435623767,-0.331271287105618,-0.0954298856237155,"CHFU","All","family","family"
"14",-0.232417625470062,-0.15136572326331,0.193167210812354,0.116666199267129,0.00407121159952917,-0.326255592793888,-0.00832152677336817,"CHFU","All","family","family"
"15",-0.241610972458732,-0.0085796254656576,-0.105257397269525,0.161502998736507,-0.15015919486543,-0.215518209103375,0.23266696561469,"CHFU","All","family","family"
"16",-0.159222684356371,-0.261495956885259,-0.000582977155109132,0.162133320071062,-0.120498046602936,-0.253210604988623,0.101112654448037,"CHFU","All","family","family"
"17",-0.206482367967698,-0.0332875014322649,-0.130836713353606,0.232149859019381,-0.153778119604642,-0.374608113620543,0.154694758344525,"CHFU","All","family","family"
"18",-0.239066206986697,0.011096878633037,0.113050005133252,0.0094518175090037,-0.165814241987244,-0.340555510748531,0.121536072887245,"CHFU","All","family","family"
"19",-0.266220669727562,-0.134347363765748,0.0401503141831308,0.194677137996511,-0.169003960628783,-0.204565262935848,0.0232514619554427,"CHFU","All","family","family"
"20",-0.296689760782248,-0.00518287741592593,-0.135539377439897,0.296496929986685,0.011106963698571,-0.285896771030197,-0.071230674962811,"CHFU","All","family","family"
"21",-0.281711279289054,-0.171395080105548,0.00613602579126304,0.306213581724146,0.0330871323523314,-0.158028591995691,-0.110995816358518,"CHFU","All","family","family"
"22",-0.276356751086659,-0.0396305893996005,-0.0559900873887941,0.101824211163738,-0.192768632436175,-0.15594131589167,0.0424861937581074,"CHFU","All","family","family"
"23",-0.249514369506156,0.0298671497655114,-0.041227002991634,0.216198771886885,-0.0404010652601159,-0.127261517491921,0.282726318956429,"CHFU","All","family","family"
"24",-0.295032938742803,-0.271201821692822,-0.0247241561001663,0.285432665041073,0.0901088666752436,-0.19205430021859,0.0159204790202467,"CHFU","All","family","family"
"25",-0.262513411325971,0.141091674538969,-0.056398011742009,0.163262592835619,-0.251756967663113,-0.232960666305214,-0.129488477690434,"CHFU","All","family","family"
"26",-0.214748448747842,-0.107084715226434,-0.0569098866901665,0.298792357595497,-0.0680122572825816,-0.164267059013029,-0.0934530135986467,"CHFU","All","family","family"
"27",-0.253052954206656,0.040859513880305,-0.17389953893619,0.35071335805424,-0.179812165647584,-0.281270858122328,-0.125771080982004,"CHFU","All","family","family"
"28",-0.306435941719715,0.0794456535624288,0.0127962411441038,0.130968372819944,-0.0446319856054513,-0.226840332731042,-0.0651509172251126,"CHFU","All","family","family"
"29",-0.20280182608705,-0.0879274607544921,-0.0388520256020255,0.144580871094489,-0.118066070128656,-0.294945101083417,-0.044645923850429,"CHFU","All","family","family"
"30",-0.354570408626099,-0.205377603523117,-0.307663391702664,0.13460847802437,-0.0832162102600307,-0.308931408799777,0.119399566154101,"CHFU","All","family","family"
"31",-0.157999512696795,-0.120712622514719,-0.125009257170757,0.386574272932262,-0.0261244081131772,-0.207768191071017,-0.0393863141150705,"CHFU","All","family","family"
"32",-0.292996503731395,-0.108321730329035,0.0403358459329259,0.227628527956368,-0.112170873937082,-0.166836131239124,-0.0462386556307236,"CHFU","All","family","family"
"33",-0.288173469850611,-0.0733264544794741,-0.107568459415281,0.40771167645467,0.0134123127401202,-0.314801278249162,-0.1235195699856,"CHFU","All","family","family"
"34",-0.353899814289879,-0.0402017435014259,-0.0292964078135611,0.298967497494969,0.00310888217605698,-0.162994608873876,0.0183584518471438,"CHFU","All","family","family"
"35",-0.430156777602537,0.0183348594952966,0.100949514155165,0.201154691462284,-0.169357898023663,-0.350900046871708,0.0284873092499747,"CHFU","All","family","family"
"36",-0.265212222474436,-0.0277512538745496,0.0757802641294443,0.332097546495496,-0.0873221990288979,-0.19497807900792,-0.166980191190683,"CHFU","All","family","family"
"37",-0.342058241247762,-0.154878025081864,-0.0463671631787583,0.119578572141373,-0.156617801414118,-0.153536896517693,-0.109192887996253,"CHFU","All","family","family"
"38",-0.372064875821629,-0.156769334511044,0.0101552790920372,0.140968757135794,-0.031431080241999,-0.195993323067478,-0.0728086740720119,"CHFU","All","family","family"
"39",-0.36037613938472,-0.324516310585069,-0.0770669454950262,0.0840674091924607,-0.215709414768485,-0.290010865828808,0.00888278666751052,"CHFU","All","family","family"
"40",-0.199631198204051,-0.114553193245922,-0.127243706955146,0.225753440936012,-0.256095472421463,-0.280271516814256,-0.0223190493181684,"CHFU","All","family","family"
"41",-0.295683809802632,0.0865905361070318,-0.152176849764034,0.213009056323568,0.128837760085974,-0.277081715004386,0.00172445086802075,"CHFU","All","family","family"
"42",-0.232913943564468,-0.0939627220487859,-0.0904790216834565,0.149759460974544,-0.122556573182268,-0.184303033198318,-0.0970849576465461,"CHFU","All","family","family"
"43",-0.155653785531874,-0.0834905257216977,-0.192713108821884,0.299512594382798,-0.0813920833845968,-0.237475418699707,-0.134590211831073,"CHFU","All","family","family"
"44",-0.34735810608823,-0.127638673294672,-0.332656590084001,0.297103722647909,-0.0786152439982893,-0.185718020322851,-0.0542147596025443,"CHFU","All","family","family"
"45",-0.207224824773682,-0.107575096379733,-0.0521198271002579,0.264232553240085,-0.0925553576278572,-0.157283358762201,0.0507915862046375,"CHFU","All","family","family"
"46",-0.283058906859615,-0.0619475983210616,-0.157406308345699,0.270813591251181,-0.0312913376488578,-0.300965350539505,0.0315283633666261,"CHFU","All","family","family"
"47",-0.34523941166016,-0.0650460943525898,-0.00200711780615559,0.255524346993064,-0.118091900045322,-0.241528813007461,0.0565108969983048,"CHFU","All","family","family"
"48",-0.380742696178147,-0.0920585666581794,0.0266448649358484,0.140866582602216,-0.0221180509712476,-0.217730280989721,-0.0656276353911243,"CHFU","All","family","family"
"49",-0.299981905600426,-0.203038129039813,0.0248123880193774,0.293369146330455,-0.135091686093039,-0.0948260310038264,0.000911889549622291,"CHFU","All","family","family"
"50",-0.244022482673166,-0.0821741527995105,-0.100760750248728,0.286540072044247,-0.0950996652595169,-0.0928954594264716,-0.11971706704468,"CHFU","All","family","family"
"51",-0.318042531425495,0.0121933889758106,-0.0904283751125281,0.175752957333684,-0.153844453708408,-0.225091879496506,0.046434043517966,"CHFU","All","family","family"
"52",-0.162902424708463,0.00464134724412668,-0.0474860577052159,0.249159807765425,0.0402833138356984,-0.1797407339882,-0.0900601426423615,"CHFU","All","family","family"
"53",-0.207147895900187,-0.0385250702798835,0.0385223067466671,0.393710243490184,-0.198363510923243,-0.145540721636844,0.196029006442831,"CHFU","All","family","family"
"54",-0.333193385355344,-0.0783635380945199,-0.00144735754840475,0.212036907234137,-0.0788468533288679,-0.168578849927327,0.190964469444389,"CHFU","All","family","family"
"55",-0.309255446033548,0.0883830285216767,-0.051797094200556,0.229366575872818,0.0697144711479918,-0.176299644076344,-0.0527736448955792,"CHFU","All","family","family"
"56",-0.421039802570495,-0.0966873140135521,-0.0624899844190904,0.204358017594761,-0.175772418724224,-0.288490062610664,0.192606530667218,"CHFU","All","family","family"
"57",-0.392544992797518,0.0726039250267434,-0.0444308047891319,0.149118778331904,-0.097917722728727,-0.256475558448636,-0.0691245355975498,"CHFU","All","family","family"
"58",-0.229228632647198,-0.0548382363513471,-0.103702494384205,0.147496697981472,-0.0363755450367539,-0.299752908876285,0.0425789523046558,"CHFU","All","family","family"
"59",-0.279174692516094,0.229195390073798,-0.184696751852005,0.383201814740639,-0.0934241207972046,-0.140531295801732,-0.134019486421797,"CHFU","All","family","family"
"60",-0.328673562481775,-0.0107869825115736,-0.120021230504384,0.255116510919246,-0.0862804908983859,-0.125358839520893,-0.135711363242485,"CHFU","All","family","family"
"61",-0.241793390254606,0.0783706648748446,-0.0963896800378041,0.21221461667278,0.0646248824675342,-0.284904756281013,0.0884040828133608,"CHFU","All","family","family"
"62",-0.289944186647542,-0.109991609488914,0.0933570647701909,0.278172461237279,-0.212937707403522,-0.276458351341985,0.168552433320917,"CHFU","All","family","family"
"63",-0.262178270346432,0.10030275566775,-0.111195139401123,0.0984371654781215,-0.120765584692887,-0.26072899251382,-0.0864084927110725,"CHFU","All","family","family"
"64",-0.0925998443013369,0.0297844165861523,-0.0987367940682279,0.197572797075508,-0.0792213677002002,-0.221149467488968,0.0321046387885102,"CHFU","All","family","family"
"65",-0.281052045055048,-0.0214331469901258,0.0889645760752658,0.224506557015839,-0.0459165682721487,-0.164620600945039,0.0289810138206026,"CHFU","All","family","family"
"66",-0.284855511248123,-0.0402946145458074,-0.104202553500948,0.230995516957349,-0.0966856897575709,-0.181384293802108,-0.0103752427888937,"CHFU","All","family","family"
"67",-0.224419278251026,-0.230048274840014,-0.11821406719015,0.161198986410782,-0.0290807936486319,-0.342365886307572,-0.0454766010116103,"CHFU","All","family","family"
"68",-0.401815230677824,0.0405308101255375,0.00790478989891907,0.114717320829021,-0.0543043319400642,-0.203076997451055,0.100773141375109,"CHFU","All","family","family"
"69",-0.225527890156276,0.0242262028642966,0.00317017097236305,0.335921917024426,-0.0840493522792843,-0.259996726864791,0.0719532531477305,"CHFU","All","family","family"
"70",-0.194310623852259,0.13104183395875,0.0594575039179479,0.187046830539559,-0.26851287165131,-0.149120644772244,0.028738681419914,"CHFU","All","family","family"
"71",-0.224232368152242,-0.0527917042088116,0.0273562510698506,0.293321810981113,-0.152527448471151,-0.293880129294418,0.0228976656191364,"CHFU","All","family","family"
"72",-0.135140005089187,-0.0523000772166704,-0.261308313570607,0.158063390600789,-0.212522929603319,-0.217474036863838,0.0698274039394284,"CHFU","All","family","family"
"73",-0.29561103212369,-0.0405132688381878,0.0709791598584664,0.180606758610308,-0.125877215475405,-0.290103896159326,-0.00204442310503594,"CHFU","All","family","family"
"74",-0.295253888117355,0.09853936043284,-0.0585434824665603,0.252539708441093,-0.121601041503174,-0.243731420944159,-0.114246717839399,"CHFU","All","family","family"
"75",-0.236097786858688,-0.278831387906031,-0.229706411733795,0.186940592085646,-0.245914097016234,-0.137730033926252,0.0246183877403292,"CHFU","All","family","family"
"76",-0.3274829686677,0.101938416109248,-0.16256108368405,0.217273296075793,0.0129129359096185,-0.221780778821583,0.0657592139050396,"CHFU","All","family","family"
"77",-0.331685031897899,-0.0457311624160985,-0.153687588253484,0.257388796338251,-0.14305237611473,-0.29342127258083,0.00251437154586598,"CHFU","All","family","family"
"78",-0.281194628051318,-0.0974943985308987,-0.222761595283135,0.412853052204637,-0.0220466987020036,-0.151243688962235,-0.0793459597523037,"CHFU","All","family","family"
"79",-0.247853175727993,0.0394112906968294,-0.168275971458869,0.158409245986409,0.00139385387672575,-0.291638653009818,0.0651238239336687,"CHFU","All","family","family"
"80",-0.0707533095268406,-0.139823349638575,-0.109655051133926,0.245375517034856,-0.0983263376016317,-0.108221518738014,-0.00625747387110964,"CHFU","All","family","family"
"81",-0.254550104590466,0.0441894274375243,-0.16863528061153,0.249142129504351,-0.0269250263267632,-0.207231828492109,-0.0430560453035208,"CHFU","All","family","family"
"82",-0.262058965690048,0.0648833225233612,0.0255190811523796,0.319016248914758,0.0802714920983776,-0.174961615888936,0.0521734262560607,"CHFU","All","family","family"
"83",-0.335775381870157,-0.0387198392400675,-0.169830610060692,0.200556715511034,-0.0163332909985228,-0.230632866624667,-0.051556607088293,"CHFU","All","family","family"
"84",-0.424033261967308,-0.172630837448677,-0.370193547279073,0.111240739984739,-0.0630233899503897,-0.201328341324218,-0.0610764212659883,"CHFU","All","family","family"
"85",-0.150495736777027,-0.171988939227599,-0.12328029132775,0.222625788446623,-0.116238894831162,-0.156803337434677,-0.194081120274321,"CHFU","All","family","family"
"86",-0.294021321650053,-0.0634569088126924,-0.121908763521518,0.123997786945569,-0.119814549860459,-0.109521221089493,0.094455528340013,"CHFU","All","family","family"
"87",-0.260161647906142,0.0747223273437874,-0.142842073105391,0.198231755268244,-0.229738540822165,-0.209473212049832,0.186507116385009,"CHFU","All","family","family"
"88",-0.349701445066297,-0.106512936354964,-0.0595827661334332,0.260502841884456,-0.138764153904197,-0.377135551851446,0.0706081376957546,"CHFU","All","family","family"
"89",-0.420703725322649,-0.148990163712427,-0.0236621315026638,0.0315399127313845,-0.10163860985436,-0.347735555115212,0.0607789234466551,"CHFU","All","family","family"
"90",-0.326119256701194,-0.174794374474936,-0.175590342343777,0.152530432449168,-0.0567752740731285,-0.186161410691748,-0.0553421058455991,"CHFU","All","family","family"
"91",-0.218197090752281,0.0426496501950657,-0.0536513644773801,0.159911274011959,-0.113963507852031,-0.295614502704792,-0.0438787195328699,"CHFU","All","family","family"
"92",-0.304172143621361,-0.0870159499036525,-0.000967022978445753,0.166758810020529,0.066383547386581,-0.029307127226588,0.0297320982449172,"CHFU","All","family","family"
"93",-0.421630813058404,-0.112205567155885,-0.00663747553982674,0.216098105017601,-0.0787999713596551,-0.265038807859195,-0.112355418646495,"CHFU","All","family","family"
"94",-0.337283213162749,-0.00428671520781643,-0.0410823177257953,0.143071114124479,-0.130572646578226,-0.279469103200498,0.0898399452218437,"CHFU","All","family","family"
"95",-0.398206773931272,0.0416659394901338,-0.178404954611645,0.192744839367904,-0.319336424517039,-0.145624892553177,0.0802408815569415,"CHFU","All","family","family"
"96",-0.226368309290628,-0.145164341242376,-0.0626464370281753,0.159296283934078,-0.035915061781826,-0.235760337934713,0.0269220310672127,"CHFU","All","family","family"
"97",-0.186458376928446,-0.0891201421069349,-0.0991682658082007,0.208290865627791,0.021014619210989,-0.234424966447705,0.119516030996294,"CHFU","All","family","family"
"98",-0.27863355823233,-0.110494975291266,-0.134670522372779,0.152600437710703,-0.203428276316289,-0.299197667288236,0.149653632353479,"CHFU","All","family","family"
"99",-0.348188945629566,-0.0151486930901571,-0.0176024788766538,0.154240403165272,-0.0632763261530186,-0.202227853728702,0.0754650040223686,"CHFU","All","family","family"
"100",-0.228523934808564,-0.0642114664334767,0.00192395315771643,0.178649777859566,-0.133848601484155,-0.263668443576668,-0.0738551818923154,"CHFU","All","family","family"
"101",-0.162801590047905,-0.0537639868858114,0.0660630308463717,0.157364971325076,-0.0831648543000151,-0.298825523729954,-0.0845752179627873,"CHFU","All","family","family"
"102",-0.311823761055979,-0.0702870412538034,0.0655379462657244,0.231889614829148,-0.120277721369529,-0.203052185419038,-0.0745530704158575,"CHFU","All","family","family"
"103",-0.304086314797918,-0.053369817253186,-0.157019724452247,0.328185676041787,0.0155439572244882,-0.217637978131981,0.129912756142578,"CHFU","All","family","family"
"104",-0.186331185518589,-0.166949787381216,-0.00962727373055416,0.272959972801127,-0.0344694033479968,-0.123820152037503,-0.0746458997870004,"CHFU","All","family","family"
"105",-0.290886592962657,-0.0322594725812276,0.152898824864842,0.127415803077777,-0.0437508549461515,-0.125399927975458,0.00789773253092485,"CHFU","All","family","family"
"106",-0.290326934861941,-0.109520013937989,0.0328941616293086,0.260750891384996,0.00788594304807777,-0.280729904737653,0.212378366423786,"CHFU","All","family","family"
"107",-0.371645749320869,0.13027335899176,-0.270621251049196,0.3728210725906,-0.126227726263683,-0.183519782972837,0.0720192772343979,"CHFU","All","family","family"
"108",-0.325261080134724,-0.0860083556530766,0.0810546616376515,0.0594454463207468,-0.151546115999875,-0.215710703868805,0.171612281114021,"CHFU","All","family","family"
"109",-0.187781974766517,-0.175930185993607,-0.106674456791001,0.42052132780994,-0.0600327473792752,-0.177198552842411,-0.0273325382105797,"CHFU","All","family","family"
"110",-0.429525658349889,-0.110531761407088,-0.0935566491412668,0.299379405033749,-0.129376352253618,-0.279593718701157,-0.113323342090612,"CHFU","All","family","family"
"111",-0.315879508341723,-0.0628597688918313,-0.0273511752934955,0.209642166853299,-0.0823032678917587,-0.203699788958068,-0.0311006220130574,"CHFU","All","family","family"
"112",-0.410570896866034,0.0974559476078398,0.0709044417219802,0.129133998523461,-0.12912386257215,-0.188406866648376,0.0395399199075723,"CHFU","All","family","family"
"113",-0.235564551223391,0.141869052296743,-0.00969085702234096,0.378136454035863,-0.0698268843287916,-0.0381196257557901,0.0752796977942245,"CHFU","All","family","family"
"114",-0.389619434701364,0.0156612964528391,-0.0311224270410708,0.25473327935776,-0.0903722568707932,-0.220282108319287,0.286067236065763,"CHFU","All","family","family"
"115",-0.335833236563223,0.01210487574631,0.0665372140313703,0.257909514745536,0.0504637164742772,-0.1574739284203,-0.0953244140432082,"CHFU","All","family","family"
"116",-0.125862865278617,-0.125368813931508,-0.182777156018882,0.310349149116496,-0.0361253703494646,-0.230610077408532,0.0160774249920754,"CHFU","All","family","family"
"117",-0.202420120937787,-0.127798561865944,-0.0928896138404978,0.414635813767567,-0.0973192934585267,-0.211929470358897,-0.0396886653351793,"CHFU","All","family","family"
"118",-0.21657292838283,-0.237456016123017,-0.121135969883199,0.319171349520926,-0.0979845928078288,-0.245010434599856,-0.118809001920125,"CHFU","All","family","family"
"119",-0.276633079334731,0.0224185711595235,-0.0532206190501788,0.209055941701135,-0.20756253358312,-0.288288712344168,-0.0133268790349743,"CHFU","All","family","family"
"120",-0.259215322227023,-0.118510439549652,-0.133293144492353,0.189508945445496,-0.174866089919868,-0.148748590105227,-0.106099245989217,"CHFU","All","family","family"
"121",-0.224197540444983,-0.0322839854966039,-0.0670440643529752,0.177450617907204,-0.00561088267690957,-0.385395148806736,-0.0216726348307954,"CHFU","All","family","family"
"122",-0.360749131969551,-0.0431432622873652,-0.112211047665005,0.315763048397412,-0.125478726274686,-0.216480357860686,0.0197490525169566,"CHFU","All","family","family"
"123",-0.462595662771265,-0.252931118092449,-0.131455034682228,0.165797751500402,-0.109479349179068,-0.312454603362318,0.0449794680453,"CHFU","All","family","family"
"124",-0.369703380244299,0.145519664052109,0.137676691040948,0.183190133352072,-0.118534382674098,-0.272418547430524,0.0658658110909884,"CHFU","All","family","family"
"125",-0.309818411910153,-0.189903979473863,0.0101248935490306,0.249356920953684,-0.217143264344728,-0.0893237544831221,0.00746066724230388,"CHFU","All","family","family"
"126",-0.146308448766283,0.116205053599985,-0.0654357180743695,0.19267542550211,-0.0742059105077824,-0.202213111152988,0.141734531103511,"CHFU","All","family","family"
"127",-0.36304213451224,-0.215817584517059,-0.117409585051139,0.192016568900516,0.0928905372573894,-0.207405848255431,-0.0324764409127609,"CHFU","All","family","family"
"128",-0.318683029852166,-0.174889248208913,-0.149614353015277,0.297209223714623,-0.0459000434650413,-0.0891250468586084,0.116205387365089,"CHFU","All","family","family"
"129",-0.256602523090274,0.185230143692042,-0.0873817523305052,0.140637462874411,-0.202213502906832,-0.273983111508571,0.0145915296544854,"CHFU","All","family","family"
"130",-0.214383415478959,-0.104131522031341,-0.0426786764960179,0.269169262334376,-0.0906102723593697,-0.17251652894785,-0.040112204709003,"CHFU","All","family","family"
"131",-0.311804546164922,-0.0349235910473003,0.0621442920035626,0.25408930966157,-0.118166917582897,-0.0915017124256301,-0.135829001817019,"CHFU","All","family","family"
"132",-0.347474498574579,-0.127804772784341,-0.0340221912953547,0.304838275325612,0.00983804202423255,-0.298805803388146,0.0370151919944766,"CHFU","All","family","family"
"133",-0.319588505994604,0.0529109854518401,-0.0531564573306338,0.184732415795569,-0.0921252465152328,-0.261538756784647,-0.0716490494622063,"CHFU","All","family","family"
"134",-0.142586443983485,0.296494738855419,-0.0710187817131342,0.221907759075603,-0.159419972979695,-0.264372953162014,0.0418425694898212,"CHFU","All","family","family"
"135",-0.266108539238372,0.0169181528058091,0.00996574682495632,0.221980837936401,-0.0742311014770863,-0.145595695858947,0.0332662764171858,"CHFU","All","family","family"
"136",-0.242842811167894,0.0129674172926275,-0.140842152832583,0.200688398913811,-0.070030438344664,-0.0139689711225425,0.132870312074919,"CHFU","All","family","family"
"137",-0.32112251216925,-0.135469772754535,0.0183468016759651,0.229456831549902,-0.0238393886704129,-0.208140930041247,-0.0654660251859174,"CHFU","All","family","family"
"138",-0.150156808916857,-0.0868992479159747,0.0335570622807702,0.14583688690626,-0.101039931340952,-0.281431047544624,-0.138236147520792,"CHFU","All","family","family"
"139",-0.341405329008514,0.0572854108801522,0.00274772433471693,0.0906636929068798,-0.0619742375057459,-0.185531862436596,0.127968089382494,"CHFU","All","family","family"
"140",-0.406534688862082,0.0205421784189941,-0.0821120510982558,0.0708321539317143,-0.0716616402982179,-0.112733195978461,0.00153801431958422,"CHFU","All","family","family"
"141",-0.204079798725534,0.0166926018777926,-0.0881287827427637,0.135572283813217,-0.0549982530105944,-0.242198123585567,0.0871048893833994,"CHFU","All","family","family"
"142",-0.26609757415001,0.103538611578424,-0.0589279382810152,0.141479830824041,-0.147755701219463,-0.411632904400476,0.181315726316027,"CHFU","All","family","family"
"143",-0.317330147113574,-0.20688146715738,-0.0392453536248174,0.137764390582455,-0.0713058059353714,-0.279486649076844,0.11707123554585,"CHFU","All","family","family"
"144",-0.136825470104225,-0.182800178951156,-0.175898658524028,0.156572127754276,-0.231817576578587,-0.20075321844676,-0.11774770712767,"CHFU","All","family","family"
"145",-0.346671980997687,-0.122443826154126,-0.0995785776431095,0.287927596246576,0.00327237790353485,-0.0990329535893716,0.00443451475293033,"CHFU","All","family","family"
"146",-0.467833820418772,-0.171702139948085,-0.0581503515954911,0.275650542954215,-0.109720229122093,-0.319587647697818,-0.159085615501821,"CHFU","All","family","family"
"147",-0.439659182441003,-0.18105713541936,0.0736657258079823,0.252268677543514,-0.070731983653999,-0.288617890227605,0.170466860954134,"CHFU","All","family","family"
"148",-0.160673141781122,0.178872847935701,-0.0632420228803486,0.308911690083581,-0.0686281934911138,-0.115383930884899,0.0344577076536572,"CHFU","All","family","family"
"149",-0.264069611230208,0.0417349100533553,-0.0450515235332933,0.229258955249482,-0.115449914703998,-0.180833107572513,-0.0857541969039791,"CHFU","All","family","family"
"150",-0.291821281064139,0.0987501362036738,0.0506661099660091,0.22267798443758,0.0345568547905364,-0.308040843863371,0.0458802054242702,"CHFU","All","family","family"
"151",-0.269954721100093,0.0531963339878532,0.0400112019113685,0.222750965399738,-0.213912131125715,-0.324198191167105,-0.0602742376734762,"CHFU","All","family","family"
"152",-0.343937516903098,0.023551675186863,-0.0828607445350403,0.219770952872266,-0.116586359770016,-0.228822795521119,-0.00329459334448279,"CHFU","All","family","family"
"153",-0.337674114481629,-0.223248386986455,-0.105202243374111,0.180711737022474,-0.0962050334801312,-0.352019828920414,-0.0472321581212964,"CHFU","All","family","family"
"154",-0.260469193472917,-0.0537242308792422,-0.108524057389471,0.26179638158314,-0.0520402741063747,-0.144938228459858,0.0671331816146192,"CHFU","All","family","family"
"155",-0.303938969043931,0.0410324245970182,0.204724799878473,0.15791876581978,-0.105690710934671,-0.213119661672921,-0.0894487238232784,"CHFU","All","family","family"
"156",-0.25057616273619,-0.0529878235991982,-0.0846191677609588,0.32870637975295,-0.100827807973413,-0.0728951416009218,0.0960934676031111,"CHFU","All","family","family"
"157",-0.267431586095298,0.17594635159538,-0.00317485768058245,0.233066838477992,-0.265611866264193,-0.145473914148584,0.0350511222736518,"CHFU","All","family","family"
"158",-0.210129300089524,0.106676177156537,0.0300519627640106,0.325387976248152,-0.184769115234006,-0.188618008744518,0.101678586994231,"CHFU","All","family","family"
"159",-0.270467056476326,0.028089944153127,-0.0309532992054929,0.295059615481793,0.0403914769287768,-0.254992133814423,-0.21394920888168,"CHFU","All","family","family"
"160",-0.218718460719777,0.0543500178849479,-0.113037646523365,0.143092871836915,-0.0902370800254837,-0.112577270044824,-0.00147685519167384,"CHFU","All","family","family"
"161",-0.278963161332967,-0.0231990517061436,-0.0633211643927252,0.299174310009488,-0.18310833532221,-0.0660245817090716,0.220758875434664,"CHFU","All","family","family"
"162",-0.318199852565916,0.0144674015145856,-0.0950158014477361,0.299048295213036,0.0284529157779969,-0.106361176610066,0.0463607137701454,"CHFU","All","family","family"
"163",-0.302058265274902,0.0960696233887164,-0.0534619437853433,0.252920736636053,0.0148228765462248,-0.161656967703101,-0.0809163707872355,"CHFU","All","family","family"
"164",-0.300117800685616,0.0533690216487226,0.0789626389865512,0.116479323972783,-0.0465601973057791,-0.29313427318496,0.0697731556259469,"CHFU","All","family","family"
"165",-0.312490654536568,-0.0871414899011208,-0.0510305512089231,0.310551848150203,-0.135173082069763,-0.3169973267314,-0.0120283748482523,"CHFU","All","family","family"
"166",-0.228562094124116,0.0720324771369847,-0.20654964834724,0.204309724563972,-0.0712183514051765,-0.257388304912559,-0.0204695135416848,"CHFU","All","family","family"
"167",-0.443841088491038,-0.0831036807305192,-0.0212393076207669,0.339715514340221,0.0909981982639276,-0.144035296291263,-0.0626642713093322,"CHFU","All","family","family"
"168",-0.286533727103546,-0.135041898609464,-0.14263371025101,0.118209769652358,-0.176372737717825,-0.300673357221506,-0.13250445288909,"CHFU","All","family","family"
"169",-0.417014283927629,-0.147358966052715,-0.0518520498877174,0.330778551659844,-0.117789732970902,-0.228597531499361,0.00820842468015459,"CHFU","All","family","family"
"170",-0.38881774871636,-0.194217936493519,-0.195739150639984,0.178566196940997,-0.156388754180993,-0.126959483650026,0.0185969750534565,"CHFU","All","family","family"
"171",-0.293666304846225,-0.119514184377354,0.0324875612072051,0.117121193980067,-0.061686151369748,-0.154134245181004,0.281727238247464,"CHFU","All","family","family"
"172",-0.3826081158833,0.0688216275921514,-0.0816821503403971,0.212001069153106,-0.121291287694501,-0.231031618918012,0.0976321869920296,"CHFU","All","family","family"
"173",-0.261138648821998,-0.0649667474319154,0.0165465109965344,0.145538651482527,-0.0579660485761295,-0.32249264985431,0.145526328064993,"CHFU","All","family","family"
