"","alpha_hat_ij_Grass","focal","year","complexity.plant","complexity.animal"
"296",-0.252044258743562,"LEMA","2021","class","group"
"297",-0.162393446895624,"LEMA","2021","class","group"
"298",-0.178074922851118,"LEMA","2021","class","group"
"299",0.0605139641072991,"LEMA","2021","class","group"
"300",-0.164794755140955,"LEMA","2021","class","group"
"301",-0.212303948234603,"LEMA","2021","class","group"
"302",-0.148927833756109,"LEMA","2021","class","group"
"303",-0.118220014140918,"LEMA","2021","class","group"
"304",-0.174789918692316,"LEMA","2021","class","group"
"305",-0.17746462457769,"LEMA","2021","class","group"
"306",-0.113101155686915,"LEMA","2021","class","group"
"307",-0.131094764089334,"LEMA","2021","class","group"
"308",-0.161759583788879,"LEMA","2021","class","group"
"309",-0.130143256067716,"LEMA","2021","class","group"
"310",-0.221367951715503,"LEMA","2021","class","group"
"311",-0.114299166497175,"LEMA","2021","class","group"
"312",-0.0187623957829504,"LEMA","2021","class","group"
"313",-0.120392989916011,"LEMA","2021","class","group"
"314",-0.125071719106729,"LEMA","2021","class","group"
"315",-0.146813165425196,"LEMA","2021","class","group"
"316",-0.112545540393228,"LEMA","2021","class","group"
"317",-0.129648273804743,"LEMA","2021","class","group"
"318",-0.0378374151420426,"LEMA","2021","class","group"
"319",-0.149000037044562,"LEMA","2021","class","group"
"320",-0.227401627246651,"LEMA","2021","class","group"
"321",-0.056099749466464,"LEMA","2021","class","group"
"322",-0.0871074112525128,"LEMA","2021","class","group"
"323",-0.252025891764671,"LEMA","2021","class","group"
"324",-0.117578331261242,"LEMA","2021","class","group"
"325",-0.254459577764038,"LEMA","2021","class","group"
"326",-0.158882923977822,"LEMA","2021","class","group"
"327",-0.190390336609886,"LEMA","2021","class","group"
"328",-0.112467791209824,"LEMA","2021","class","group"
"329",-0.160508905605802,"LEMA","2021","class","group"
"330",-0.11986289915778,"LEMA","2021","class","group"
"331",-0.147112245977675,"LEMA","2021","class","group"
"332",-0.123807929309429,"LEMA","2021","class","group"
"333",-0.113886858438849,"LEMA","2021","class","group"
"334",-0.220827234849903,"LEMA","2021","class","group"
"335",-0.171478905514924,"LEMA","2021","class","group"
"336",-0.163870414238758,"LEMA","2021","class","group"
"337",-0.237139735634373,"LEMA","2021","class","group"
"338",-0.18091169691025,"LEMA","2021","class","group"
"339",-0.136654700649592,"LEMA","2021","class","group"
"340",-0.105331460212511,"LEMA","2021","class","group"
"341",-0.125424055690598,"LEMA","2021","class","group"
"342",-0.159116094041829,"LEMA","2021","class","group"
"343",-0.128719242365792,"LEMA","2021","class","group"
"344",-0.182231101952618,"LEMA","2021","class","group"
"345",-0.134447396109085,"LEMA","2021","class","group"
"346",-0.27539888602167,"LEMA","2021","class","group"
"347",-0.113536075703798,"LEMA","2021","class","group"
"348",-0.103765351355158,"LEMA","2021","class","group"
"349",-0.160823024317338,"LEMA","2021","class","group"
"350",-0.1796609690708,"LEMA","2021","class","group"
"351",-0.251313158397881,"LEMA","2021","class","group"
"352",-0.0809665052043217,"LEMA","2021","class","group"
"353",-0.0672815379637145,"LEMA","2021","class","group"
"354",-0.256895016759025,"LEMA","2021","class","group"
"355",-0.181747726975446,"LEMA","2021","class","group"
"356",-0.143597826007025,"LEMA","2021","class","group"
"357",-0.234177760966127,"LEMA","2021","class","group"
"358",-0.193490457712327,"LEMA","2021","class","group"
"359",-0.207384107732911,"LEMA","2021","class","group"
"360",-0.0555326792068035,"LEMA","2021","class","group"
"361",-0.148237400134586,"LEMA","2021","class","group"
"362",-0.179157946552586,"LEMA","2021","class","group"
"363",-0.241929419357938,"LEMA","2021","class","group"
"364",-0.226944191268244,"LEMA","2021","class","group"
"365",-0.0691451300609559,"LEMA","2021","class","group"
"366",-0.13348165771725,"LEMA","2021","class","group"
"367",-0.138945002315721,"LEMA","2021","class","group"
"368",-0.228378688312085,"LEMA","2021","class","group"
"369",-0.239346628743129,"LEMA","2021","class","group"
"370",-0.146672301222948,"LEMA","2021","class","group"
"371",-0.0380238381721085,"LEMA","2021","class","group"
"372",-0.157554344027628,"LEMA","2021","class","group"
"373",-0.0298111620620677,"LEMA","2021","class","group"
"374",-0.19915390890421,"LEMA","2021","class","group"
"375",-0.190781448039519,"LEMA","2021","class","group"
"376",-0.0838588021814889,"LEMA","2021","class","group"
"377",-0.0613977724339826,"LEMA","2021","class","group"
"378",-0.184170065667113,"LEMA","2021","class","group"
"379",-0.127453244657539,"LEMA","2021","class","group"
"380",-0.0361429155653856,"LEMA","2021","class","group"
"381",-0.0358480505653173,"LEMA","2021","class","group"
"382",-0.113271450282604,"LEMA","2021","class","group"
"383",-0.104533570956637,"LEMA","2021","class","group"
"384",-0.0821007599393184,"LEMA","2021","class","group"
"385",-0.113529527632895,"LEMA","2021","class","group"
"386",-0.118628344886122,"LEMA","2021","class","group"
"387",-0.278767575150187,"LEMA","2021","class","group"
"388",-0.159832946404279,"LEMA","2021","class","group"
"389",-0.164841245053749,"LEMA","2021","class","group"
"390",-0.243333636032903,"LEMA","2021","class","group"
"391",-0.132045359881992,"LEMA","2021","class","group"
"392",-0.119615346709361,"LEMA","2021","class","group"
"393",-0.0356724306315638,"LEMA","2021","class","group"
"394",-0.0586974734742327,"LEMA","2021","class","group"
"395",-0.100900252728262,"LEMA","2021","class","group"
"396",-0.13682341437742,"LEMA","2021","class","group"
"397",-0.172439808017579,"LEMA","2021","class","group"
"398",-0.0291644396269701,"LEMA","2021","class","group"
"399",-0.127254666708702,"LEMA","2021","class","group"
"400",-0.114331808117554,"LEMA","2021","class","group"
"401",-0.119096514020015,"LEMA","2021","class","group"
"402",-0.192247163854761,"LEMA","2021","class","group"
"403",-0.219277242624367,"LEMA","2021","class","group"
"404",-0.110912664621528,"LEMA","2021","class","group"
"405",-0.0533734865946976,"LEMA","2021","class","group"
"406",-0.0218434302440119,"LEMA","2021","class","group"
"407",-0.1288289085876,"LEMA","2021","class","group"
"408",-0.284373491665238,"LEMA","2021","class","group"
"409",-0.154648058310578,"LEMA","2021","class","group"
"410",-0.085611864096424,"LEMA","2021","class","group"
"411",-0.193220718333671,"LEMA","2021","class","group"
"412",-0.197478189004065,"LEMA","2021","class","group"
"413",-0.144438637074623,"LEMA","2021","class","group"
"414",-0.130038252170549,"LEMA","2021","class","group"
"415",-0.0310522156607902,"LEMA","2021","class","group"
"416",-0.101901644762815,"LEMA","2021","class","group"
"417",-0.178214346883138,"LEMA","2021","class","group"
"418",-0.124516347296404,"LEMA","2021","class","group"
"419",-0.181135070365689,"LEMA","2021","class","group"
"420",-0.1614564326438,"LEMA","2021","class","group"
"421",-0.163905018046136,"LEMA","2021","class","group"
"422",-0.188617846791944,"LEMA","2021","class","group"
"423",-0.227686977070842,"LEMA","2021","class","group"
"424",-0.259824897366012,"LEMA","2021","class","group"
"425",-0.157423408133113,"LEMA","2021","class","group"
"426",-0.180106248724728,"LEMA","2021","class","group"
"427",-0.128234923928317,"LEMA","2021","class","group"
"428",-0.100900252728262,"LEMA","2021","class","group"
"429",-0.130463003918794,"LEMA","2021","class","group"
"430",-0.183908100506789,"LEMA","2021","class","group"
"431",-0.18591295242775,"LEMA","2021","class","group"
"432",-0.0881157816048692,"LEMA","2021","class","group"
"433",-0.107737253042985,"LEMA","2021","class","group"
"434",-0.204674883988638,"LEMA","2021","class","group"
"435",-0.128069614290984,"LEMA","2021","class","group"
"436",-0.0977055362400767,"LEMA","2021","class","group"
"437",-0.11860007959685,"LEMA","2021","class","group"
"438",-0.202802975250075,"LEMA","2021","class","group"
"439",-0.121462311570175,"LEMA","2021","class","group"
"440",-0.0632933763398325,"LEMA","2021","class","group"
"441",-0.325539817845698,"LEMA","2021","class","group"
"442",-0.0598367477843178,"LEMA","2021","class","group"
"443",-0.0696325858411174,"LEMA","2021","class","group"
"444",-0.205516176716048,"LEMA","2021","class","group"
"445",-0.0702683058590484,"LEMA","2021","class","group"
"446",-0.25045625295126,"LEMA","2021","class","group"
"447",-0.0891278272984477,"LEMA","2021","class","group"
"448",-0.204088163485193,"LEMA","2021","class","group"
"449",-0.123340589792384,"LEMA","2021","class","group"
"450",-0.0774994418379997,"LEMA","2021","class","group"
"451",-0.144507256747298,"LEMA","2021","class","group"
"452",-0.0703610479009094,"LEMA","2021","class","group"
"453",-0.128043400349384,"LEMA","2021","class","group"
"454",-0.197322853631322,"LEMA","2021","class","group"
"455",-0.191258405745211,"LEMA","2021","class","group"
"456",-0.180167996685973,"LEMA","2021","class","group"
"457",-0.27697765301102,"LEMA","2021","class","group"
"458",-0.102574506678096,"LEMA","2021","class","group"
"459",-0.182440647566557,"LEMA","2021","class","group"
"460",-0.114793211735659,"LEMA","2021","class","group"
"461",0.0250040588503813,"LEMA","2021","class","group"
"462",-0.193752480183221,"LEMA","2021","class","group"
"463",-0.224310603642607,"LEMA","2021","class","group"
"464",-0.0880461332326552,"LEMA","2021","class","group"
"465",-0.0162564204458749,"LEMA","2021","class","group"
"466",-0.20485040676742,"LEMA","2021","class","group"
"467",-0.136325119178467,"LEMA","2021","class","group"
"468",-0.15612449932663,"LEMA","2021","class","group"
"469",-0.147324729069933,"LEMA","2021","class","group"
"470",-0.277287448425935,"LEMA","2021","class","group"
"471",-0.204142165176496,"LEMA","2021","class","group"
"472",-0.13988709887881,"LEMA","2021","class","group"
"473",-0.246014626319757,"LEMA","2021","class","group"
"474",-0.165058111287237,"LEMA","2021","class","group"
"475",-0.192586241026607,"LEMA","2021","class","group"
"476",-0.0470329331574684,"LEMA","2021","class","group"
"477",-0.179025577761545,"LEMA","2021","class","group"
"478",0.00756491708704776,"LEMA","2021","class","group"
"479",-0.146937262573774,"LEMA","2021","class","group"
"480",-0.134543558036804,"LEMA","2021","class","group"
"481",-0.136165131162766,"LEMA","2021","class","group"
"482",-0.176058394788803,"LEMA","2021","class","group"
"483",-0.105214763872545,"LEMA","2021","class","group"
"484",-0.238218124576157,"LEMA","2021","class","group"
"485",-0.286577514048759,"LEMA","2021","class","group"
"486",-0.22736977359046,"LEMA","2021","class","group"
"487",-0.177718464139845,"LEMA","2021","class","group"
"488",-0.164169436557735,"LEMA","2021","class","group"
"489",-0.245656482325725,"LEMA","2021","class","group"
"490",-0.0955203822106034,"LEMA","2021","class","group"
"491",-0.0976222132788114,"LEMA","2021","class","group"
"492",-0.0983504690767935,"LEMA","2021","class","group"
"493",-0.139355450700022,"LEMA","2021","class","group"
"494",-0.186217513925141,"LEMA","2021","class","group"
"495",-0.110013362601716,"LEMA","2021","class","group"
"496",-0.19804408945015,"LEMA","2021","class","group"
"497",-0.19136771390686,"LEMA","2021","class","group"
"498",-0.200570737447215,"LEMA","2021","class","group"
"499",-0.165446713233718,"LEMA","2021","class","group"
"500",-0.189929332110645,"LEMA","2021","class","group"
"501",0.0212010599019092,"LEMA","2021","class","group"
"502",-0.223146874718786,"LEMA","2021","class","group"
"503",-0.217316393605611,"LEMA","2021","class","group"
"504",-0.242442365693297,"LEMA","2021","class","group"
"505",-0.0624707887629663,"LEMA","2021","class","group"
"506",-0.231156235323834,"LEMA","2021","class","group"
"507",-0.0454220843143498,"LEMA","2021","class","group"
"508",-0.0768172801374667,"LEMA","2021","class","group"
"509",-0.186448611244039,"LEMA","2021","class","group"
"510",-0.134869197836142,"LEMA","2021","class","group"
"511",-0.182988866095089,"LEMA","2021","class","group"
"512",-0.294257409287705,"LEMA","2021","class","group"
"513",-0.0868226253846017,"LEMA","2021","class","group"
"514",-0.174956375352832,"LEMA","2021","class","group"
"515",-0.176542414071947,"LEMA","2021","class","group"
"516",-0.131022146951843,"LEMA","2021","class","group"
"517",-0.167120433891375,"LEMA","2021","class","group"
"518",-0.0513500897344441,"LEMA","2021","class","group"
"519",-0.105680692717663,"LEMA","2021","class","group"
"520",-0.0175139221503543,"LEMA","2021","class","group"
"521",-0.0601593377683982,"LEMA","2021","class","group"
"522",-0.104520653619234,"LEMA","2021","class","group"
"523",-0.213324587339805,"LEMA","2021","class","group"
"524",-0.0716193653015414,"LEMA","2021","class","group"
"525",-0.180717757957228,"LEMA","2021","class","group"
"526",-0.0834609042670934,"LEMA","2021","class","group"
"527",-0.213223209905231,"LEMA","2021","class","group"
"528",-0.321809461006828,"LEMA","2021","class","group"
"529",-0.204801300864127,"LEMA","2021","class","group"
"530",-0.139676785585628,"LEMA","2021","class","group"
"531",-0.0942422874908617,"LEMA","2021","class","group"
"532",-0.0720337730659063,"LEMA","2021","class","group"
