"","alpha_hat_ij_Poaceae","focal","year","complexity.plant","complexity.animal"
"98",-0.145521877589307,"LEMA","2019","family","family"
"99",-0.142895850740951,"LEMA","2019","family","family"
"100",-0.210026333050704,"LEMA","2019","family","family"
"101",-0.238314962939818,"LEMA","2019","family","family"
"102",-0.206425415790386,"LEMA","2019","family","family"
"103",-0.0990175762103518,"LEMA","2019","family","family"
"104",-0.271120852376797,"LEMA","2019","family","family"
"105",-0.153922017303446,"LEMA","2019","family","family"
"106",-0.27600717186896,"LEMA","2019","family","family"
"107",-0.246242350480505,"LEMA","2019","family","family"
"108",-0.241429390987457,"LEMA","2019","family","family"
"109",-0.229373155883706,"LEMA","2019","family","family"
"110",-0.201829082270989,"LEMA","2019","family","family"
"111",-0.188287246024398,"LEMA","2019","family","family"
"112",-0.315677885764078,"LEMA","2019","family","family"
"113",-0.124856191438058,"LEMA","2019","family","family"
"114",-0.214582759974481,"LEMA","2019","family","family"
"115",-0.189447481604808,"LEMA","2019","family","family"
"116",-0.203888225707414,"LEMA","2019","family","family"
"117",-0.112222293427502,"LEMA","2019","family","family"
"118",-0.168171618910712,"LEMA","2019","family","family"
"119",-0.190982197766971,"LEMA","2019","family","family"
"120",-0.0873264796947926,"LEMA","2019","family","family"
"121",-0.201037660683855,"LEMA","2019","family","family"
"122",-0.279766350633601,"LEMA","2019","family","family"
"123",-0.238844505467583,"LEMA","2019","family","family"
"124",-0.147602410591338,"LEMA","2019","family","family"
"125",-0.175012255723691,"LEMA","2019","family","family"
"126",-0.120607541457048,"LEMA","2019","family","family"
"127",-0.288740059334285,"LEMA","2019","family","family"
"128",-0.125822753633228,"LEMA","2019","family","family"
"129",-0.225628331789774,"LEMA","2019","family","family"
"130",-0.0885269390411404,"LEMA","2019","family","family"
"131",-0.145467770497474,"LEMA","2019","family","family"
"132",-0.27187518516239,"LEMA","2019","family","family"
"133",-0.178576753926097,"LEMA","2019","family","family"
"134",-0.0777204897049149,"LEMA","2019","family","family"
"135",-0.297865295383064,"LEMA","2019","family","family"
"136",-0.180969329569658,"LEMA","2019","family","family"
"137",-0.185643274445263,"LEMA","2019","family","family"
"138",-0.184481104136052,"LEMA","2019","family","family"
"139",-0.106177087115094,"LEMA","2019","family","family"
"140",-0.289954197994538,"LEMA","2019","family","family"
"141",-0.0995871026937131,"LEMA","2019","family","family"
"142",-0.0748657185796743,"LEMA","2019","family","family"
"143",-0.163709390954766,"LEMA","2019","family","family"
"144",-0.154275687262157,"LEMA","2019","family","family"
"145",-0.214611620105465,"LEMA","2019","family","family"
"146",-0.188729203540667,"LEMA","2019","family","family"
"147",-0.164037611957652,"LEMA","2019","family","family"
"148",-0.110559317238437,"LEMA","2019","family","family"
"149",-0.216382348290639,"LEMA","2019","family","family"
"150",-0.0732131189191033,"LEMA","2019","family","family"
"151",-0.15161584963417,"LEMA","2019","family","family"
"152",-0.165125465657835,"LEMA","2019","family","family"
"153",-0.321938708583296,"LEMA","2019","family","family"
"154",-0.185687170347809,"LEMA","2019","family","family"
"155",-0.17986330545662,"LEMA","2019","family","family"
"156",-0.158860541364525,"LEMA","2019","family","family"
"157",-0.115117319422569,"LEMA","2019","family","family"
"158",-0.247224976907675,"LEMA","2019","family","family"
"159",-0.226828578172021,"LEMA","2019","family","family"
"160",-0.12939129536706,"LEMA","2019","family","family"
"161",-0.17595342646859,"LEMA","2019","family","family"
"162",-0.19783682481929,"LEMA","2019","family","family"
"163",-0.136998789274074,"LEMA","2019","family","family"
"164",-0.258579740568892,"LEMA","2019","family","family"
"165",-0.0491018210997445,"LEMA","2019","family","family"
"166",-0.159493202222652,"LEMA","2019","family","family"
"167",-0.173858835586823,"LEMA","2019","family","family"
"168",-0.194471324623608,"LEMA","2019","family","family"
"169",-0.209995630130378,"LEMA","2019","family","family"
"170",-0.206681415227263,"LEMA","2019","family","family"
"171",-0.211922740636053,"LEMA","2019","family","family"
"172",-0.281880754338123,"LEMA","2019","family","family"
"173",-0.230106413633208,"LEMA","2019","family","family"
"174",-0.124257935071127,"LEMA","2019","family","family"
"175",-0.116901901384053,"LEMA","2019","family","family"
"176",-0.123927880438171,"LEMA","2019","family","family"
"177",-0.261307918105715,"LEMA","2019","family","family"
"178",-0.273551965049822,"LEMA","2019","family","family"
"179",-0.13918976820479,"LEMA","2019","family","family"
"180",-0.122089268173687,"LEMA","2019","family","family"
"181",-0.27951237828965,"LEMA","2019","family","family"
"182",-0.141089258573152,"LEMA","2019","family","family"
"183",-0.162467151898012,"LEMA","2019","family","family"
"184",-0.156382566118438,"LEMA","2019","family","family"
"185",-0.189656425569406,"LEMA","2019","family","family"
"186",-0.173292548881714,"LEMA","2019","family","family"
"187",-0.195975271159618,"LEMA","2019","family","family"
"188",-0.119302217389945,"LEMA","2019","family","family"
"189",-0.1527832809806,"LEMA","2019","family","family"
"190",-0.169940126066146,"LEMA","2019","family","family"
"191",-0.0619839477059516,"LEMA","2019","family","family"
"192",-0.201879316031879,"LEMA","2019","family","family"
"193",-0.124018056948297,"LEMA","2019","family","family"
"194",-0.100002450927781,"LEMA","2019","family","family"
"195",-0.170683257967555,"LEMA","2019","family","family"
"196",-0.17907523962703,"LEMA","2019","family","family"
"197",-0.205402497748462,"LEMA","2019","family","family"
"198",-0.158235682333274,"LEMA","2019","family","family"
"199",-0.179700382619986,"LEMA","2019","family","family"
"200",-0.224668492766496,"LEMA","2019","family","family"
"201",-0.174772346536709,"LEMA","2019","family","family"
"202",-0.186725765244889,"LEMA","2019","family","family"
"203",-0.210212560031401,"LEMA","2019","family","family"
"204",-0.112298298599463,"LEMA","2019","family","family"
"205",-0.103182626319192,"LEMA","2019","family","family"
"206",-0.186248829969018,"LEMA","2019","family","family"
"207",-0.228250421484368,"LEMA","2019","family","family"
"208",-0.169322380086953,"LEMA","2019","family","family"
"209",-0.183426776984087,"LEMA","2019","family","family"
"210",-0.245261824530227,"LEMA","2019","family","family"
"211",-0.216364534765804,"LEMA","2019","family","family"
"212",-0.171240034636078,"LEMA","2019","family","family"
"213",-0.225198757271137,"LEMA","2019","family","family"
"214",-0.181961528413531,"LEMA","2019","family","family"
"215",-0.140193685522845,"LEMA","2019","family","family"
"216",-0.178915172946958,"LEMA","2019","family","family"
"217",-0.147655564746323,"LEMA","2019","family","family"
"218",-0.344344119981709,"LEMA","2019","family","family"
"219",-0.0949809105635604,"LEMA","2019","family","family"
"220",-0.114365568053104,"LEMA","2019","family","family"
"221",-0.272337423030326,"LEMA","2019","family","family"
"222",-0.0864957599966319,"LEMA","2019","family","family"
"223",-0.128974415887329,"LEMA","2019","family","family"
"224",-0.0999453552287539,"LEMA","2019","family","family"
"225",-0.185136134683059,"LEMA","2019","family","family"
"226",-0.10099353631746,"LEMA","2019","family","family"
"227",-0.145206110474536,"LEMA","2019","family","family"
"228",-0.111555084830173,"LEMA","2019","family","family"
"229",-0.158618435000649,"LEMA","2019","family","family"
"230",-0.203745007065719,"LEMA","2019","family","family"
"231",-0.124961825565989,"LEMA","2019","family","family"
"232",-0.263414990834799,"LEMA","2019","family","family"
"233",-0.145992755331103,"LEMA","2019","family","family"
"234",-0.227046070790786,"LEMA","2019","family","family"
"235",-0.197407362108527,"LEMA","2019","family","family"
"236",-0.19797820837909,"LEMA","2019","family","family"
"237",-0.208857870738835,"LEMA","2019","family","family"
"238",-0.113524395893752,"LEMA","2019","family","family"
"239",-0.23359017649306,"LEMA","2019","family","family"
"240",-0.172585908160367,"LEMA","2019","family","family"
"241",-0.183031971981338,"LEMA","2019","family","family"
"242",-0.156171400705448,"LEMA","2019","family","family"
"243",-0.123956629593139,"LEMA","2019","family","family"
"244",-0.144025085918159,"LEMA","2019","family","family"
"245",-0.095930542494817,"LEMA","2019","family","family"
"246",-0.176992148745909,"LEMA","2019","family","family"
"247",-0.0906182171099885,"LEMA","2019","family","family"
"248",-0.265454287832997,"LEMA","2019","family","family"
"249",-0.204412198321373,"LEMA","2019","family","family"
"250",-0.192489119001183,"LEMA","2019","family","family"
"251",-0.193032400908017,"LEMA","2019","family","family"
"252",-0.244603065085319,"LEMA","2019","family","family"
"253",-0.143677188832864,"LEMA","2019","family","family"
"254",-0.188729964923734,"LEMA","2019","family","family"
"255",-0.109693201038656,"LEMA","2019","family","family"
"256",-0.203571520919892,"LEMA","2019","family","family"
"257",-0.123910828920058,"LEMA","2019","family","family"
"258",-0.24839702912514,"LEMA","2019","family","family"
"259",-0.12461788520064,"LEMA","2019","family","family"
"260",-0.234992869189024,"LEMA","2019","family","family"
"261",-0.0540634794770254,"LEMA","2019","family","family"
"262",-0.133683012003752,"LEMA","2019","family","family"
"263",-0.195618850583889,"LEMA","2019","family","family"
"264",-0.213063509245201,"LEMA","2019","family","family"
"265",-0.181752103541025,"LEMA","2019","family","family"
"266",-0.115075981340588,"LEMA","2019","family","family"
"267",-0.23652491585859,"LEMA","2019","family","family"
"268",-0.00261473309392124,"LEMA","2019","family","family"
"269",-0.223702939076345,"LEMA","2019","family","family"
"270",-0.138454869760192,"LEMA","2019","family","family"
"271",-0.141631016556567,"LEMA","2019","family","family"
"272",-0.0754398132967626,"LEMA","2019","family","family"
"273",-0.213155103584388,"LEMA","2019","family","family"
"274",-0.050370882730582,"LEMA","2019","family","family"
"275",-0.222992508082624,"LEMA","2019","family","family"
"276",-0.124620181209374,"LEMA","2019","family","family"
"277",-0.189253168229244,"LEMA","2019","family","family"
"278",-0.284030863124893,"LEMA","2019","family","family"
"279",-0.217060488868134,"LEMA","2019","family","family"
"280",-0.162777613584078,"LEMA","2019","family","family"
"281",-0.0395681459554259,"LEMA","2019","family","family"
"282",-0.203308755081466,"LEMA","2019","family","family"
"283",-0.228188810112747,"LEMA","2019","family","family"
"284",-0.209057800029374,"LEMA","2019","family","family"
"285",-0.281306110264915,"LEMA","2019","family","family"
"286",-0.182488628233722,"LEMA","2019","family","family"
"287",-0.158467513099131,"LEMA","2019","family","family"
"288",-0.193694195351237,"LEMA","2019","family","family"
"289",-0.251294986382992,"LEMA","2019","family","family"
"290",-0.162493115123009,"LEMA","2019","family","family"
"291",-0.235114112013758,"LEMA","2019","family","family"
"292",-0.174848782994825,"LEMA","2019","family","family"
"293",-0.133481029021087,"LEMA","2019","family","family"
"294",-0.232747796084009,"LEMA","2019","family","family"
"295",-0.0231011583809387,"LEMA","2019","family","family"
"296",-0.162736335024227,"LEMA","2019","family","family"
"297",-0.119626732612833,"LEMA","2019","family","family"
"298",-0.165958785243554,"LEMA","2019","family","family"
"299",-0.150409679289033,"LEMA","2019","family","family"
"300",-0.222862221242686,"LEMA","2019","family","family"
"301",-0.216409452675704,"LEMA","2019","family","family"
"302",-0.265400171099196,"LEMA","2019","family","family"
"303",-0.216970477740107,"LEMA","2019","family","family"
"304",-0.14471051817751,"LEMA","2019","family","family"
"305",-0.147877631449164,"LEMA","2019","family","family"
"306",-0.16858540647088,"LEMA","2019","family","family"
"307",-0.27498132832649,"LEMA","2019","family","family"
"308",-0.249116979137743,"LEMA","2019","family","family"
"309",-0.178259768558186,"LEMA","2019","family","family"
"310",-0.0789092181638903,"LEMA","2019","family","family"
"311",-0.136355097763656,"LEMA","2019","family","family"
"312",-0.232164029223353,"LEMA","2019","family","family"
"313",-0.174993629085094,"LEMA","2019","family","family"
"314",-0.0556602828190129,"LEMA","2019","family","family"
"315",-0.102868553562584,"LEMA","2019","family","family"
"316",-0.223846703819408,"LEMA","2019","family","family"
"317",-0.0808205301128231,"LEMA","2019","family","family"
"318",-0.258853058152358,"LEMA","2019","family","family"
"319",-0.156583346249417,"LEMA","2019","family","family"
"320",-0.142015711738412,"LEMA","2019","family","family"
"321",-0.133980091172175,"LEMA","2019","family","family"
"322",-0.156227648692602,"LEMA","2019","family","family"
"323",-0.161830689830679,"LEMA","2019","family","family"
"324",-0.226004596391831,"LEMA","2019","family","family"
"325",-0.205706606968933,"LEMA","2019","family","family"
"326",-0.208662506002586,"LEMA","2019","family","family"
"327",-0.100428310918468,"LEMA","2019","family","family"
"328",-0.200566286233018,"LEMA","2019","family","family"
"329",-0.155116746821836,"LEMA","2019","family","family"
"330",-0.221519264311393,"LEMA","2019","family","family"
"331",-0.290517995826137,"LEMA","2019","family","family"
"332",-0.15574035418957,"LEMA","2019","family","family"
"333",-0.284858000185459,"LEMA","2019","family","family"
"334",-0.102982521884978,"LEMA","2019","family","family"
"335",-0.221007277171407,"LEMA","2019","family","family"
"336",-0.154053542376175,"LEMA","2019","family","family"
"337",-0.184546630815532,"LEMA","2019","family","family"
"338",-0.161691315975005,"LEMA","2019","family","family"
"339",-0.211743142607348,"LEMA","2019","family","family"
"340",-0.0556241863010537,"LEMA","2019","family","family"
"341",-0.231742823507642,"LEMA","2019","family","family"
"342",-0.120249957688522,"LEMA","2019","family","family"
"343",-0.31102443545158,"LEMA","2019","family","family"
"344",-0.113097341177153,"LEMA","2019","family","family"
"345",-0.281458723877492,"LEMA","2019","family","family"
"346",-0.189064310276925,"LEMA","2019","family","family"
"347",-0.10306636408441,"LEMA","2019","family","family"
"348",-0.182151355670541,"LEMA","2019","family","family"
"349",-0.0746149921714143,"LEMA","2019","family","family"
"350",-0.089910293640606,"LEMA","2019","family","family"
"351",-0.107600805772308,"LEMA","2019","family","family"
"352",-0.211093321651316,"LEMA","2019","family","family"
"353",-0.227798338248237,"LEMA","2019","family","family"
"354",-0.0336336269131013,"LEMA","2019","family","family"
"355",-0.125637199072612,"LEMA","2019","family","family"
"356",-0.1485441415212,"LEMA","2019","family","family"
"357",-0.143320746411057,"LEMA","2019","family","family"
"358",-0.0417910925621559,"LEMA","2019","family","family"
"359",-0.200712408108389,"LEMA","2019","family","family"
"360",-0.154556906056598,"LEMA","2019","family","family"
"361",-0.263544915219922,"LEMA","2019","family","family"
"362",-0.267398736227049,"LEMA","2019","family","family"
"363",-0.249727427676322,"LEMA","2019","family","family"
"364",-0.0847794619568525,"LEMA","2019","family","family"
"365",-0.264252176426201,"LEMA","2019","family","family"
"366",-0.235949387012825,"LEMA","2019","family","family"
"367",-0.15469919969918,"LEMA","2019","family","family"
"368",-0.178976733028464,"LEMA","2019","family","family"
"369",-0.135073832119032,"LEMA","2019","family","family"
"370",-0.148334267702082,"LEMA","2019","family","family"
"371",-0.156588429378229,"LEMA","2019","family","family"
"372",-0.266864031955573,"LEMA","2019","family","family"
"373",-0.221889908737787,"LEMA","2019","family","family"
"374",-0.158573012867118,"LEMA","2019","family","family"
"375",-0.0862228121916115,"LEMA","2019","family","family"
"376",-0.0864413073034448,"LEMA","2019","family","family"
"377",-0.185337133685204,"LEMA","2019","family","family"
"378",-0.180661148576206,"LEMA","2019","family","family"
"379",-0.122364709228287,"LEMA","2019","family","family"
"380",-0.143989933610218,"LEMA","2019","family","family"
"381",-0.216906775716182,"LEMA","2019","family","family"
"382",-0.116453705346903,"LEMA","2019","family","family"
"383",-0.074644314636147,"LEMA","2019","family","family"
"384",-0.0115727154082661,"LEMA","2019","family","family"
"385",-0.266454711494436,"LEMA","2019","family","family"
"386",-0.233200607545981,"LEMA","2019","family","family"
"387",-0.110145198041489,"LEMA","2019","family","family"
"388",-0.236442249833431,"LEMA","2019","family","family"
"389",-0.272592613334447,"LEMA","2019","family","family"
"390",-0.239668492335337,"LEMA","2019","family","family"
"391",-0.159668141506609,"LEMA","2019","family","family"
"392",-0.182037728273047,"LEMA","2019","family","family"
"393",-0.128687373519734,"LEMA","2019","family","family"
"394",-0.185690775335397,"LEMA","2019","family","family"
"395",-0.254051761131694,"LEMA","2019","family","family"
"396",-0.174979254392103,"LEMA","2019","family","family"
"397",-0.142164221857971,"LEMA","2019","family","family"
"398",-0.209703633526952,"LEMA","2019","family","family"
"399",-0.181321857664327,"LEMA","2019","family","family"
"400",-0.189639522902286,"LEMA","2019","family","family"
"401",-0.070080369732624,"LEMA","2019","family","family"
"402",-0.136403989553809,"LEMA","2019","family","family"
"403",-0.219729995324229,"LEMA","2019","family","family"
"404",-0.239930923302716,"LEMA","2019","family","family"
"405",-0.108550340785008,"LEMA","2019","family","family"
"406",-0.113797932372389,"LEMA","2019","family","family"
"407",-0.18411464748375,"LEMA","2019","family","family"
"408",-0.22538895481418,"LEMA","2019","family","family"
"409",-0.202748252895399,"LEMA","2019","family","family"
"410",-0.135369094927914,"LEMA","2019","family","family"
"411",-0.18148638577444,"LEMA","2019","family","family"
"412",-0.259897248670112,"LEMA","2019","family","family"
"413",-0.11865675750593,"LEMA","2019","family","family"
"414",-0.130410893597053,"LEMA","2019","family","family"
"415",-0.138144318781571,"LEMA","2019","family","family"
"416",-0.148495693244543,"LEMA","2019","family","family"
"417",-0.217860021623002,"LEMA","2019","family","family"
"418",-0.137292687578639,"LEMA","2019","family","family"
"419",-0.166871778623543,"LEMA","2019","family","family"
"420",-0.228906253957581,"LEMA","2019","family","family"
"421",-0.110923758582426,"LEMA","2019","family","family"
"422",-0.23369186804212,"LEMA","2019","family","family"
"423",-0.177239349179092,"LEMA","2019","family","family"
"424",-0.149363495332949,"LEMA","2019","family","family"
"425",-0.125244164677796,"LEMA","2019","family","family"
"426",-0.15001569787327,"LEMA","2019","family","family"
"427",-0.231596102474547,"LEMA","2019","family","family"
"428",-0.138224433597407,"LEMA","2019","family","family"
"429",-0.152625280912984,"LEMA","2019","family","family"
"430",-0.198426756740266,"LEMA","2019","family","family"
"431",-0.215468623937759,"LEMA","2019","family","family"
"432",-0.145149351201275,"LEMA","2019","family","family"
"433",-0.213052611527935,"LEMA","2019","family","family"
"434",-0.222345757264663,"LEMA","2019","family","family"
"435",-0.187066736149194,"LEMA","2019","family","family"
"436",-0.231756753388623,"LEMA","2019","family","family"
"437",-0.191753241757702,"LEMA","2019","family","family"
"438",-0.281457801472394,"LEMA","2019","family","family"
"439",-0.201324500178436,"LEMA","2019","family","family"
"440",-0.0987187075589632,"LEMA","2019","family","family"
"441",-0.287210711540096,"LEMA","2019","family","family"
"442",-0.119355024290674,"LEMA","2019","family","family"
"443",-0.142011629911323,"LEMA","2019","family","family"
"444",-0.214363687241646,"LEMA","2019","family","family"
"445",-0.299245276774742,"LEMA","2019","family","family"
"446",-0.259950229001436,"LEMA","2019","family","family"
"447",-0.189815843893947,"LEMA","2019","family","family"
"448",-0.0636444387002256,"LEMA","2019","family","family"
"449",-0.136176724874658,"LEMA","2019","family","family"
"450",-0.0994345689745557,"LEMA","2019","family","family"
"451",-0.0848115526626567,"LEMA","2019","family","family"
"452",-0.0494225256039139,"LEMA","2019","family","family"
"453",-0.103265902359443,"LEMA","2019","family","family"
"454",-0.22360374563452,"LEMA","2019","family","family"
"455",-0.172073672235684,"LEMA","2019","family","family"
"456",-0.213601922442626,"LEMA","2019","family","family"
"457",-0.164820098908914,"LEMA","2019","family","family"
"458",-0.24657476460547,"LEMA","2019","family","family"
"459",-0.188632688767332,"LEMA","2019","family","family"
"460",-0.223552933613547,"LEMA","2019","family","family"
"461",-0.149894823132453,"LEMA","2019","family","family"
"462",-0.24261486939584,"LEMA","2019","family","family"
"463",-0.0985282941405343,"LEMA","2019","family","family"
"464",-0.10120460438404,"LEMA","2019","family","family"
"465",-0.1123668263749,"LEMA","2019","family","family"
"466",-0.22454882335644,"LEMA","2019","family","family"
"467",-0.206078244999712,"LEMA","2019","family","family"
"468",-0.133564119936127,"LEMA","2019","family","family"
"469",-0.122275674003195,"LEMA","2019","family","family"
"470",-0.183760895641349,"LEMA","2019","family","family"
"471",-0.165737422950999,"LEMA","2019","family","family"
"472",-0.15544918706709,"LEMA","2019","family","family"
"473",-0.138019024140075,"LEMA","2019","family","family"
"474",-0.135257457132426,"LEMA","2019","family","family"
"475",-0.284924801470263,"LEMA","2019","family","family"
"476",-0.132570898317097,"LEMA","2019","family","family"
"477",-0.0946471463071519,"LEMA","2019","family","family"
"478",-0.0301326210438739,"LEMA","2019","family","family"
"479",-0.161411174209237,"LEMA","2019","family","family"
"480",-0.242317703539564,"LEMA","2019","family","family"
"481",-0.0977481085750869,"LEMA","2019","family","family"
"482",-0.212763788751331,"LEMA","2019","family","family"
"483",-0.219634038283911,"LEMA","2019","family","family"
"484",-0.218596480043418,"LEMA","2019","family","family"
"485",-0.136980424057836,"LEMA","2019","family","family"
"486",-0.25696052832625,"LEMA","2019","family","family"
"487",-0.28161992933924,"LEMA","2019","family","family"
"488",-0.130100211460348,"LEMA","2019","family","family"
"489",-0.156627890724999,"LEMA","2019","family","family"
"490",-0.174922770244766,"LEMA","2019","family","family"
"491",-0.0769762746145418,"LEMA","2019","family","family"
"492",-0.304633888616165,"LEMA","2019","family","family"
"493",-0.270385509134571,"LEMA","2019","family","family"
"494",-0.24054144102918,"LEMA","2019","family","family"
"495",-0.297293036542945,"LEMA","2019","family","family"
"496",-0.0903846114068758,"LEMA","2019","family","family"
"497",-0.206654161480203,"LEMA","2019","family","family"
"498",-0.0388446594838597,"LEMA","2019","family","family"
"499",-0.374722498972609,"LEMA","2019","family","family"
"500",-0.20027343438508,"LEMA","2019","family","family"
"501",-0.227883939991973,"LEMA","2019","family","family"
"502",0.0471289665420236,"LEMA","2019","family","family"
"503",-0.111171438469332,"LEMA","2019","family","family"
"504",-0.200133686908501,"LEMA","2019","family","family"
"505",-0.213563478090863,"LEMA","2019","family","family"
"506",-0.123418347971908,"LEMA","2019","family","family"
"507",-0.104175601194458,"LEMA","2019","family","family"
"508",-0.0905396805301403,"LEMA","2019","family","family"
"509",-0.19459734919005,"LEMA","2019","family","family"
"510",-0.348971579983342,"LEMA","2019","family","family"
"511",-0.140836960422268,"LEMA","2019","family","family"
"512",-0.147234390972074,"LEMA","2019","family","family"
"513",-0.132019163335669,"LEMA","2019","family","family"
"514",-0.205942044019261,"LEMA","2019","family","family"
"515",-0.222035458592526,"LEMA","2019","family","family"
"516",-0.0376956948208035,"LEMA","2019","family","family"
"517",-0.169353918594476,"LEMA","2019","family","family"
"518",-0.0520065810426951,"LEMA","2019","family","family"
"519",-0.23899244326636,"LEMA","2019","family","family"
"520",-0.14247286156991,"LEMA","2019","family","family"
"521",-0.144210140756677,"LEMA","2019","family","family"
"522",-0.0213900335774656,"LEMA","2019","family","family"
"523",-0.170573570216381,"LEMA","2019","family","family"
"524",-0.334077944153304,"LEMA","2019","family","family"
"525",-0.149019994517601,"LEMA","2019","family","family"
"526",-0.227210979321322,"LEMA","2019","family","family"
"527",-0.109970154054201,"LEMA","2019","family","family"
"528",-0.133012387050564,"LEMA","2019","family","family"
"529",-0.172048813399664,"LEMA","2019","family","family"
"530",-0.208979429909577,"LEMA","2019","family","family"
"531",-0.214235831369604,"LEMA","2019","family","family"
"532",-0.211909533463815,"LEMA","2019","family","family"
"533",-0.140663202255845,"LEMA","2019","family","family"
