"","alpha_hat_ij_MEEL","alpha_hat_ij_POMO","alpha_hat_ij_SCLA","alpha_hat_ij_NA","beta_plant_hat_ijk_LEMA_POMO","focal","year","complexity.plant","complexity.animal"
"52",-0.249065121148709,-0.219703153738984,0.264266944225981,NA,-0.0523771317923553,"HOMA","All","code.plant","species"
"53",-0.402234640706366,-0.1992178175786,0.124136513140743,NA,0.110092030513736,"HOMA","All","code.plant","species"
"54",-0.154860506421788,-0.172747509610904,0.0401674072366309,NA,-0.0336071749542713,"HOMA","All","code.plant","species"
"55",-0.172758155539395,-0.169113831686971,0.0988307305216738,NA,0.0833008476395187,"HOMA","All","code.plant","species"
"56",-0.146791131458342,-0.29038335534725,0.18894485586619,NA,-0.106006892955273,"HOMA","All","code.plant","species"
"57",-0.277173449425002,-0.229275754162214,0.226923744879467,NA,-0.0794475875100731,"HOMA","All","code.plant","species"
"58",-0.278870671401799,-0.198274563239801,0.104137814518565,NA,0.110509625362297,"HOMA","All","code.plant","species"
"59",-0.32299663571175,-0.303387420938393,0.0406188334404285,NA,0.0256584741469272,"HOMA","All","code.plant","species"
"60",-0.338887526868605,-0.327863850443893,-0.00758199541475546,NA,0.194019033926732,"HOMA","All","code.plant","species"
"61",-0.168727627548034,-0.0862154182982667,0.0719459358181653,NA,-0.126453285228982,"HOMA","All","code.plant","species"
"62",-0.240770788493784,-0.308898578004739,0.256501415416555,NA,-0.140547318480674,"HOMA","All","code.plant","species"
"63",-0.371663332276521,-0.22708109693758,0.179349835626876,NA,0.0670677893132117,"HOMA","All","code.plant","species"
"64",-0.192978288573965,-0.169419563034446,0.232838236801881,NA,0.0347419007594674,"HOMA","All","code.plant","species"
"65",-0.261842630820284,-0.259330208689858,0.217916816595574,NA,0.122011073745103,"HOMA","All","code.plant","species"
"66",-0.203022955605563,-0.184354916792296,0.352581798150194,NA,0.203317802016855,"HOMA","All","code.plant","species"
"67",-0.34736008488371,-0.190051157185704,-0.0399075943265889,NA,-0.110942853310299,"HOMA","All","code.plant","species"
"68",-0.283569685431387,-0.0895830596911442,0.21117849730722,NA,-0.0509185172177382,"HOMA","All","code.plant","species"
"69",-0.137179846065332,-0.0110840119507675,0.228745635482854,NA,0.0129380438912365,"HOMA","All","code.plant","species"
"70",-0.23622381819728,-0.257981103767111,0.136177225656587,NA,-0.0980352601345711,"HOMA","All","code.plant","species"
"71",-0.336606748889875,-0.263802640041426,0.0791995128559346,NA,-0.101991903556748,"HOMA","All","code.plant","species"
"72",-0.318498894203481,-0.112783318765399,0.249010416622037,NA,-0.0499844923428051,"HOMA","All","code.plant","species"
"73",-0.226520497119121,-0.211873665735486,0.0945282229405287,NA,-0.0360849186857597,"HOMA","All","code.plant","species"
"74",-0.272616110279985,-0.299076131117119,0.189125640700337,NA,0.0871202970739375,"HOMA","All","code.plant","species"
"75",-0.335367760309158,-0.197920028107829,0.129302931737713,NA,0.00669802934899399,"HOMA","All","code.plant","species"
"76",-0.22739068952373,-0.283725652676993,0.161765233162838,NA,-0.012951816939584,"HOMA","All","code.plant","species"
"77",-0.245036249653177,-0.26486712259862,0.165856086716159,NA,0.0581745124515007,"HOMA","All","code.plant","species"
"78",-0.286296967252414,-0.206292461046897,0.0999578397746366,NA,0.216393951960562,"HOMA","All","code.plant","species"
"79",-0.221453790648758,-0.137237594429133,0.150233158392074,NA,-0.0467342019438921,"HOMA","All","code.plant","species"
"80",-0.290873190240551,-0.129053702541441,0.145659336141083,NA,0.121901918475418,"HOMA","All","code.plant","species"
"81",-0.182507893421302,-0.155551526259386,0.155087350671844,NA,-0.0200812032416529,"HOMA","All","code.plant","species"
"82",-0.00520741235577316,-0.0414112528412889,0.0995505105300551,NA,0.0488528789386133,"HOMA","All","code.plant","species"
"83",-0.27688856005562,-0.240819561117463,0.20868646558986,NA,-0.0214958416783864,"HOMA","All","code.plant","species"
"84",-0.290804981571499,-0.219746964114148,0.022209860342312,NA,0.145958379922792,"HOMA","All","code.plant","species"
"85",-0.306072452264748,-0.208536012261087,0.0933996425635066,NA,0.226027293155215,"HOMA","All","code.plant","species"
"86",-0.452636399837562,-0.239898293329482,0.312685264499101,NA,-0.0297591695244707,"HOMA","All","code.plant","species"
"87",-0.347195246347819,-0.252743520773725,0.316979422794606,NA,-0.20603777359553,"HOMA","All","code.plant","species"
"88",-0.314749679230575,-0.203361021367999,0.138784820890536,NA,0.00578485562625053,"HOMA","All","code.plant","species"
"89",-0.243642757041509,-0.121652982344626,0.136376067150592,NA,0.0966520898806564,"HOMA","All","code.plant","species"
"90",-0.240270933138784,-0.0945339872768201,0.126439271795217,NA,0.13619419516114,"HOMA","All","code.plant","species"
"91",-0.326100178793306,-0.208937894462596,0.256552994926505,NA,-0.00546764288010559,"HOMA","All","code.plant","species"
"92",-0.397715390535942,-0.177113608334491,0.0869035718219213,NA,0.138736989763433,"HOMA","All","code.plant","species"
"93",-0.108691828241286,-0.183683349915591,0.156099768750084,NA,0.12798059775039,"HOMA","All","code.plant","species"
"94",-0.118329859469224,-0.258048986748872,0.0463950731179112,NA,0.110648010669948,"HOMA","All","code.plant","species"
"95",-0.232957768219243,-0.284000162963711,0.186333430913515,NA,0.0126148188140662,"HOMA","All","code.plant","species"
"96",-0.269795559897788,-0.164375007632708,0.0858599890341676,NA,0.12760504201538,"HOMA","All","code.plant","species"
"97",-0.203372987165799,-0.262920338146094,0.168320042765566,NA,-0.0693184014903341,"HOMA","All","code.plant","species"
"98",-0.33121118459821,-0.245431741788951,0.246726745771009,NA,0.161023813875862,"HOMA","All","code.plant","species"
"99",-0.151475315204781,-0.159275850402592,0.401972864625181,NA,0.117176151646434,"HOMA","All","code.plant","species"
"100",-0.322462789103656,-0.186538278161398,0.132926882212117,NA,0.122865161024436,"HOMA","All","code.plant","species"
"101",-0.418229731157846,-0.143269756349939,0.179773277413025,NA,0.13519985143365,"HOMA","All","code.plant","species"
"102",-0.243401509638655,-0.0985023668028753,0.192727606673822,NA,0.00633911280312138,"HOMA","All","code.plant","species"
"103",-0.216804747376628,-0.371926405022437,0.0691774115147907,NA,0.261926067387628,"HOMA","All","code.plant","species"
"104",-0.223725942777981,-0.0359958622055085,0.190314948610258,NA,0.0102136394927124,"HOMA","All","code.plant","species"
"105",-0.23071529523735,-0.357059442876362,0.0574692143081577,NA,0.263345357252325,"HOMA","All","code.plant","species"
"106",-0.175977258507456,-0.214254910713273,0.130915603559434,NA,-0.0190995046568341,"HOMA","All","code.plant","species"
"107",-0.337414409213765,-0.19410308057074,0.268261559179596,NA,-0.0529540927583425,"HOMA","All","code.plant","species"
"108",-0.209056335334615,-0.146038798391906,0.19485094102083,NA,0.0103766292875211,"HOMA","All","code.plant","species"
"109",-0.324977820252964,-0.298409649424239,0.212474114983263,NA,-0.0188299460018904,"HOMA","All","code.plant","species"
"110",-0.30547056998735,-0.217352586882919,0.268955895570685,NA,0.0397796494673084,"HOMA","All","code.plant","species"
"111",-0.17311390347463,-0.0105001413059792,0.0521345394850117,NA,-0.153741088169367,"HOMA","All","code.plant","species"
"112",-0.317379912656827,-0.315714054978085,0.221280559588416,NA,-0.113292076253034,"HOMA","All","code.plant","species"
"113",-0.379620442793572,-0.359189976239131,0.172930213263412,NA,0.158269888646626,"HOMA","All","code.plant","species"
"114",-0.209436010673947,-0.155809770334995,0.164467607912358,NA,-0.0686028395420494,"HOMA","All","code.plant","species"
"115",-0.373748460041183,-0.188318097568608,0.111199806590907,NA,0.0765475294994762,"HOMA","All","code.plant","species"
"116",-0.284989877079699,-0.176545290262798,0.210450843606387,NA,-0.236788539887711,"HOMA","All","code.plant","species"
"117",-0.308164405621452,-0.313433152117454,0.130615006316164,NA,-0.0713766067257283,"HOMA","All","code.plant","species"
"118",-0.341015264529029,-0.271383587097728,0.132457070890506,NA,-0.0525344700221925,"HOMA","All","code.plant","species"
"119",-0.324934452192347,-0.343685915405802,0.171791681161093,NA,0.0440501438511292,"HOMA","All","code.plant","species"
"120",-0.184009580206129,-0.214110733317763,0.0839126066816709,NA,0.0278154801747426,"HOMA","All","code.plant","species"
"121",-0.170755486364942,-0.176037274305012,0.106476880988929,NA,0.0926352803245594,"HOMA","All","code.plant","species"
"122",-0.361355153331071,-0.153033255979596,0.242900066086426,NA,-0.0510944043852246,"HOMA","All","code.plant","species"
"123",-0.175670959840336,-0.241757852348212,0.164920741186517,NA,-0.103122305557037,"HOMA","All","code.plant","species"
"124",-0.334045886098395,-0.15466734431299,0.216294398405681,NA,-0.00388345442942284,"HOMA","All","code.plant","species"
"125",-0.276059089063164,-0.263279033720988,0.146801656062683,NA,0.174946712531368,"HOMA","All","code.plant","species"
"126",-0.337334450546475,-0.164126778979153,0.133385539596239,NA,0.243219576806249,"HOMA","All","code.plant","species"
"127",-0.335214459727495,-0.264127194924625,-0.0120125837835441,NA,0.0187243553718022,"HOMA","All","code.plant","species"
"128",-0.344937548377941,-0.227435824521348,0.12003785703613,NA,-0.00439782243074549,"HOMA","All","code.plant","species"
"129",-0.318590184033333,-0.162751195560353,0.170533886224842,NA,0.074659374932166,"HOMA","All","code.plant","species"
"130",-0.283831647491589,-0.160955560416155,0.360388677339949,NA,-0.0807998814139601,"HOMA","All","code.plant","species"
"131",-0.300762220559207,-0.25603474549275,0.180995346315197,NA,-0.162104952829178,"HOMA","All","code.plant","species"
"132",-0.24166220663139,-0.180277424157009,0.158011129108396,NA,0.146026531808877,"HOMA","All","code.plant","species"
"133",-0.424524521269401,-0.105851766251521,0.277816636774168,NA,-0.0708168390234077,"HOMA","All","code.plant","species"
"134",-0.296031881536138,-0.237501427675781,0.220856634306688,NA,-0.136270515417984,"HOMA","All","code.plant","species"
"135",-0.19320529540632,-0.116489750031093,0.235291311437394,NA,0.161497595574196,"HOMA","All","code.plant","species"
"136",-0.117977507858505,-0.118364400106273,0.0364673551526498,NA,0.0644396264125286,"HOMA","All","code.plant","species"
"137",-0.372881304650432,-0.232817502941983,0.139812548852638,NA,-0.00193012747822841,"HOMA","All","code.plant","species"
"138",-0.296660757658107,-0.230777180845315,0.113460975061774,NA,-0.109058755099394,"HOMA","All","code.plant","species"
"139",-0.288164477413843,-0.282546601685661,0.139811900006884,NA,-0.0601847639366068,"HOMA","All","code.plant","species"
"140",-0.268098211299289,-0.103480424442091,0.230220613123709,NA,0.12321300976561,"HOMA","All","code.plant","species"
"141",-0.37695420685727,-0.177174711518586,0.0802372082495824,NA,0.0545674158392626,"HOMA","All","code.plant","species"
"142",-0.240834007294074,-0.159596313819411,0.20775911707906,NA,0.0844637658151532,"HOMA","All","code.plant","species"
"143",-0.354156562616239,-0.158420055037269,0.317407731994906,NA,0.0462319271286922,"HOMA","All","code.plant","species"
"144",-0.0503515199601025,-0.0135106037655651,0.0759294969160125,NA,-0.0500268912175232,"HOMA","All","code.plant","species"
"145",-0.258392333439326,-0.137940878023458,0.237565450020928,NA,0.0542888375475481,"HOMA","All","code.plant","species"
"146",-0.326087053405491,-0.294466881443247,0.242477367574398,NA,-0.0165800938641862,"HOMA","All","code.plant","species"
"147",-0.271229689980984,-0.121153391856047,0.128901394121251,NA,0.0309730866927895,"HOMA","All","code.plant","species"
"148",-0.193515443067552,-0.125472609435693,0.239477128069727,NA,0.187403377313731,"HOMA","All","code.plant","species"
"149",-0.304125144381998,-0.144352005317217,0.115529385606044,NA,-0.0619868816878468,"HOMA","All","code.plant","species"
"150",-0.248818810406133,-0.186845730403688,0.208893337128302,NA,0.0636721252158055,"HOMA","All","code.plant","species"
"151",-0.233258112201532,-0.354785364343855,0.242683193705838,NA,-0.0279150664498004,"HOMA","All","code.plant","species"
"152",-0.203719453104777,-0.133362119905519,-0.00514018962608542,NA,-0.105459970653816,"HOMA","All","code.plant","species"
"153",-0.329731902731623,-0.325846266076664,0.136585514250662,NA,0.0212882289949232,"HOMA","All","code.plant","species"
"154",-0.18532148316981,-0.247025040475269,0.297394470235324,NA,0.0789447832741512,"HOMA","All","code.plant","species"
"155",-0.302140329770014,-0.097693400365004,0.123823356608332,NA,-0.0658424147835723,"HOMA","All","code.plant","species"
"156",-0.428078147243848,-0.203198337074755,0.284486200797672,NA,0.181281757105788,"HOMA","All","code.plant","species"
"157",-0.203756407628154,-0.186199568292828,0.221932654643088,NA,-0.117529597777204,"HOMA","All","code.plant","species"
"158",-0.324682955005118,-0.361824134412211,0.0992777458127168,NA,-0.0701988051705997,"HOMA","All","code.plant","species"
"159",-0.242619704691177,-0.182039541514978,0.156159118101214,NA,-0.0757438037368295,"HOMA","All","code.plant","species"
"160",-0.363149495962019,-0.205806320396956,0.0089018684187725,NA,-0.115496547754789,"HOMA","All","code.plant","species"
"161",-0.188593157874115,-0.122606370477341,0.252846998495281,NA,-0.111884437053636,"HOMA","All","code.plant","species"
"162",-0.279955130405971,-0.213652033379927,0.118845689501724,NA,-0.147876592436419,"HOMA","All","code.plant","species"
"163",-0.244319928585961,-0.103945610289633,0.349804290955896,NA,-0.075589549271266,"HOMA","All","code.plant","species"
"164",-0.214598253240737,-0.12635030253617,0.166167784236383,NA,0.014929339118261,"HOMA","All","code.plant","species"
"165",-0.300258404430494,-0.164472662257695,0.135918713800321,NA,-0.119666342773938,"HOMA","All","code.plant","species"
"166",-0.246644666539713,-0.290349112226455,0.13856880141755,NA,-0.117368831852519,"HOMA","All","code.plant","species"
"167",-0.276969031795559,-0.127818646911257,0.293034128796421,NA,0.0201746958897719,"HOMA","All","code.plant","species"
"168",-0.113102637299086,-0.14908335435662,0.289824407347451,NA,0.204253431836007,"HOMA","All","code.plant","species"
"169",-0.185189199878581,-0.182761110536029,0.0898540758588193,NA,-0.0838679319993826,"HOMA","All","code.plant","species"
"170",-0.255939349319498,-0.336487045246974,0.233594196572698,NA,0.081413196216467,"HOMA","All","code.plant","species"
"171",-0.198578869771003,-0.191202416520826,0.239703547578095,NA,-0.128078310167106,"HOMA","All","code.plant","species"
"172",-0.0977872874720469,-0.282184728101046,0.152342065752907,NA,-0.128450143359669,"HOMA","All","code.plant","species"
"173",-0.141194125804456,-0.231692021830813,-0.00507866824180903,NA,0.0537470796662376,"HOMA","All","code.plant","species"
"174",-0.277911930430565,-0.23570397285319,0.148538459134786,NA,0.120147297482581,"HOMA","All","code.plant","species"
"175",-0.251872605478451,-0.243244907582432,0.140191561788204,NA,-0.0152552794172695,"HOMA","All","code.plant","species"
"176",-0.330757848067417,-0.228709862980796,0.191472313028651,NA,-0.00121698677943449,"HOMA","All","code.plant","species"
"177",-0.259313905576065,-0.151260728549015,0.265407546200096,NA,-0.0582612062118028,"HOMA","All","code.plant","species"
"178",-0.311709879417961,-0.178766140340077,0.063721352401755,NA,0.209615829309381,"HOMA","All","code.plant","species"
"179",-0.215879090726461,-0.248744235921013,0.211613382862581,NA,-0.0734306178792089,"HOMA","All","code.plant","species"
"180",-0.248805548975855,-0.135816744894122,0.0962533822724598,NA,0.0117051637200489,"HOMA","All","code.plant","species"
"181",-0.196310701921104,-0.198323176212554,0.0714079818050517,NA,-0.0692315524566293,"HOMA","All","code.plant","species"
"182",-0.305710083781007,-0.251340415173847,0.0864313728702544,NA,-0.059091792028091,"HOMA","All","code.plant","species"
"183",-0.189785534852986,-0.123201525662129,0.238913046197489,NA,-0.0665194756424944,"HOMA","All","code.plant","species"
"184",-0.32825956384918,-0.236169552702096,0.102892478295555,NA,-9.34410740938141e-05,"HOMA","All","code.plant","species"
"185",-0.398536426504936,-0.454725788747016,0.196935194201438,NA,0.151451638110754,"HOMA","All","code.plant","species"
"186",-0.411077045487485,-0.202509219254441,0.143850411198519,NA,-0.0767683140576618,"HOMA","All","code.plant","species"
"187",-0.26322021530401,-0.208983672585928,0.125982744978822,NA,0.0887145261692925,"HOMA","All","code.plant","species"
"188",-0.319325840289713,-0.135598591929879,-0.0235660350594676,NA,0.0681518971325508,"HOMA","All","code.plant","species"
"189",-0.312455692671575,-0.278297792356718,0.133241232392886,NA,-0.0690351852586431,"HOMA","All","code.plant","species"
"190",-0.287176077269904,-0.241072483547915,0.0582738519764128,NA,0.102596538860664,"HOMA","All","code.plant","species"
"191",-0.38036777216825,-0.267241945732552,0.0708751568133497,NA,0.142973393452222,"HOMA","All","code.plant","species"
"192",-0.355797154690901,-0.104086051078052,0.257015398747551,NA,0.096369166448488,"HOMA","All","code.plant","species"
"193",-0.342201163638465,-0.211648434376353,0.239201739497332,NA,-0.108122523996972,"HOMA","All","code.plant","species"
"194",-0.369327496987295,-0.172994399904794,0.0776727610547523,NA,-0.103609501646907,"HOMA","All","code.plant","species"
"195",-0.226005242283579,-0.0840226699260136,0.100235505151867,NA,-0.0390614067008582,"HOMA","All","code.plant","species"
"196",-0.224793708895335,-0.197481585553166,0.172691709530894,NA,0.117447125780906,"HOMA","All","code.plant","species"
"197",-0.228924087736673,-0.17159158853748,0.273502108503011,NA,0.00318183286544915,"HOMA","All","code.plant","species"
"198",-0.406407047577877,-0.175309579071452,0.248027274033852,NA,-0.0348384541340028,"HOMA","All","code.plant","species"
"199",-0.28584573157869,-0.227207489160108,0.0874629632727879,NA,0.203795706962174,"HOMA","All","code.plant","species"
"200",-0.252512169495858,-0.151997501745037,0.129768420499001,NA,0.0694868422712578,"HOMA","All","code.plant","species"
"201",-0.206730603019866,-0.263160547667945,0.125525049769903,NA,-0.10776528758476,"HOMA","All","code.plant","species"
"202",-0.3406132766959,-0.182327501125386,-0.0152924730629884,NA,-0.109004868871581,"HOMA","All","code.plant","species"
"203",-0.257625088590183,-0.152874459895212,0.0382195953947222,NA,0.0931608468465717,"HOMA","All","code.plant","species"
"204",-0.190546225656896,-0.219906254515002,0.111941765434147,NA,0.00180938707327027,"HOMA","All","code.plant","species"
"205",-0.247595976963189,-0.19026724950825,0.0156740956792953,NA,0.101702194985967,"HOMA","All","code.plant","species"
"206",-0.256304559421519,-0.22061433861156,0.160172912803009,NA,-0.0172510827980854,"HOMA","All","code.plant","species"
"207",-0.367927723678165,-0.126062162477622,0.339476077658812,NA,-0.063644714476094,"HOMA","All","code.plant","species"
"208",-0.12011894805355,-0.202576686052211,0.212021141989394,NA,0.0144051516154702,"HOMA","All","code.plant","species"
"209",-0.292242587532249,-0.319779185098697,-0.0521088412230948,NA,0.0968089522607385,"HOMA","All","code.plant","species"
"210",-0.314972853087543,-0.250352012643413,0.100690525414145,NA,0.140268974017158,"HOMA","All","code.plant","species"
"211",-0.1951339974744,-0.214255096531899,0.0718947829639249,NA,-0.0541541983880404,"HOMA","All","code.plant","species"
"212",-0.242620532463319,-0.319422818380615,0.210147338539399,NA,-0.204048201634592,"HOMA","All","code.plant","species"
"213",-0.349118974197655,-0.206253355642043,0.0678016915483635,NA,0.000305220833265452,"HOMA","All","code.plant","species"
"214",-0.281815830214233,-0.259435010824097,0.283401311126461,NA,-0.0717507583492818,"HOMA","All","code.plant","species"
"215",-0.185884901961392,-0.0974555565652485,0.154096369956766,NA,0.106247160429266,"HOMA","All","code.plant","species"
"216",-0.367304339199667,-0.1959782272991,0.0813287479316198,NA,0.0130220629091009,"HOMA","All","code.plant","species"
"217",-0.22617068403256,-0.122971740864462,0.213795608189695,NA,-0.0905819833762599,"HOMA","All","code.plant","species"
"218",-0.219291285990326,-0.295822041300314,0.302098806119361,NA,-0.0507501271800671,"HOMA","All","code.plant","species"
"219",-0.219113113912061,-0.282786898623318,0.337270412303394,NA,0.0703783830291203,"HOMA","All","code.plant","species"
"220",-0.253402218058769,-0.226885248598878,0.193254743976043,NA,0.120407363485936,"HOMA","All","code.plant","species"
"221",-0.228336781484827,-0.316977029613749,0.0178984454345843,NA,0.146895164467941,"HOMA","All","code.plant","species"
"222",-0.212496412934131,-0.204402527451419,0.150899361708075,NA,-0.029738094052048,"HOMA","All","code.plant","species"
"223",-0.279483398576533,-0.136180769868699,0.156515004051586,NA,-0.0859023219685604,"HOMA","All","code.plant","species"
"224",-0.214309902128505,-0.10102072573866,0.161425935820498,NA,0.0293006789702419,"HOMA","All","code.plant","species"
"225",-0.18367057260588,-0.206838976861459,0.0482286911288858,NA,0.0508457565075355,"HOMA","All","code.plant","species"
"226",-0.231781263444227,-0.11262876476322,0.253370405795575,NA,-0.0113748315382826,"HOMA","All","code.plant","species"
"227",-0.233301758717603,-0.0789102553401068,0.129774802600107,NA,-0.200965856554491,"HOMA","All","code.plant","species"
"228",-0.339667586761476,-0.207058464796767,0.220488679347134,NA,0.0568580871827522,"HOMA","All","code.plant","species"
"229",-0.26326663718248,-0.317104310789593,0.364452014842796,NA,-0.0928601565887003,"HOMA","All","code.plant","species"
"230",-0.248395192138123,-0.204930756371071,0.0222254640487072,NA,0.131169639311325,"HOMA","All","code.plant","species"
"231",-0.253809565625707,-0.238457196901501,0.164250658301232,NA,-0.032483017705879,"HOMA","All","code.plant","species"
"232",-0.232925920203393,-0.196693036709633,0.256194685590899,NA,-0.0179876784867282,"HOMA","All","code.plant","species"
"233",-0.302213638704096,-0.193578814367742,0.166448938794324,NA,-0.112800345568788,"HOMA","All","code.plant","species"
"234",-0.220855793368118,-0.18832945430063,0.205876870663977,NA,0.0510561039920649,"HOMA","All","code.plant","species"
"235",-0.162608814170587,-0.256216590665156,0.0887297911763003,NA,-0.19900164805988,"HOMA","All","code.plant","species"
"236",-0.231871840130076,-0.297171344772064,0.283772458323948,NA,-0.0514866152840492,"HOMA","All","code.plant","species"
"237",-0.268923337166004,-0.249747027551284,0.160802711700457,NA,0.170092755184657,"HOMA","All","code.plant","species"
"238",-0.368644999121787,-0.327293680777683,0.140532628051225,NA,0.0644996452747282,"HOMA","All","code.plant","species"
"239",-0.317374158126304,-0.107571183589154,0.195826711696371,NA,-0.0141887005677637,"HOMA","All","code.plant","species"
"240",-0.213526718729038,-0.164229544688143,0.0897957000965561,NA,0.148740191878289,"HOMA","All","code.plant","species"
