"","alpha_hat_ij_MEEL","alpha_hat_ij_PAIN","alpha_hat_ij_RAPE","alpha_hat_ij_SPRU","alpha_hat_ij_SUSP","gamma_FV_hat_if_Dilophus_spp","gamma_FV_hat_if_Musca_spp","gamma_FV_hat_if_Ulidiidae_sp_wings_with_pattern","beta_plant_hat_ijk_LEMA_MEEL","beta_FV_hat_ijf_LEMA_Eucera_spp","focal","year","complexity.plant","complexity.animal"
"18",-0.152440018295545,0.0462730992418985,-0.0155366909368715,0.100412692762919,0.0438606433092881,0.0394554572875754,0.0531530049507374,-0.04352116507624,-0.0721226942044546,-0.107237466215538,"CHFU","All","code.plant","species"
"19",-0.219947983029807,-0.158134258242148,0.0611167808879727,-0.120656701913419,0.229808873124015,0.23404602682225,-0.0625124087879495,-0.279089400679025,0.0554019684477407,0.170273147182664,"CHFU","All","code.plant","species"
"20",-0.317850793987296,0.00779320153748086,-0.120098182385865,-0.158237699083292,-0.0784962247073998,0.00569633217630683,0.112881867050276,-0.00184569290885639,0.00703089706047799,-0.0105504905192493,"CHFU","All","code.plant","species"
"21",-0.137409103567045,0.00265157110998082,0.0552980213994236,-0.0208013774663834,-0.168723224454302,0.136494904998404,0.0556687415579602,-0.0792322422507882,0.0909867256664687,0.0756299156038567,"CHFU","All","code.plant","species"
"22",-0.184638247821779,-0.0483641611739737,0.150374887427976,0.045013968121977,-0.0380627001920429,0.177055451642611,-0.0171551304534253,-0.0814569866159941,-0.262721101318584,0.0805186938865254,"CHFU","All","code.plant","species"
"23",-0.336985040894505,-0.146846621356012,-0.142387395566823,0.285671318985543,-0.0482791025331856,0.170501260871858,-0.0110341936055928,-0.25499264880496,-0.0266479999962514,0.0681302746472117,"CHFU","All","code.plant","species"
"24",-0.274474279472807,-0.0630208630652013,-0.10710710722747,0.0879366135892268,-0.0505318219076417,0.231709955631319,0.0119795495751343,-0.140784721166131,0.0453320760036169,0.051314282473345,"CHFU","All","code.plant","species"
"25",-0.21875588564393,0.0821223526955723,-0.091098193762103,0.0160425041802006,-0.0602520149113812,0.2252622731256,-0.105941098544528,0.0118396457344736,0.0882922984456973,0.1995379243009,"CHFU","All","code.plant","species"
"26",-0.160668767821068,-0.0393651986772197,-0.200705409450658,-0.166911073335677,-0.130410265445235,0.155521108975031,0.0618558223436958,-0.219150264991206,-0.0879883694732259,0.0315412731281459,"CHFU","All","code.plant","species"
"27",-0.278424389105464,-0.0648309451662785,-0.135572525079685,-0.241977644067795,-0.00502475505938693,0.267444121194107,-0.156255676876405,-0.292377118472131,0.0112330279781956,0.0345261376842192,"CHFU","All","code.plant","species"
"28",-0.217704657517496,-0.0851230435059156,0.0547407503469657,-0.149202417482614,0.105160751766634,0.172058460979581,0.0373147159571976,-0.0137942952596037,-0.0146487623511211,0.0574480231134664,"CHFU","All","code.plant","species"
"29",-0.185476300260041,0.206491184790365,0.0442197374861184,0.0701956112544433,0.123800849535307,0.252972266968255,0.0870013016606699,-0.0303859169984625,0.0411400757249218,0.0776589387673816,"CHFU","All","code.plant","species"
"30",-0.15835163154529,-0.0958338248438151,-0.153821724021313,0.0595432329684138,-0.0854070267471032,0.239042620105256,-0.138833575460004,-0.243232887171366,0.00671955763740995,0.0455884096852495,"CHFU","All","code.plant","species"
"31",-0.406541976516535,-0.0835121859215795,-0.0292105417082826,-0.142531567861134,-0.00505583895163431,0.184552856839756,-0.14203710402382,-0.108038695154049,-0.175894774727409,-0.017658872271121,"CHFU","All","code.plant","species"
"32",-0.128772015669059,-0.122987975478008,-0.104254979908317,-0.198495869234408,-0.159420284375168,0.36589052259103,-0.0382043472924838,-0.0215714304460947,-0.00949403729918685,0.158536230648438,"CHFU","All","code.plant","species"
"33",0.0888507742958693,-0.0632159463295759,0.0372379880959828,-0.115136689413261,-0.0102018624314544,0.25814572269103,0.0664836363242205,-0.385147648794897,0.00719358146014248,0.0863556948059472,"CHFU","All","code.plant","species"
"34",-0.151859062727127,0.207852747198468,0.0803045453626769,0.0980748974789893,-0.0820555739811015,0.0517387544241994,-0.0910358283664628,-0.0800339053387733,-0.0954025701951676,0.0559456835996568,"CHFU","All","code.plant","species"
"35",-0.189386981505474,0.139692346449064,-0.0976785398965665,-0.0440745308777827,-0.00164291643871761,0.209190759707431,-0.263325802654731,-0.140485611563644,0.0329236287100216,0.171426370305671,"CHFU","All","code.plant","species"
"36",-0.206623366341937,-0.0647638209035379,-0.0650518992823003,-0.0219609596605435,-0.00942260273721462,0.185668329808953,-0.181634941110065,-0.187215250419045,0.135689624809656,-0.0313168324690525,"CHFU","All","code.plant","species"
"37",-0.086564836515571,0.0968782134563537,0.0299091728772067,0.154612364248699,0.142635984661182,0.0589504843883817,0.0663811775866245,-0.0364235224403887,0.0422859850883865,-0.0928296229517996,"CHFU","All","code.plant","species"
"38",0.0719224689433262,-0.109155786644083,-0.0352554183175054,0.00810910731434911,-0.0871844365605116,0.136747788932734,-0.116951143123932,-0.191620972441245,0.0144599852131708,0.194955013072766,"CHFU","All","code.plant","species"
"39",-0.00363388864796343,-0.166612066395286,-0.0497402330855823,-0.128605979424502,0.0350682252589329,0.245963045378112,0.0287406895281317,-0.175271944074438,-0.0571154736217049,-0.0464616597189624,"CHFU","All","code.plant","species"
"40",-0.242091832894364,-0.177335684882816,-0.0311943642581882,-0.15416814557817,-0.0317744716115766,0.40145281387677,0.0749626227575475,-0.00907009403555969,-0.0902388249197205,0.027388663165304,"CHFU","All","code.plant","species"
"41",-0.0504885258562225,-0.258974157240718,-0.0615166106760325,-0.17120824426015,-0.167685572690194,0.386712007918385,-0.0348461596748277,-0.0748676182589484,0.0360289166721122,0.0541073652134159,"CHFU","All","code.plant","species"
"42",-0.219946958483215,-0.0940710159173088,-0.0353414956892181,-0.0859939070104169,-0.0448687750561532,0.309964809505589,0.0589381351595437,-0.0963028613887189,0.0166297748523956,0.0948241573674311,"CHFU","All","code.plant","species"
"43",-0.16553673181454,0.0668058959773656,0.0752449213610995,-0.1312793771584,0.0374648852875352,0.332307844546466,0.10193757153499,-0.111439410254517,-0.0272443425532582,0.217169052677423,"CHFU","All","code.plant","species"
"44",-0.317903854432217,-0.196677773941369,-0.145510697356496,0.0487005227088366,-0.133660750842736,0.00883840160137561,-0.0397631490746583,-0.211283228837148,0.0313274290347398,-0.0831161354373233,"CHFU","All","code.plant","species"
"45",-0.139618898991346,-0.064641099177894,-0.152430540042946,-0.124684339888569,-0.0506229546570155,0.255123691153636,0.0230656778849374,-0.0788877959688902,0.0753319083825474,0.120293785963778,"CHFU","All","code.plant","species"
"46",-0.234794723389966,-0.255080329253925,-0.108536581147584,-0.182023391911018,-0.019176988954589,0.358655279404605,0.00321588346881763,-0.0573255690419584,0.0912971529697921,0.0921569351689939,"CHFU","All","code.plant","species"
"47",-0.241934386209993,-0.145003810163879,-0.198085848545933,0.116811808020757,0.0092282349447248,0.0605961420616217,0.024420324161557,-0.156000895426524,0.0322555030543779,-0.110204981081661,"CHFU","All","code.plant","species"
"48",-0.185341603650229,0.104183593749857,-0.0373634339570016,-0.0365239552514789,-0.0859412378007236,0.377073068443311,-0.010125324948445,-0.124948559426874,-0.073838918038838,0.294496159446989,"CHFU","All","code.plant","species"
"49",-0.32013153852428,-0.111969690388345,-0.116335337479062,0.0375395239502649,0.175620385871513,0.175182415413394,-0.095790923762562,-0.315425651922406,0.0645082884572412,-0.0823653013985939,"CHFU","All","code.plant","species"
"50",-0.0687805606216163,0.0255171455792562,0.0412694199857266,-0.306273027985167,-0.0808786919760384,0.227066251880063,0.0367867420753523,-0.246343150006896,0.0239551799527986,0.128956037609625,"CHFU","All","code.plant","species"
"51",-0.184796653356621,-0.153154785260022,-0.252144545617849,-0.0448926842740561,-0.0599132506535336,0.420338069925815,0.126959662173095,-0.138468572015422,0.196875230957085,-0.0413296722766999,"CHFU","All","code.plant","species"
"52",-0.362583397149881,0.0517348007198311,-0.00728057682343641,-0.130661674148398,-0.00807462795840475,0.24657678061994,-0.0327242406026651,-0.0946855046773023,0.1209068847666,-0.117330711902146,"CHFU","All","code.plant","species"
"53",-0.214908040275842,-0.0340689588110561,-0.137641592347611,-0.00634099996310011,-0.106587797533716,0.107234965135953,-0.128922441091222,-0.149512238253103,0.164600052455206,0.0142497767252436,"CHFU","All","code.plant","species"
"54",-0.302239298513165,-0.111457779452687,0.0325956810171608,0.0731125901216059,-0.0872995684729662,0.115915204960783,-0.0833262969060784,0.0548027098292889,-0.126690808821858,0.165568825590869,"CHFU","All","code.plant","species"
"55",-0.25555526018762,-0.129687791820205,-0.0488337747004138,-0.0968683485614696,-0.0821506566113436,0.206089728011391,0.0191771287341691,-0.0806915169258771,-0.079910346019349,-0.0954684875557378,"CHFU","All","code.plant","species"
"56",-0.302067550566885,-0.00330025683688684,-0.0821034305737425,-0.0375684390309957,-0.169480747374408,0.163481270625339,0.0375407777385137,-0.0774594571950818,0.0912767472648568,0.0827155670910038,"CHFU","All","code.plant","species"
"57",-0.223998834189208,-0.0286135502677005,-0.0817899533489972,-0.0496231474402804,-0.0600791531739211,0.344406881798802,0.0050315798862719,0.0861233888067714,0.006508021543572,0.00892365638710113,"CHFU","All","code.plant","species"
"58",-0.134628752024186,-0.00670504579241737,-0.011683814347929,0.0891771865116746,-0.0881726656816361,0.206235088092902,-0.185687485032571,-0.183950180649164,-0.157435004167673,0.0356378294493505,"CHFU","All","code.plant","species"
"59",-0.391400398055699,-0.150284129216255,-0.105874762475988,-0.140627420911102,-0.0310709411674982,0.276965457097293,-0.121144425917049,-0.0744317205510024,-0.119614147805321,0.144489241079107,"CHFU","All","code.plant","species"
"60",-0.0611949182151057,-0.0349168866312802,-0.203907035608114,0.14996081268105,0.106577535768903,0.228639501500553,-0.0882496197856936,-0.172180137497883,-0.031102444497434,-0.0325883293404475,"CHFU","All","code.plant","species"
"61",-0.282069642667968,-0.0656442120332168,-0.0416216564553927,-0.0414124394849859,-0.209937104272273,0.213104768101461,-0.0664997987639913,-0.218753768223418,0.0588937801196945,0.0663357809958702,"CHFU","All","code.plant","species"
"62",-0.08753572906592,0.0760427131701176,-0.0714632257970998,-0.338382334664425,-0.21434980344327,0.242876235612761,-0.118380317704002,-0.206748965368586,0.0895696302662514,-0.00995160612372537,"CHFU","All","code.plant","species"
"63",-0.111247910330169,0.0298400039167339,-0.115872920158146,-0.0880357579786124,0.099152153612809,0.185683667320915,-0.0903230549553509,-0.119244462865084,0.0288799420297161,0.202673462216699,"CHFU","All","code.plant","species"
"64",-0.284385192522846,0.159893990205811,-0.119887381690713,0.0255808203499883,-0.216743334699792,0.190876359019125,0.0186303456484107,-0.283381017057341,0.0488594071932724,-0.0775417629337286,"CHFU","All","code.plant","species"
"65",-0.139988113911977,-0.0754370114669685,-0.0034067430944712,-0.161847022608526,0.0069457116308147,0.109266024727881,-0.0997622967671211,-0.144800927563458,-0.0792396042024472,-0.0380228333436484,"CHFU","All","code.plant","species"
"66",-0.391518850603866,-0.199767462748584,-0.0531596455797371,-0.0350609865052335,0.0692863372750214,0.122875444782906,-0.356344470837902,-0.0858068239428317,-0.030628371395209,0.202497766593297,"CHFU","All","code.plant","species"
"67",-0.212030746796925,0.159898185900549,-0.0289759144757695,-0.117816252821397,0.0700585061640138,0.307250662614828,-0.0520010952950134,-0.0940832285891771,0.012572342957228,0.131676421484523,"CHFU","All","code.plant","species"
"68",-0.354674223258356,0.0353753977065232,-0.0284845268660168,-0.123831147180417,-0.0284925774068934,0.228378860523721,-0.0167882995087839,-0.0800962649636295,0.114626244657013,-0.0869223807365166,"CHFU","All","code.plant","species"
"69",-0.106253139733249,-0.0585976153340231,-0.149537568925797,-0.011084506354431,0.0357269681454642,0.268796214548903,-0.075672170946588,-0.0234978386203583,0.0926518950649733,0.0109718773750938,"CHFU","All","code.plant","species"
"70",-0.161093306784813,-0.00146965396776444,-0.048413209927212,-0.142617166254026,-0.160104507879744,-0.0388121821834103,0.135517437458167,-0.214278081106526,-0.0225789043036759,-0.0492976011598625,"CHFU","All","code.plant","species"
"71",-0.0994005112877752,0.0101859207429871,0.0192570896170454,-0.0661374766132138,0.0744488136683272,0.20553961836045,-0.102708223934861,-0.113963160013343,-0.0692953239815584,-0.0404932370289542,"CHFU","All","code.plant","species"
"72",-0.120176058661284,-0.0161796547091966,-0.0228350372294369,-0.143439343999095,-0.160587184453709,0.275466650400081,0.0405194343580271,-0.17628785869022,-0.171704212951969,-0.040235919050166,"CHFU","All","code.plant","species"
"73",-0.20164217834472,0.0300095233257072,0.0399621458655717,-0.039600548447791,0.108998379193703,0.281896187532663,-0.0486229525018775,-0.0859093871770538,0.0486559548187715,0.0765629970256694,"CHFU","All","code.plant","species"
"74",-0.155770136420417,0.00413916480552712,-0.0773053501580492,0.123171195872077,-0.262814296208805,0.158069607515322,0.0595584271333014,-0.136297421647762,0.00646680601939331,0.172262441614967,"CHFU","All","code.plant","species"
"75",-0.197384664449891,0.116303544586718,0.0137716001589669,-0.0815127279502302,-0.0453048408254085,0.147746387491057,0.0445953483147743,-0.249042046374546,-0.171379172084767,-0.116005173632117,"CHFU","All","code.plant","species"
"76",-0.0732426370486461,-0.062094044581855,-0.227782652737088,0.000598512444221599,0.0992796492141947,0.165505585915061,-0.00968881387432086,-0.0654889364990755,-0.0126679243902887,0.162919030974228,"CHFU","All","code.plant","species"
"77",-0.208699512243828,-0.100856195132047,-0.215353745768179,-0.247431377163556,0.00969102973058433,0.275492546858758,0.0272107597328115,-0.132488771139375,-0.146092753482265,0.152501794892873,"CHFU","All","code.plant","species"
"78",-0.31131197535502,-0.287903318348308,-0.109372768010711,-0.208153427598559,-0.202521796766765,0.201901770753921,-0.289054472588885,-0.177329884147027,-0.0444429108054349,0.0862310393862364,"CHFU","All","code.plant","species"
"79",-0.329714433768395,-0.12964513727873,0.0414590612852568,0.117856981703282,-0.035825678055453,0.250844173663913,0.0218769200988278,-0.101787953545167,0.195972779502045,0.0658106270868215,"CHFU","All","code.plant","species"
"80",-0.171815190805138,-0.036935539933055,-0.0661225372474257,-0.16630598401007,-0.0718155861050971,0.29797690654542,-0.0338861229821796,-0.0719967145887351,-0.14276934582568,0.0528045187365691,"CHFU","All","code.plant","species"
"81",-0.243040906458935,-0.0815543935646397,-0.0831278656472773,0.055224784532071,0.0759674578596727,0.191149538878254,-0.146092286496621,-0.0351465261234205,0.0506093244150869,0.142080585589702,"CHFU","All","code.plant","species"
"82",-0.192639580658263,0.0264698223592459,0.0404545630783315,0.0638745948225501,-0.13332561348609,0.266974567957545,-0.0293213328222015,-0.22846411390039,-0.0510468080055773,-0.00977614897265466,"CHFU","All","code.plant","species"
"83",-0.334551325565873,-0.0907587221094196,-0.248518290338488,-0.0052582656919431,-0.221740549648904,0.0729581063557718,0.13604299740122,-0.209958382584478,0.0333040720891915,0.198347364927442,"CHFU","All","code.plant","species"
"84",-0.164825832132996,0.0410866337963212,0.144145695641515,-0.172414991035418,0.10468809537728,0.165979296778375,0.0474696311044798,-0.161908162966723,-0.0987360393003095,0.0715807807507327,"CHFU","All","code.plant","species"
"85",-0.196080777492574,0.0703638237173787,-0.0477584325483285,-0.0752339626850912,0.04690444600711,0.265369750620591,-0.17836561992595,-0.22929085069042,0.213241644163814,0.14334597750646,"CHFU","All","code.plant","species"
"86",-0.0574502950649263,0.0472588789424573,0.137576673550009,-0.221441288064557,-0.11311893019103,0.319109933178117,-0.141585388081588,-0.138670684720571,0.00265177100678682,0.103768074465199,"CHFU","All","code.plant","species"
"87",-0.00738246300973411,-0.226291977195957,-0.140522382709937,-0.0929125476441406,0.0755304366269975,0.150141044672749,-0.0128872894531907,-0.144633861951017,-0.102805803545443,-0.0728795626418776,"CHFU","All","code.plant","species"
"88",-0.285324109190697,0.0104470497964575,-0.146616175175329,-0.013380060114181,0.00173490786531127,0.270461689941041,0.104628388081286,-0.169151205930048,0.320264847544517,0.0957615996870613,"CHFU","All","code.plant","species"
"89",-0.316578329429973,-0.0221684713560216,-0.0159388532668082,0.0521500470226919,0.113214904635613,0.188385817964169,-0.118419975398375,0.00766124341490859,-0.0327588148240185,0.0420809655135312,"CHFU","All","code.plant","species"
"90",-0.179697049167472,-0.241460501334452,-0.131997428389645,-0.133855862653437,-0.137607721988395,0.253758993553155,-0.144637150903618,-0.127556354920601,0.0718907496844139,0.219825243309607,"CHFU","All","code.plant","species"
"91",-0.198668969282786,-0.0308129677293217,-0.0749188610814941,0.0823085799656527,-0.154682084431234,0.294697231900806,-0.037866034905182,-0.0652423893095367,-0.214322030828145,0.0230495432680946,"CHFU","All","code.plant","species"
"92",-0.0936865776237751,-0.00640792590348982,-0.131157201126797,0.0206422496906344,-0.0744360229669127,0.211941597116178,-0.0198436325965985,-0.0861267061434962,-0.08944123730516,-0.0718011978300624,"CHFU","All","code.plant","species"
"93",-0.212422883960283,-0.0096057019578828,0.0689304218979618,-0.0663298580249184,-0.00356307971243564,0.234102909735646,-0.0486670002421117,-0.0306535713441539,-0.190818216913159,0.0688073004910565,"CHFU","All","code.plant","species"
"94",-0.22662386600961,-0.106106503889255,-0.104903194401901,0.0206897933483718,0.217894701652059,0.231324991591439,-0.0345155027602356,-0.305046167178555,0.0471695355848036,0.114927406849284,"CHFU","All","code.plant","species"
"95",0.0585429905631556,-0.0435507050959953,0.00417617224447975,-0.211203762567541,0.0803763544694336,0.141995155598768,-0.0609450908715571,-0.0299456535158947,-0.117424367376146,-0.0744893079179659,"CHFU","All","code.plant","species"
"96",-0.127034756510665,-0.123358087172194,0.154745765639923,-0.207610595083252,-0.112025110654801,0.226453640207261,-0.0313141762654039,-0.154213809583747,-0.083447704617867,0.0270824587130416,"CHFU","All","code.plant","species"
"97",-0.292481463468793,-0.135397533407713,-0.0142674454334017,-0.147661330325742,-0.176372732008759,0.184330788759374,-0.0604303085260526,0.0964887958081355,0.0401834938642252,0.0840636903179539,"CHFU","All","code.plant","species"
"98",-0.175170233612483,0.0580215191908526,0.0603231890405309,-0.150637042939279,-0.191704355926627,0.198444038160937,-0.134501082896924,-0.172017975054706,0.0132654795341531,0.118292533128951,"CHFU","All","code.plant","species"
"99",-0.166194095771586,-0.0266817235186326,-0.0263013989650571,0.137515382447545,0.0693575150610788,0.174123393259993,-0.175599715905901,-0.112760737338585,0.0294933551050744,0.105604715131289,"CHFU","All","code.plant","species"
"100",-0.253560234696938,-0.103312327201087,-0.0800477413069961,0.118872283359291,-0.112033152893532,0.126285493484205,-0.0753323290841342,-0.0579547752006625,-0.0538475535104259,-0.101745614509325,"CHFU","All","code.plant","species"
"101",-0.104432844485247,-0.0925896788513392,-0.067713077272968,-0.131723094632133,-0.0122502712068686,0.239339140351077,-0.130488723282297,-0.248791049311528,-0.0945510304765216,0.0894252893365384,"CHFU","All","code.plant","species"
"102",-0.155666228038421,-0.0547959202100546,0.177587491805938,-0.0360146133156011,-0.172151954096975,0.23615363970094,-0.108282817555476,-0.0593969741022936,-0.106824018542303,0.0599295238919071,"CHFU","All","code.plant","species"
"103",-0.139200745739076,0.165850649234956,-0.0172961452762248,-0.0243495486647572,-0.261074370094298,0.209606042166613,-0.0194238364572308,-0.198334086666956,-0.160417571241416,0.0645711362807577,"CHFU","All","code.plant","species"
"104",-0.188223989376266,-0.0901317427804141,0.0357541076386814,-0.14581060594097,-0.0529032746343241,0.293841634322754,-0.207634352930842,-0.135562708929712,-0.131941885019744,0.0611236873521783,"CHFU","All","code.plant","species"
"105",-0.391430759568911,-0.193685168224526,-0.0569134274892709,0.00195705743424135,-0.218338644460035,0.139951653290243,0.052069890307362,-0.0883766156299056,0.00132043624425315,-0.00319891139959616,"CHFU","All","code.plant","species"
"106",-0.0359298750631472,-0.0163597384721195,0.157712499685133,0.0338185050640218,-0.0623197049556056,0.222580253463939,0.0894755706884718,-0.0469468691209035,0.0390115797292565,0.0488195015464716,"CHFU","All","code.plant","species"
"107",-0.271829806337101,-0.043225564717044,0.0242530761003543,-0.151383310196313,-0.0233812968457107,0.174155336565466,-0.0332672589389962,0.0341496958108976,-0.0509424295731772,0.160084026451753,"CHFU","All","code.plant","species"
"108",-0.134196231079791,-0.0290991317508057,-0.0378801213992628,-0.0931224763397965,-0.11277931537451,0.227930573978693,0.025159464210496,-0.0410152232207497,0.0153202119686067,0.0269056233738534,"CHFU","All","code.plant","species"
"109",-0.170713647055749,-0.0897165906472068,-0.000521107145126876,-0.0567401686778388,-0.113212158608275,0.477308137776927,0.13520579155825,-0.321638948514576,0.136861876463272,0.0561752746294562,"CHFU","All","code.plant","species"
"110",-0.118770505750384,0.0636416191691973,-0.172816781703744,0.0217600947436265,0.0105636249671499,0.16651988156969,-0.188897562048639,-0.3349052749798,-0.0879620949970276,0.219944211065086,"CHFU","All","code.plant","species"
"111",-0.25252595014645,-0.0560868072000568,-0.0994574688881857,-0.103434792269048,0.128083382313488,0.229541022640513,-0.0339201425932734,-0.148657614077803,-0.0782747352039473,-0.0919604784801161,"CHFU","All","code.plant","species"
"112",-0.32605770953286,-0.0210480632357696,-0.07842278706235,-0.210733356023763,-0.048660269245885,0.186525128219583,-0.0180531714577064,-0.141125582492943,-0.0848078851351809,0.113420690012004,"CHFU","All","code.plant","species"
"113",-0.304857589401169,-0.0232719948213318,-0.0856541879323318,0.0728336026915806,0.107974548815704,0.353570253769855,-0.162499424405741,-0.166061483129781,-0.00450903895049326,0.00954588873883666,"CHFU","All","code.plant","species"
"114",-0.336098475093393,-0.00717091196163289,-0.0986481726812082,-0.00625037047268828,-0.158983611401387,0.134435570047342,-0.0815894103520736,0.0969234315946839,0.0101967285669928,0.0894311220083361,"CHFU","All","code.plant","species"
"115",-0.181490665321842,0.00700049478831377,0.00972477027974072,-0.037483245253396,-0.0164784295952474,0.244410232748565,0.115191246845857,-0.121418798289941,-0.0457703998401789,0.10441943000861,"CHFU","All","code.plant","species"
"116",-0.160478913106437,-0.107825884335968,-0.266939034216988,-0.00452814338410235,0.106362144990928,0.235807343714522,-0.0484484805731947,-0.0243242851114565,0.0647092677519279,-0.0854852656372991,"CHFU","All","code.plant","species"
"117",-0.135505245623996,-0.00665355224032527,0.185538459443105,-0.104258511970525,-0.149313619482248,0.242043566226618,-0.0695429407745048,-0.2446073438166,-0.0591642311844889,0.0659357098187192,"CHFU","All","code.plant","species"
"118",-0.155188801542723,0.0699564054902171,-0.144338117382481,-0.089250078940566,-0.0534636136418598,0.154609894537435,-0.132423689230441,-0.224546717757606,0.0295019561365104,0.158503166039782,"CHFU","All","code.plant","species"
"119",-0.223501555599864,-0.139870198032212,-0.108957013406556,-0.195170415453188,-0.0705697572677374,0.282525800679383,-0.092857324851622,-0.0573476829737053,0.0507502649143203,0.19613241625816,"CHFU","All","code.plant","species"
"120",-0.29184281291337,-0.0569772632504886,-0.0458982515443969,-0.103762105513313,0.126010757048377,0.179617807082691,-0.0990741555629877,0.00498704977014053,-0.0162317219994179,0.0733228183891921,"CHFU","All","code.plant","species"
"121",-0.0195230371314227,-0.115531325677142,0.0982242542115417,0.00800799815647846,-0.0951262424224218,0.214741453191271,-0.0648196073114538,-0.15618132420278,-0.131937559594833,0.164401577071627,"CHFU","All","code.plant","species"
"122",-0.107975143587468,-0.131379981325311,0.0140706121893628,0.0572984493246396,-0.14501047578016,0.258651257483846,-0.0296614545954081,-0.075497216617041,-0.0236655128107807,-0.111700716726206,"CHFU","All","code.plant","species"
"123",-0.15169052442451,-0.167162093789011,-0.0602496141321952,-0.18857935578637,-0.204522229872759,0.240016525642609,-0.104174800284705,-0.21352242131861,0.0451051867486192,0.0812989276158458,"CHFU","All","code.plant","species"
