plot,subplot,focal,fruit,chfu,scla,lema,cete,soas,pain,anar,poma,spru,homa,bema,chmi,meel,mepo,mesu,plco,pomo,saso,susp,day,month,year,comments,achi,arte,NewGrass,pupa,observers
1,A4,PLCO,3,0,0,2,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,A5,CETE,2,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,A5,PAIN,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,A5,PLCO,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,A5,PLCO,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,A6,PAIN,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,A6,PLCO,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,B1,CETE,3,0,0,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,B1,CETE,10,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,B1,PAIN,2,0,0,2,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,B2,CETE,3,0,0,2,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,B2,PAIN,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,B2,PLCO,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,B3,CETE,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,B3,PAIN,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,B3,PLCO,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,B3,PLCO,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,B4,CETE,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,B4,PAIN,1,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,B4,PLCO,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,B5,CETE,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,B5,CETE,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,B5,PAIN,1,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,B5,PLCO,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,B6,CETE,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,B6,CETE,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,B6,CETE,13,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,B6,MESU,33,0,0,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,B6,PAIN,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,B6,PLCO,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,C1,PAIN,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,C1,PLCO,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,C2,CETE,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,C2,PAIN,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,C3,CETE,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,C3,PAIN,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,C3,PLCO,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,C4,CETE,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,C4,PLCO,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,C6,CETE,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,C6,PAIN,3,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,C6,PLCO,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,C6,PLCO,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,D1,CETE,4,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,D1,CETE,5,0,0,3,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,D1,MESU,375,0,0,3,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,D1,MESU,404,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,D1,PAIN,4,0,0,0,1,0,4,0,0,0,0,0,0,0,0,5,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,D1,PLCO,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,D2,CETE,4,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,D2,PAIN,2,0,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,D2,PLCO,3,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,D3,PAIN,2,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,D3,PLCO,3,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,D4,PAIN,1,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,D4,PLCO,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,D5,CETE,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,D5,MESU,200,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,D5,PAIN,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,D5,PAIN,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,D6,PAIN,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,D6,PLCO,6,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,E1,CETE,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,E1,MESU,220,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,E1,PAIN,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,1,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,E1,PLCO,3,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,E2,PAIN,5,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,E3,MESU,204,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,E3,PAIN,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,E3,PLCO,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,E4,MESU,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,E4,MESU,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,E4,PAIN,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,E4,PLCO,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,E5,CETE,3,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,E5,MESU,160,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,E5,MESU,448,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,E5,PAIN,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,E6,CETE,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,E6,PAIN,4,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,F1,CETE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,F1,MESU,224,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,F1,PAIN,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,F2,CETE,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,F2,PAIN,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,F2,PLCO,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,F2,PLCO,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,F3,CETE,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,F3,MESU,470,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,F3,PLCO,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,F4,MESU,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,F4,PAIN,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,F4,PLCO,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,F5,CETE,5,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,F5,MESU,500,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,F5,PAIN,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
1,F5,PLCO,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,A1,CETE,6,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,A1,PAIN,1,0,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,A2,CETE,3,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,B1,PAIN,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,B3,PAIN,1,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,B4,CETE,4,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,B5,PAIN,3,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,C2,CETE,5,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,C2,PAIN,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,C4,PAIN,4,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,C6,PAIN,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,C6,PLCO,1,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,D1,PAIN,1,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,D2,PAIN,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,D3,PAIN,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,D4,PAIN,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,D4,PAIN,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,D5,CETE,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,D5,CETE,9,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,D6,PAIN,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,E1,PAIN,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,E2,PAIN,1,0,0,0,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,E4,PAIN,1,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,E6,PAIN,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,F1,MESU,50,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,F1,MESU,100,0,0,2,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,F1,PAIN,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
4,F4,PLCO,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
5,A1,CETE,13,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
5,A1,PAIN,1,0,0,0,1,0,1,0,0,0,7,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
5,A2,PAIN,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
5,A3,PAIN,1,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
5,A5,PAIN,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
5,A6,PAIN,1,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
5,B1,PAIN,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
5,B2,CETE,4,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
5,B2,PAIN,1,0,0,2,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
5,B3,CETE,6,0,0,0,2,0,0,0,0,0,11,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
5,B3,PAIN,1,0,0,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
5,B4,PAIN,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
5,B5,PAIN,2,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
5,B6,PAIN,1,0,0,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
5,C3,PAIN,1,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
5,C5,MESU,3,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
5,C5,MESU,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
5,C5,PAIN,1,0,0,1,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
5,C5,PLCO,1,0,0,13,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
5,C6,PAIN,1,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
5,D1,PAIN,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,NA,7,5,2021,0,0,0,0,0,"Lisa-David, Oscar-Elena"
