"","day","month","year","plot","subplot","focal","fruit","BEMA","CHFU","CHMI","CETE","HOMA","LEMA","PAIN","PLCO","POMA","POMO","PUPA","SASO","SCLA","SPRU","MESU","MEEL","SOAS","FRPU","SUSP","COSQ","CRCR","DA","LYTR","MEPO","RAPE","seed","ANAR","ACHI","comments","ARTE","NEWGRASS","observers","Amaranthaceae","Asteraceae","Brassicaceae","Caryophyllaceae","Convolvulaceae","Fabaceae","Frankeniaceae","Gentianaceae","Lythraceae","Plantaginaceae","Poaceae","Primulacea","Ranunculuc","Forb","Grass","abundant","rare"
"87",10,6,2015,4,"A1","PAIN",12,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0,0,"0",0,0,"0",1,0,0,0,0,0,0,0,0,0,3,0,0,1,3,3,1
"88",10,6,2015,4,"A1","PUPA",18,0,0,0,0,0,0,1,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,"0",0,0,"0",0,1,0,0,0,0,0,0,0,2,5,0,0,3,5,2,6
"89",10,6,2015,4,"A2","PAIN",7,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,"0",0,0,"0",0,3,0,0,0,0,0,0,0,2,0,0,0,5,0,3,2
"90",10,6,2015,4,"A5","PAIN",6,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,"0",0,0,"0",0,5,0,0,0,0,0,0,0,0,1,0,0,5,1,6,0
"91",10,6,2015,4,"A5","PAIN",4,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,"0",0,0,"0",0,1,0,0,0,0,0,0,0,0,2,0,0,1,2,3,0
"92",10,6,2015,4,"A5","PAIN",3,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,"0",0,0,"0",0,2,0,0,0,0,0,0,0,0,3,0,0,2,3,5,0
"93",10,6,2015,4,"A6","PAIN",6,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,138,0,0,"0",0,0,"0",0,0,0,0,0,1,0,0,0,1,2,0,0,2,2,2,2
"94",10,6,2015,4,"A6","PUPA",17,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,"0",0,0,"0",0,2,0,0,1,0,0,1,0,0,0,0,0,4,0,3,1
"95",10,6,2015,4,"B1","PAIN",22,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,506,0,0,"0",0,0,"0",0,0,0,0,0,1,0,0,0,3,0,0,0,4,0,0,4
"96",10,6,2015,4,"B2","PAIN",6,0,1,0,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,"0",0,0,"0",0,1,0,0,0,0,0,0,0,1,8,0,0,2,8,9,1
"97",10,6,2015,4,"B3","PAIN",12,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0,0,"0",0,0,"0",0,2,0,0,0,0,0,0,0,0,3,0,0,2,3,5,0
"98",10,6,2015,4,"B3","PUPA",6,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,408,0,0,"0",0,0,"0",0,2,0,0,0,0,0,0,0,0,2,0,0,2,2,3,1
"99",10,6,2015,4,"B4","PAIN",8,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,"0",0,0,"0",0,1,0,0,0,0,0,0,0,0,2,0,0,1,2,3,0
"100",10,6,2015,4,"B5","PAIN",6,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,"0",0,0,"0",0,2,0,0,0,0,0,0,0,0,2,0,0,2,2,4,0
"101",10,6,2015,4,"B6","PAIN",3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,69,0,0,"0",0,0,"0",0,2,0,0,0,2,0,0,0,0,0,0,0,4,0,2,2
"102",10,6,2015,4,"B6","PUPA",7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,0,0,"0",0,0,"0",0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0
"103",10,6,2015,4,"C1","PAIN",4,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,"0",0,0,"0",0,1,0,0,0,0,0,0,0,0,13,0,0,1,13,14,0
"104",10,6,2015,4,"C2","PAIN",8,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,"0",0,0,"0",0,1,0,0,0,0,0,0,0,0,7,0,0,1,7,8,0
"105",10,6,2015,4,"C3","PAIN",6,0,1,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,"0",0,0,"0",1,4,0,0,0,0,0,0,0,1,0,0,0,6,0,2,4
"106",10,6,2015,4,"C4","PAIN",7,1,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,"0",0,0,"0",1,1,0,0,0,0,0,0,0,0,4,0,0,2,4,4,2
"107",10,6,2015,4,"C5","PAIN",8,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,"0",0,0,"0",0,3,0,0,1,0,0,1,0,0,1,0,0,5,1,3,3
"108",10,6,2015,4,"C6","PAIN",15,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,0,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,3,3
"109",10,6,2015,4,"D1","PAIN",22,0,2,0,0,0,0,0,0,6,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,506,0,0,"0",0,0,"0",2,3,0,0,0,0,0,0,0,0,6,0,0,5,6,10,1
