"","focal","year","complexity.animal","complexity.plant","abund.sp.mean","abund.sp.median","abund.sp.max","abund.sp.min","parameter"
"117","CHFU","2019","species","code.plant",1.23809523809524,1.2,5,0,"Plant - plant"
"118","CHFU","2019","species","code.plant",0.00119047619047619,0,0.2,0,"Intraspecific"
"119","CHFU","2019","species","code.plant",0.0538548752834467,0,5,0,"Plant - herbivore"
"120","CHFU","2019","species","code.plant",0.206349206349206,0,5,0,"Plant - floral visitor"
"121","CHFU","2020","group","class",1.15747460087083,0.961538461538462,5,0,"Plant - plant"
"122","CHFU","2020","group","class",0.845428156748911,0.769230769230769,5,0,"Intraspecific"
"123","CHFU","2020","group","class",0.224963715529753,0,5,0,"Plant - herbivore"
"124","CHFU","2020","group","class",0.80188679245283,0.5,5,0,"Plant - floral visitor"
"125","CHFU","2020","family","family",1.15747460087083,0.961538461538462,5,0,"Plant - plant"
"126","CHFU","2020","family","family",0.134252539912917,0,5,0,"Intraspecific"
"127","CHFU","2020","family","family",0.198355104015481,0,5,0,"Plant - herbivore"
"128","CHFU","2020","family","family",0.119496855345912,0,5,0,"Plant - floral visitor"
"129","CHFU","2020","species","code.plant",1.15747460087083,0.961538461538462,5,0,"Plant - plant"
"130","CHFU","2020","species","code.plant",0.00241896468311563,0,0.192307692307692,0,"Intraspecific"
"131","CHFU","2020","species","code.plant",0.198355104015481,0,5,0,"Plant - herbivore"
"132","CHFU","2020","species","code.plant",0.251572327044025,0,5,0,"Plant - floral visitor"
"133","CHFU","2021","group","class",1.76,1.57894736842105,5,0,"Plant - plant"
"134","CHFU","2021","group","class",1.25052631578947,1.05263157894737,5,0,"Intraspecific"
"135","CHFU","2021","group","class",0.113333333333333,0,5,0,"Plant - herbivore"
"136","CHFU","2021","group","class",1.23666666666667,0.833333333333333,5,0,"Plant - floral visitor"
"137","CHFU","2021","family","family",2.22933333333333,2,5,0,"Plant - plant"
"138","CHFU","2021","family","family",0.0853333333333333,0,4.33333333333333,0,"Intraspecific"
"139","CHFU","2021","family","family",0.113333333333333,0,5,0,"Plant - herbivore"
"140","CHFU","2021","family","family",0.12,0,5,0,"Plant - floral visitor"
"141","CHFU","2021","species","code.plant",2.22933333333333,2,5,0,"Plant - plant"
"142","CHFU","2021","species","code.plant",0.016,0,1,0,"Intraspecific"
"143","CHFU","2021","species","code.plant",0.113333333333333,0,5,0,"Plant - herbivore"
"144","CHFU","2021","species","code.plant",1.51,1.25,5,0,"Plant - floral visitor"
